demandHeat;demandElectricity;GasBoiler1;GasBoiler2;PV2;Battery2Discharge;Battery2Charge;PV3;ThermalStorage3Discharge;ThermalStorage3Charge;HeatPump3;ThermalStorage4Discharge;ThermalStorage4Charge;CHP4;SolarThermic5;ThermalStorage5Discharge;ThermalStorage5Charge;CHP5;ElecBuy;ElecSell;HeatBuy;HeatSell;Battery2SOC;ThermalStorage3SOC;ThermalStorage4SOC;ThermalStorage5SOC;Cost;
-10.10;-2.76;0.00;0.00;0.00;0.18;0.00;0.00;1.56;0.00;0.00;1.56;0.00;8.91;0.00;1.56;0.00;0.00;0.00;0.00;0.00;0.00;2.40;20.00;20.00;20.00;0.61
-10.60;-2.73;0.00;0.00;0.00;0.17;0.00;0.00;1.74;0.00;0.00;1.74;0.00;8.82;0.00;1.74;0.00;0.00;0.00;0.00;0.00;0.00;2.35;19.57;19.57;19.57;0.60
-7.48;-2.89;0.00;0.00;0.00;0.26;0.00;0.00;0.65;0.00;0.00;0.65;0.00;9.08;0.00;0.65;0.00;0.00;0.00;0.00;0.00;0.00;2.31;19.08;19.08;19.08;0.62
-7.37;-3.24;0.00;0.00;0.00;0.40;0.00;0.00;0.46;0.00;0.00;0.46;0.00;9.80;0.00;0.46;0.00;0.00;0.00;0.00;0.00;0.00;2.24;18.90;18.90;18.90;0.67
-11.13;-3.40;0.00;0.00;0.00;0.17;0.00;0.00;1.44;0.00;0.00;1.44;0.00;11.15;0.00;1.44;0.00;0.00;0.00;0.00;0.00;0.00;2.14;18.78;18.78;18.78;0.76
-12.40;-3.30;0.00;0.00;0.00;0.16;0.00;0.00;1.93;0.00;0.00;1.93;0.00;10.84;0.00;1.93;0.00;0.00;0.00;0.00;0.00;0.00;2.09;18.38;18.38;18.38;0.74
-9.01;-3.04;0.00;0.00;0.00;0.18;0.00;0.00;1.00;0.00;0.00;1.00;0.00;9.86;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;2.05;17.84;17.84;17.84;0.68
-6.91;-2.90;0.00;0.00;0.00;0.30;0.00;0.00;0.48;0.00;0.00;0.48;0.00;8.95;0.00;0.48;0.00;0.00;0.00;0.00;0.00;0.00;2.00;17.56;17.56;17.56;0.61
-8.44;-2.85;0.00;0.00;0.00;0.18;0.00;0.00;0.94;0.00;0.00;0.94;0.00;9.23;0.00;0.94;0.00;0.00;0.00;0.00;0.00;0.00;1.92;17.43;17.43;17.43;0.63
-11.09;-2.92;0.00;0.00;0.00;0.15;0.00;0.00;1.75;0.00;0.00;1.75;0.00;9.57;0.00;1.75;0.00;0.00;0.00;0.00;0.00;0.00;1.88;17.17;17.17;17.17;0.66
-9.19;-2.75;0.00;0.00;0.00;0.15;0.00;0.00;1.24;0.00;0.00;1.24;0.00;8.97;0.00;1.24;0.00;0.00;0.00;0.00;0.00;0.00;1.84;16.68;16.68;16.68;0.61
-7.68;-2.55;0.00;0.00;0.00;0.16;0.00;0.00;0.88;0.00;0.00;0.88;0.00;8.25;0.00;0.88;0.00;0.00;0.00;0.00;0.00;0.00;1.80;16.34;16.34;16.34;0.57
-8.90;-2.51;0.00;0.00;0.00;0.14;0.00;0.00;1.30;0.00;0.00;1.30;0.00;8.19;0.00;1.30;0.00;0.00;0.00;0.00;0.00;0.00;1.76;16.09;16.09;16.09;0.56
-13.04;-2.71;0.00;0.00;0.00;0.12;0.00;0.00;2.53;0.00;0.00;2.53;0.00;8.94;0.00;2.53;0.00;0.00;0.00;0.00;0.00;0.00;1.72;15.73;15.73;15.73;0.61
-11.01;-2.72;0.00;0.00;0.00;0.12;0.00;0.00;1.84;0.00;0.00;1.84;0.00;8.99;0.00;1.84;0.00;0.00;0.00;0.00;0.00;0.00;1.69;15.03;15.03;15.03;0.62
-8.91;-2.61;0.00;0.00;0.00;0.12;0.00;0.00;1.22;0.00;0.00;1.22;0.00;8.60;0.00;1.22;0.00;0.00;0.00;0.00;0.00;0.00;1.66;14.52;14.52;14.52;0.59
-8.88;-2.55;0.00;0.00;0.00;0.11;0.00;0.00;1.25;0.00;0.00;1.25;0.00;8.40;0.00;1.25;0.00;0.00;0.00;0.00;0.00;0.00;1.63;14.18;14.18;14.18;0.58
