demandHeat;demandElectricity;GasBoiler1;GasBoiler2;PV2;Battery2Discharge;Battery2Charge;PV3;ThermalStorage3Discharge;ThermalStorage3Charge;HeatPump3;ThermalStorage4Discharge;ThermalStorage4Charge;CHP4;SolarThermic5;ThermalStorage5Discharge;ThermalStorage5Charge;CHP5;ElecBuy;ElecSell;HeatBuy;HeatSell;Battery2SOC;ThermalStorage3SOC;ThermalStorage4SOC;ThermalStorage5SOC;Cost;
-10.10;-2.76;0.00;0.00;0.00;2.00;0.00;0.00;2.83;0.00;0.00;2.83;0.00;2.64;0.00;2.83;0.00;0.00;0.00;0.00;0.00;0.00;2.40;20.00;20.00;20.00;0.18
-10.60;-2.73;0.00;0.00;0.00;1.16;0.00;0.00;2.43;0.00;0.00;2.43;0.00;5.40;0.00;2.43;0.00;0.00;0.00;0.00;0.00;0.00;1.87;19.21;19.21;19.21;0.37
-7.48;-2.89;0.00;0.00;0.00;1.23;0.00;0.00;1.33;0.00;0.00;1.33;0.00;5.72;0.00;1.33;0.00;0.00;0.00;0.00;0.00;0.00;1.57;18.54;18.54;18.54;0.39
-7.37;-3.24;0.00;0.00;0.00;1.18;0.00;0.00;1.01;0.00;0.00;1.01;0.00;7.10;0.00;1.01;0.00;0.00;0.00;0.00;0.00;0.00;1.24;18.17;18.17;18.17;0.49
-11.13;-3.40;0.00;0.00;0.00;0.49;0.00;0.00;1.67;0.00;0.00;1.67;0.00;10.02;0.00;1.67;0.00;0.00;0.00;0.00;0.00;0.00;0.93;17.89;17.89;17.89;0.69
-12.40;-3.30;0.00;0.00;0.00;0.33;0.00;0.00;2.05;0.00;0.00;2.05;0.00;10.25;0.00;2.05;0.00;0.00;0.00;0.00;0.00;0.00;0.80;17.42;17.42;17.42;0.70
-9.01;-3.04;0.00;0.00;0.00;0.35;0.00;0.00;1.11;0.00;0.00;1.11;0.00;9.29;0.00;1.11;0.00;0.00;0.00;0.00;0.00;0.00;0.72;16.85;16.85;16.85;0.64
-6.91;-2.90;0.00;0.00;0.00;0.48;0.00;0.00;0.61;0.00;0.00;0.61;0.00;8.32;0.00;0.61;0.00;0.00;0.00;0.00;0.00;0.00;0.63;16.54;16.54;16.54;0.57
-8.44;-2.85;0.00;0.00;0.00;0.24;0.00;0.00;0.98;0.00;0.00;0.98;0.00;9.01;0.00;0.98;0.00;0.00;0.00;0.00;0.00;0.00;0.50;16.37;16.37;16.37;0.62
-11.09;-2.92;0.00;0.00;0.00;0.16;0.00;0.00;1.76;0.00;0.00;1.76;0.00;9.53;0.00;1.76;0.00;0.00;0.00;0.00;0.00;0.00;0.44;16.10;16.10;16.10;0.65
