timeStep;demandHeat;demandElectricity;OelKessel;ElecBuy;ElecSell;HeatBuy;HeatSell;Cost;Price;
0.00;-2.80;-0.20;3.11;0.20;0.00;0.00;0.00;5.30;0.05
1.00;-2.00;-0.28;2.22;0.28;0.00;0.00;0.00;3.79;0.05
2.00;-0.80;-0.29;0.89;0.29;0.00;0.00;0.00;1.52;0.05
3.00;-3.60;-0.32;4.00;0.32;0.00;0.00;0.00;6.81;0.05
4.00;-3.20;-0.26;3.56;0.26;0.00;0.00;0.00;6.06;0.05
5.00;-2.00;-0.19;2.22;0.19;0.00;0.00;0.00;3.79;0.05
6.00;-0.80;-0.19;0.89;0.19;0.00;0.00;0.00;1.52;0.05
7.00;-3.60;-0.21;4.00;0.21;0.00;0.00;0.00;6.81;0.05
8.00;-2.80;-0.21;3.11;0.21;0.00;0.00;0.00;5.30;0.05
9.00;-3.20;-0.30;3.56;0.30;0.00;0.00;0.00;6.06;0.05
10.00;-0.80;-0.29;0.89;0.29;0.00;0.00;0.00;1.52;0.05
11.00;-3.20;-0.32;3.56;0.32;0.00;0.00;0.00;6.06;0.05
12.00;-3.20;-0.24;3.56;0.24;0.00;0.00;0.00;6.06;0.05
13.00;-3.20;-0.27;3.56;0.27;0.00;0.00;0.00;6.06;0.05
14.00;-0.80;-0.21;0.89;0.21;0.00;0.00;0.00;1.52;0.05
15.00;-3.60;-0.22;4.00;0.22;0.00;0.00;0.00;6.81;0.05
16.00;-3.60;-0.21;4.00;0.21;0.00;0.00;0.00;6.81;0.05
17.00;-3.20;-0.31;3.56;0.31;0.00;0.00;0.00;6.06;0.05
18.00;-0.80;-0.29;0.89;0.29;0.00;0.00;0.00;1.52;0.05
19.00;-2.80;-0.32;3.11;0.32;0.00;0.00;0.00;5.30;0.05
20.00;-3.20;-0.23;3.56;0.23;0.00;0.00;0.00;6.06;0.05
21.00;-2.80;-0.20;3.11;0.20;0.00;0.00;0.00;5.30;0.05
22.00;-0.80;-0.94;0.89;0.94;0.00;0.00;0.00;1.53;0.05
23.00;-4.00;-0.37;4.44;0.37;0.00;0.00;0.00;7.57;0.05
24.00;-5.20;-0.38;5.78;0.38;0.00;0.00;0.00;9.84;0.05
25.00;-3.60;-0.86;4.00;0.86;0.00;0.00;0.00;6.82;0.05
26.00;-0.80;-0.71;0.89;0.71;0.00;0.00;0.00;1.52;0.05
27.00;-3.60;-0.33;4.00;0.33;0.00;0.00;0.00;6.81;0.05
28.00;-3.60;-0.30;4.00;0.30;0.00;0.00;0.00;6.81;0.05
29.00;-5.60;-0.31;6.22;0.31;0.00;0.00;0.00;10.60;0.05
30.00;-0.80;-0.36;0.89;0.36;0.00;0.00;0.00;1.52;0.05
31.00;-2.00;-0.29;2.22;0.29;0.00;0.00;0.00;3.79;0.05
32.00;-2.00;-0.43;2.22;0.43;0.00;0.00;0.00;3.79;0.05
33.00;-1.60;-0.94;1.78;0.94;0.00;0.00;0.00;3.04;0.05
34.00;-0.80;-0.33;0.89;0.33;0.00;0.00;0.00;1.52;0.05
35.00;-2.40;-0.31;2.67;0.31;0.00;0.00;0.00;4.54;0.05
36.00;-2.80;-0.30;3.11;0.30;0.00;0.00;0.00;5.30;0.05
37.00;-1.60;-0.29;1.78;0.29;0.00;0.00;0.00;3.03;0.05
38.00;-0.80;-0.27;0.89;0.27;0.00;0.00;0.00;1.52;0.05
39.00;-2.00;-0.82;2.22;0.82;0.00;0.00;0.00;3.79;0.05
40.00;-2.40;-0.42;2.67;0.42;0.00;0.00;0.00;4.55;0.05
41.00;-2.00;-1.34;2.22;1.34;0.00;0.00;0.00;3.80;0.05
42.00;-0.80;-1.47;0.89;1.47;0.00;0.00;0.00;1.53;0.05
43.00;-2.40;-0.34;2.67;0.34;0.00;0.00;0.00;4.54;0.05
44.00;-5.20;-0.44;5.78;0.44;0.00;0.00;0.00;9.84;0.05
45.00;-0.40;-0.33;0.44;0.33;0.00;0.00;0.00;0.77;0.11
46.00;-2.00;-0.29;2.22;0.29;0.00;0.00;0.00;3.80;0.18
47.00;-3.20;-1.47;3.56;1.47;0.00;0.00;0.00;6.14;0.24
48.00;0.00;-2.04;0.00;2.04;0.00;0.00;0.00;0.15;0.30
49.00;-2.80;-0.94;3.11;0.94;0.00;0.00;0.00;5.37;0.30
50.00;-2.40;-0.33;2.67;0.33;0.00;0.00;0.00;4.56;0.30
51.00;-1.60;-0.30;1.78;0.30;0.00;0.00;0.00;3.05;0.30
52.00;-3.60;-0.34;4.00;0.34;0.00;0.00;0.00;6.84;0.30
53.00;-3.20;-0.39;3.56;0.39;0.00;0.00;0.00;6.08;0.30
54.00;-1.60;-0.35;1.78;0.35;0.00;0.00;0.00;3.05;0.30
55.00;-0.40;-0.35;0.44;0.35;0.00;0.00;0.00;0.78;0.30
56.00;-1.60;-0.46;1.78;0.46;0.00;0.00;0.00;3.06;0.30
57.00;-1.20;-0.54;1.33;0.54;0.00;0.00;0.00;2.31;0.30
58.00;-0.80;-0.52;0.89;0.52;0.00;0.00;0.00;1.55;0.30
59.00;-2.00;-0.41;2.22;0.41;0.00;0.00;0.00;3.81;0.30
60.00;-2.00;-0.42;2.22;0.42;0.00;0.00;0.00;3.81;0.30
61.00;-1.20;-0.24;1.33;0.24;0.00;0.00;0.00;2.29;0.30
62.00;-1.20;-0.27;1.33;0.27;0.00;0.00;0.00;2.29;0.30
63.00;-2.00;-0.33;2.22;0.33;0.00;0.00;0.00;3.81;0.30
64.00;-1.60;-0.60;1.78;0.60;0.00;0.00;0.00;3.07;0.30
65.00;-1.60;-0.36;1.78;0.36;0.00;0.00;0.00;3.05;0.30
66.00;-0.80;-0.50;0.89;0.50;0.00;0.00;0.00;1.55;0.30
67.00;-2.00;-0.37;2.22;0.37;0.00;0.00;0.00;3.81;0.30
68.00;-2.00;-0.28;2.22;0.28;0.00;0.00;0.00;3.80;0.30
69.00;-1.60;-0.41;1.78;0.41;0.00;0.00;0.00;3.06;0.30
70.00;-1.20;-0.44;1.33;0.44;0.00;0.00;0.00;2.30;0.30
71.00;-2.00;-0.42;2.22;0.42;0.00;0.00;0.00;3.81;0.30
72.00;-2.00;-0.39;2.22;0.39;0.00;0.00;0.00;3.81;0.30
73.00;-1.20;-0.39;1.33;0.39;0.00;0.00;0.00;2.30;0.30
74.00;-1.20;-0.39;1.33;0.39;0.00;0.00;0.00;2.30;0.30
75.00;-2.00;-0.46;2.22;0.46;0.00;0.00;0.00;3.82;0.30
76.00;-2.00;-2.72;2.22;2.72;0.00;0.00;0.00;3.99;0.30
77.00;-6.40;-1.50;7.11;1.50;0.00;0.00;0.00;12.22;0.30
78.00;-1.60;-0.95;1.78;0.95;0.00;0.00;0.00;3.10;0.30
79.00;-2.40;-1.17;2.67;1.17;0.00;0.00;0.00;4.63;0.30
80.00;-2.00;-1.16;2.22;1.16;0.00;0.00;0.00;3.87;0.30
81.00;-1.20;-1.18;1.33;1.18;0.00;0.00;0.00;2.36;0.30
