timeStep;demandHeat1;demandHeat2;demandHeat3;demandHeat4;demandHeat5;demandElectricity;OilBoiler1;Connection12_12;Connection12_21;Connection13_13;Connection13_31;Connection14_14;Connection14_41;Connection15_15;Connection15_51;PV2;GasBoiler2;Battery2Discharge;Battery2Charge;Connection23_23;Connection23_32;Connection24_24;Connection24_42;Connection25_25;Connection25_52;PV3;GasBoiler3;ThermalStorage3Discharge;ThermalStorage3Charge;HeatPump3;Connection34_34;Connection34_43;Connection35_35;Connection35_53;ThermalStorage4Discharge;ThermalStorage4Charge;CHP4;Connection45_45;Connection45_54;SolarThermic5;ThermalStorage5Discharge;ThermalStorage5Charge;CHP5;ElecBuy;ElecSell;Battery2SOC;ThermalStorage3SOC;ThermalStorage4SOC;ThermalStorage5SOC;Cost;positiveDemandHeat1;positiveDemandHeat2;positiveDemandHeat3;positiveDemandHeat4;positiveDemandHeat5;demandHeat;positiveDemandElectricity;plusOilBoiler1;plusConnection12_12;plusConnection12_21;plusConnection13_13;plusConnection13_31;plusConnection14_14;plusConnection14_41;plusConnection15_15;plusConnection15_51;plusPV2;plusGasBoiler2;plusBattery2Discharge;plusBattery2Charge;plusConnection23_23;plusConnection23_32;plusConnection24_24;plusConnection24_42;plusConnection25_25;plusConnection25_52;plusPV3;plusGasBoiler3;plusThermalStorage3Discharge;plusThermalStorage3Charge;plusHeatPump3;plusConnection34_34;plusConnection34_43;plusConnection35_35;plusConnection35_53;plusThermalStorage4Discharge;plusThermalStorage4Charge;plusCHP4;plusConnection45_45;plusConnection45_54;plusSolarThermic5;plusThermalStorage5Discharge;plusThermalStorage5Charge;plusCHP5;plusElecBuy;plusElecSell
130.00;-0.80;-1.03;-22.82;-11.97;-15.28;-16.41;0.00;0.00;0.00;0.00;0.00;0.00;0.81;0.00;0.00;0.22;0.00;0.00;0.11;0.00;0.00;0.00;1.06;0.00;0.00;1.80;0.00;0.00;0.00;4.62;0.00;11.66;0.00;0.00;0.00;0.00;65.91;14.71;0.00;0.90;0.00;0.00;0.00;0.00;0.00;0.45;0.00;0.00;0.00;1.13;0.80;1.03;22.82;11.97;15.28;51.90;16.41;0.00;0.00;0.00;0.00;0.00;0.00;0.80;0.00;0.00;0.22;0.00;0.00;0.10;0.00;0.00;0.00;1.03;0.00;0.00;1.80;0.00;0.00;0.00;11.55;0.00;11.26;0.00;0.00;0.00;0.00;40.21;14.38;0.00;0.90;0.00;0.00;0.00;0.00;-0.00
131.00;-2.40;-1.03;-22.59;-11.52;-15.05;-17.20;0.00;0.00;0.00;0.00;0.00;0.00;2.42;0.00;0.00;0.18;0.00;0.00;0.11;0.00;0.00;0.00;1.06;0.00;0.00;1.45;0.00;0.00;0.00;4.27;0.00;12.33;0.00;0.00;0.00;0.00;68.81;14.65;0.00;0.73;0.00;0.00;0.00;0.00;0.00;0.47;0.00;0.00;0.00;1.18;2.40;1.03;22.59;11.52;15.05;52.59;17.20;0.00;0.00;0.00;0.00;0.00;0.00;2.40;0.00;0.00;0.18;0.00;0.00;0.11;0.00;0.00;0.00;1.03;0.00;0.00;1.45;0.00;0.00;0.00;10.68;0.00;11.91;0.00;0.00;0.00;0.00;41.97;14.32;0.00;0.73;0.00;0.00;0.00;0.00;-0.00
132.00;-2.80;-0.52;-16.78;-8.39;-11.13;-17.41;0.00;0.00;0.00;0.00;0.00;0.00;2.82;0.00;0.00;0.20;0.00;0.00;0.12;0.00;0.00;0.00;0.53;0.00;0.00;1.57;0.00;0.00;0.00;1.39;0.00;13.78;0.00;0.00;0.00;0.00;59.19;10.59;0.00;0.78;0.00;0.00;0.00;0.00;0.00;0.50;0.00;0.00;0.00;1.01;2.80;0.52;16.78;8.39;11.13;39.62;17.41;0.00;0.00;0.00;0.00;0.00;0.00;2.80;0.00;0.00;0.20;0.00;0.00;0.12;0.00;0.00;0.00;0.52;0.00;0.00;1.57;0.00;0.00;0.00;3.48;0.00;13.31;0.00;0.00;0.00;0.00;36.10;10.35;0.00;0.78;0.00;0.00;0.00;0.00;-0.00
133.00;-1.60;-1.29;-10.70;-8.52;-7.89;-17.66;0.00;0.00;0.00;0.00;0.00;0.00;1.61;0.00;0.00;0.25;0.00;1.35;0.00;0.00;0.00;0.00;1.32;0.00;0.00;2.00;0.00;0.00;0.00;0.00;0.00;11.08;0.00;0.00;0.00;0.00;48.49;7.05;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.53;0.00;0.00;0.00;0.83;1.60;1.29;10.70;8.52;7.89;30.00;17.66;0.00;0.00;0.00;0.00;0.00;0.00;1.60;0.00;0.00;0.25;0.00;1.32;0.00;0.00;0.00;0.00;1.29;0.00;0.00;2.00;0.00;0.00;0.00;0.00;0.00;10.70;0.00;0.00;0.00;0.00;29.58;6.89;0.00;1.00;0.00;0.00;0.00;0.00;-0.00
134.00;-0.80;-1.03;-17.72;-11.80;-12.49;-17.55;0.00;0.00;0.00;0.00;0.00;0.00;0.81;0.00;0.00;0.32;0.00;0.00;0.08;0.00;0.00;0.00;1.06;0.00;0.00;2.53;0.00;0.00;0.00;2.64;0.00;11.51;0.00;0.00;0.00;0.00;60.09;11.48;0.00;1.27;0.00;0.00;0.00;0.00;0.00;0.19;0.00;0.00;0.00;1.03;0.80;1.03;17.72;11.80;12.49;43.85;17.55;0.00;0.00;0.00;0.00;0.00;0.00;0.80;0.00;0.00;0.32;0.00;0.00;0.08;0.00;0.00;0.00;1.03;0.00;0.00;2.53;0.00;0.00;0.00;6.61;0.00;11.12;0.00;0.00;0.00;0.00;36.66;11.23;0.00;1.27;0.00;0.00;0.00;0.00;-0.00
135.00;-2.00;-1.03;-21.35;-12.39;-14.59;-19.11;0.00;0.00;0.00;0.00;0.00;0.00;2.02;0.00;0.00;0.35;0.00;0.00;0.08;0.00;0.00;0.00;1.06;0.00;0.00;2.81;0.00;0.00;0.00;3.69;0.00;12.54;0.00;0.00;0.00;0.00;68.03;13.49;0.00;1.40;0.00;0.00;0.00;0.00;0.00;0.21;0.00;0.00;0.00;1.17;2.00;1.03;21.35;12.39;14.59;51.37;19.11;0.00;0.00;0.00;0.00;0.00;0.00;2.00;0.00;0.00;0.35;0.00;0.00;0.08;0.00;0.00;0.00;1.03;0.00;0.00;2.81;0.00;0.00;0.00;9.24;0.00;12.11;0.00;0.00;0.00;0.00;41.50;13.19;0.00;1.40;0.00;0.00;0.00;0.00;-0.00
136.00;-2.40;-0.77;-9.68;-13.79;-8.66;-17.26;0.00;0.00;0.00;0.00;0.00;0.00;2.42;0.00;0.00;0.34;0.00;0.00;0.07;0.00;0.00;0.00;0.79;0.00;0.00;2.75;0.00;0.00;0.00;0.96;0.00;7.52;0.00;0.00;0.00;0.00;52.41;7.45;0.00;1.37;0.00;0.00;0.00;0.00;0.00;0.23;0.00;0.00;0.00;0.90;2.40;0.77;9.68;13.79;8.66;35.30;17.26;0.00;0.00;0.00;0.00;0.00;0.00;2.40;0.00;0.00;0.34;0.00;0.00;0.06;0.00;0.00;0.00;0.77;0.00;0.00;2.75;0.00;0.00;0.00;2.41;0.00;7.26;0.00;0.00;0.00;0.00;31.97;7.28;0.00;1.37;0.00;0.00;0.00;0.00;-0.00
137.00;-2.00;-1.03;-16.72;-12.20;-12.06;-18.47;0.00;0.00;0.00;0.00;0.00;0.00;2.02;0.00;0.00;0.36;0.00;0.00;0.07;0.00;0.00;0.00;1.06;0.00;0.00;2.89;0.00;0.00;0.00;2.40;0.00;11.09;0.00;0.00;0.00;0.00;61.02;10.85;0.00;1.44;0.00;0.00;0.00;0.00;0.00;0.24;0.00;0.00;0.00;1.05;2.00;1.03;16.72;12.20;12.06;44.01;18.47;0.00;0.00;0.00;0.00;0.00;0.00;2.00;0.00;0.00;0.36;0.00;0.00;0.06;0.00;0.00;0.00;1.03;0.00;0.00;2.89;0.00;0.00;0.00;6.01;0.00;10.71;0.00;0.00;0.00;0.00;37.22;10.61;0.00;1.44;0.00;0.00;0.00;0.00;-0.00
138.00;-0.80;-2.06;-25.16;-9.15;-15.83;-17.48;0.00;0.00;0.00;0.00;0.00;0.00;0.81;0.00;0.00;0.30;0.00;0.00;0.07;0.00;0.00;0.00;2.11;0.00;0.00;2.37;0.00;0.00;0.00;4.64;0.00;14.03;0.00;0.00;0.00;0.00;67.34;14.99;0.00;1.18;0.00;0.00;0.00;0.00;0.00;0.26;0.00;0.00;0.00;1.15;0.80;2.06;25.16;9.15;15.83;53.00;17.48;0.00;0.00;0.00;0.00;0.00;0.00;0.80;0.00;0.00;0.30;0.00;0.00;0.07;0.00;0.00;0.00;2.06;0.00;0.00;2.37;0.00;0.00;0.00;11.61;0.00;13.55;0.00;0.00;0.00;0.00;41.08;14.65;0.00;1.18;0.00;0.00;0.00;0.00;-0.00
139.00;-2.40;0.00;-21.79;-10.73;-14.42;-13.59;0.00;0.00;0.00;0.00;0.00;0.00;2.42;0.00;0.00;0.31;0.00;0.00;0.06;0.00;0.00;0.00;0.00;0.00;0.00;2.46;0.00;0.00;0.00;5.61;0.00;8.05;0.00;0.00;0.00;0.00;56.87;13.49;0.00;1.23;0.00;0.00;0.00;0.00;0.00;0.28;0.00;0.00;0.00;0.97;2.40;-0.00;21.79;10.73;14.42;49.33;13.59;0.00;0.00;0.00;0.00;0.00;0.00;2.40;0.00;0.00;0.31;0.00;0.00;0.06;0.00;0.00;0.00;0.00;0.00;0.00;2.46;0.00;0.00;0.00;14.01;0.00;7.78;0.00;0.00;0.00;0.00;34.69;13.19;0.00;1.23;0.00;0.00;0.00;0.00;-0.00
140.00;-5.20;-1.29;-13.45;-14.01;-10.75;-15.20;0.00;0.00;0.00;0.00;0.00;0.00;5.24;0.00;0.00;0.29;0.00;0.00;0.06;0.00;0.00;0.00;1.32;0.00;0.00;2.32;0.00;0.00;0.00;3.77;0.00;4.16;0.00;0.00;0.00;0.00;56.62;9.80;0.00;1.16;0.00;0.00;0.00;0.00;0.00;0.29;0.00;0.00;0.00;0.97;5.20;1.29;13.45;14.01;10.75;44.70;15.20;0.00;0.00;0.00;0.00;0.00;0.00;5.20;0.00;0.00;0.29;0.00;0.00;0.06;0.00;0.00;0.00;1.29;0.00;0.00;2.32;0.00;0.00;0.00;9.43;0.00;4.02;0.00;0.00;0.00;0.00;34.54;9.59;0.00;1.16;0.00;0.00;0.00;0.00;-0.00
141.00;-0.40;-0.77;-9.39;-18.54;-9.69;-18.04;0.00;0.00;0.00;0.00;0.00;0.00;0.40;0.00;0.00;0.37;0.00;0.00;0.06;0.00;0.00;0.00;0.79;0.00;0.00;2.99;0.00;0.00;0.00;1.46;0.00;5.93;0.00;0.00;0.00;0.00;55.83;8.38;0.00;1.50;0.00;0.00;0.00;0.00;0.00;0.30;0.00;0.00;0.00;0.96;0.40;0.77;9.39;18.54;9.69;38.81;18.04;0.00;0.00;0.00;0.00;0.00;0.00;0.40;0.00;0.00;0.37;0.00;0.00;0.06;0.00;0.00;0.00;0.77;0.00;0.00;2.99;0.00;0.00;0.00;3.66;0.00;5.73;0.00;0.00;0.00;0.00;34.06;8.20;0.00;1.50;0.00;0.00;0.00;0.00;-0.00
142.00;-2.00;-0.26;-19.28;-14.15;-13.92;-19.90;0.00;0.00;0.00;0.00;0.00;0.00;2.02;0.00;0.00;0.56;0.00;0.00;0.07;0.00;0.00;0.00;0.26;0.00;0.00;4.46;0.00;0.00;0.00;3.60;0.00;10.64;0.00;0.00;0.00;0.00;63.98;11.96;0.00;2.23;0.00;0.00;0.00;0.00;0.00;0.32;0.00;0.00;0.00;1.10;2.00;0.26;19.28;14.15;13.92;49.61;19.90;0.00;0.00;0.00;0.00;0.00;0.00;2.00;0.00;0.00;0.56;0.00;0.00;0.06;0.00;0.00;0.00;0.26;0.00;0.00;4.46;0.00;0.00;0.00;9.00;0.00;10.27;0.00;0.00;0.00;0.00;39.03;11.69;0.00;2.23;0.00;0.00;0.00;0.00;-0.00
143.00;-3.20;-1.29;-19.84;-10.04;-13.20;-18.95;0.00;0.00;0.00;0.00;0.00;0.00;3.22;0.00;0.00;0.54;0.00;0.00;0.06;0.00;0.00;0.00;1.32;0.00;0.00;4.35;0.00;0.00;0.00;3.56;0.00;11.33;0.00;0.00;0.00;0.00;60.97;11.27;0.00;2.17;0.00;0.00;0.00;0.00;0.00;0.34;0.00;0.00;0.00;1.04;3.20;1.29;19.84;10.04;13.20;47.57;18.95;0.00;0.00;0.00;0.00;0.00;0.00;3.20;0.00;0.00;0.54;0.00;0.00;0.06;0.00;0.00;0.00;1.29;0.00;0.00;4.35;0.00;0.00;0.00;8.90;0.00;10.95;0.00;0.00;0.00;0.00;37.19;11.02;0.00;2.17;0.00;0.00;0.00;0.00;-0.00
144.00;0.00;-2.06;-16.39;-9.74;-11.26;-17.12;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.68;0.00;0.00;0.06;0.00;0.00;0.00;2.11;0.00;0.00;5.42;0.00;0.00;0.00;3.04;0.00;9.11;0.00;0.00;0.00;0.00;48.70;8.75;0.00;2.71;0.00;0.00;0.00;0.00;0.00;0.35;0.00;0.00;0.00;0.83;-0.00;2.06;16.39;9.74;11.26;39.45;17.12;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.68;0.00;0.00;0.06;0.00;0.00;0.00;2.06;0.00;0.00;5.42;0.00;0.00;0.00;7.59;0.00;8.80;0.00;0.00;0.00;0.00;29.71;8.55;0.00;2.71;0.00;0.00;0.00;0.00;-0.00
145.00;-2.80;-0.52;-28.89;-8.15;-17.59;-16.25;0.00;0.00;0.00;0.00;0.00;0.00;2.82;0.00;0.00;0.56;0.00;0.00;0.08;0.00;0.00;0.00;0.53;0.00;0.00;4.50;0.00;0.00;0.00;7.12;0.00;11.48;0.00;0.00;0.00;0.00;63.39;15.69;0.00;2.25;0.00;0.00;0.00;0.00;0.00;0.37;0.00;0.00;0.00;1.09;2.80;0.52;28.89;8.15;17.59;57.95;16.25;0.00;0.00;0.00;0.00;0.00;0.00;2.80;0.00;0.00;0.56;0.00;0.00;0.08;0.00;0.00;0.00;0.52;0.00;0.00;4.50;0.00;0.00;0.00;17.81;0.00;11.09;0.00;0.00;0.00;0.00;38.67;15.34;0.00;2.25;0.00;0.00;0.00;0.00;-0.00
146.00;-2.40;-2.32;-35.14;-7.94;-20.91;-19.16;0.00;0.00;0.00;0.00;0.00;0.00;2.42;0.00;0.00;0.51;0.00;0.00;0.00;0.00;0.00;0.00;2.37;0.00;0.00;4.10;0.00;0.00;0.00;8.01;0.00;15.64;0.00;0.00;0.00;0.00;70.49;14.63;0.00;2.05;0.00;0.00;7.59;0.00;0.00;0.39;0.00;0.00;0.00;1.34;2.40;2.32;35.14;7.94;20.91;68.71;19.16;0.00;0.00;0.00;0.00;0.00;0.00;2.40;0.00;0.00;0.51;0.00;0.00;0.00;0.00;0.00;0.00;2.32;0.00;0.00;4.10;0.00;0.00;0.00;20.04;0.00;15.11;0.00;0.00;0.00;0.00;43.00;14.30;0.00;2.05;0.00;0.00;4.56;0.00;-0.00
147.00;-1.60;0.00;-19.21;-8.67;-12.51;-20.22;0.00;0.00;0.00;0.00;0.00;0.00;1.61;0.00;0.00;0.51;0.00;0.00;0.07;0.00;0.00;0.00;0.00;0.00;0.00;4.09;0.00;0.00;0.00;1.67;0.00;15.56;0.00;0.00;0.00;0.00;59.90;10.71;0.00;2.04;0.00;0.00;0.00;0.00;0.00;0.39;0.00;0.00;0.00;1.03;1.60;-0.00;19.21;8.67;12.51;41.99;20.22;0.00;0.00;0.00;0.00;0.00;0.00;1.60;0.00;0.00;0.51;0.00;0.00;0.07;0.00;0.00;0.00;0.00;0.00;0.00;4.09;0.00;0.00;0.00;4.19;0.00;15.02;0.00;0.00;0.00;0.00;36.54;10.47;0.00;2.04;0.00;0.00;0.00;0.00;-0.00
148.00;-3.60;0.00;-10.56;-9.23;-8.00;-21.93;0.00;0.00;0.00;0.00;0.00;0.00;3.63;0.00;0.00;0.73;0.00;1.58;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.84;0.00;0.00;0.00;0.00;0.00;10.94;0.00;0.00;0.00;0.00;47.52;5.19;0.00;2.92;0.00;0.00;0.00;0.00;0.00;0.40;0.00;0.00;0.00;0.81;3.60;-0.00;10.56;9.23;8.00;31.39;21.93;0.00;0.00;0.00;0.00;0.00;0.00;3.60;0.00;0.00;0.73;0.00;1.55;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.84;0.00;0.00;0.00;0.00;0.00;10.56;0.00;0.00;0.00;0.00;28.99;5.08;0.00;2.92;0.00;0.00;0.00;0.00;-0.00
149.00;-3.20;-2.58;-11.72;-9.14;-8.60;-19.32;0.00;0.00;0.00;0.00;0.00;0.00;3.22;0.00;0.00;0.73;0.00;0.00;0.00;0.00;0.00;0.00;2.64;0.00;0.00;5.87;0.00;0.00;0.00;1.32;0.00;8.72;0.00;0.00;0.00;0.00;48.40;5.79;0.00;2.93;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.83;3.20;2.58;11.72;9.14;8.60;35.24;19.32;0.00;0.00;0.00;0.00;0.00;0.00;3.20;0.00;0.00;0.73;0.00;0.00;0.00;0.00;0.00;0.00;2.58;0.00;0.00;5.87;0.00;0.00;0.00;3.29;0.00;8.43;0.00;0.00;0.00;0.00;29.52;5.66;0.00;2.93;0.00;0.00;0.00;0.00;-0.00
150.00;-1.60;-1.29;-11.85;-9.54;-8.77;-19.06;0.00;0.00;0.00;0.00;0.00;0.00;1.61;0.00;0.00;0.70;0.00;0.00;0.00;0.00;0.00;0.00;1.32;0.00;0.00;5.63;0.00;0.00;0.00;0.87;0.00;10.03;0.00;0.00;0.00;0.00;46.87;6.09;0.00;2.81;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.80;1.60;1.29;11.85;9.54;8.77;33.05;19.06;0.00;0.00;0.00;0.00;0.00;0.00;1.60;0.00;0.00;0.70;0.00;0.00;0.00;0.00;0.00;0.00;1.29;0.00;0.00;5.63;0.00;0.00;0.00;2.17;0.00;9.68;0.00;0.00;0.00;0.00;28.59;5.95;0.00;2.81;0.00;0.00;0.00;0.00;-0.00
151.00;-0.40;-1.03;-24.72;-8.97;-15.55;-20.86;0.00;0.00;0.00;0.00;0.00;0.00;0.40;0.00;0.00;0.91;0.00;0.00;0.00;0.00;0.00;0.00;1.06;0.00;0.00;7.30;0.00;0.00;0.00;4.60;0.00;13.68;0.00;0.00;0.00;0.00;59.49;12.18;0.00;3.65;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.02;0.40;1.03;24.72;8.97;15.55;50.67;20.86;0.00;0.00;0.00;0.00;0.00;0.00;0.40;0.00;0.00;0.91;0.00;0.00;0.00;0.00;0.00;0.00;1.03;0.00;0.00;7.30;0.00;0.00;0.00;11.50;0.00;13.22;0.00;0.00;0.00;0.00;36.29;11.90;0.00;3.65;0.00;0.00;0.00;0.00;-0.00
152.00;-1.60;-0.77;-30.64;-19.39;-21.35;-19.16;0.00;0.00;0.00;0.00;0.00;0.00;1.61;0.00;0.00;1.36;0.00;0.00;3.93;0.00;0.00;0.00;0.79;0.00;0.00;10.87;0.00;0.00;0.00;10.00;0.00;5.84;0.00;0.00;0.00;0.00;70.49;15.37;0.00;5.44;0.00;0.00;1.48;0.00;0.00;0.00;0.00;0.00;0.00;1.23;1.60;0.77;30.64;19.39;21.35;73.75;19.16;0.00;0.00;0.00;0.00;0.00;0.00;1.60;0.00;0.00;1.36;0.00;0.00;3.85;0.00;0.00;0.00;0.77;0.00;0.00;10.87;0.00;0.00;0.00;25.00;0.00;5.64;0.00;0.00;0.00;0.00;43.00;15.02;0.00;5.44;0.00;0.00;0.89;0.00;-0.00
153.00;-1.20;-1.03;-20.46;-29.85;-18.48;-16.15;0.00;0.00;0.00;0.00;0.00;0.00;1.21;0.00;0.00;1.43;0.00;0.00;6.01;0.00;1.04;0.00;0.00;0.00;0.00;11.42;0.00;0.00;0.00;10.00;0.00;0.00;3.50;0.00;0.00;0.00;66.57;9.55;0.00;5.71;0.00;0.00;0.00;0.00;0.00;0.96;0.00;0.00;0.00;1.14;1.20;1.03;20.46;29.85;18.48;71.02;16.15;0.00;0.00;0.00;0.00;0.00;0.00;1.20;0.00;0.00;1.43;0.00;0.00;5.89;0.00;1.03;0.00;0.00;0.00;0.00;11.42;0.00;0.00;0.00;25.00;0.00;0.00;3.43;0.00;0.00;0.00;40.61;9.33;0.00;5.71;0.00;0.00;0.00;0.00;-0.00
154.00;-0.80;0.00;-14.90;-22.19;-13.57;-16.42;0.00;0.00;0.00;0.00;0.38;0.00;0.44;0.00;0.00;1.66;0.00;0.00;0.37;0.00;0.00;0.00;0.00;0.00;0.00;13.30;0.00;0.00;0.00;8.93;0.00;0.00;7.04;0.00;0.00;0.00;37.09;0.00;0.00;6.65;0.00;0.00;0.00;0.00;0.00;2.44;0.00;0.00;0.00;0.64;0.80;-0.00;14.90;22.19;13.57;51.46;16.42;0.00;0.00;0.00;0.00;0.36;0.00;0.43;0.00;0.00;1.66;0.00;0.00;0.36;0.00;0.00;0.00;0.00;0.00;0.00;13.30;0.00;0.00;0.00;22.32;0.00;0.00;6.92;0.00;0.00;0.00;22.63;0.00;0.00;6.65;0.00;0.00;0.00;0.00;-0.00
155.00;-2.00;-1.29;-12.87;-17.53;-11.31;-16.97;0.00;0.00;0.00;0.00;1.63;0.00;0.42;0.00;0.00;1.99;0.00;0.00;1.80;0.00;1.31;0.00;0.00;0.00;0.00;15.93;0.00;0.00;0.00;7.69;0.00;0.00;3.41;0.00;0.00;0.00;29.43;0.00;0.00;7.97;0.00;0.00;0.00;0.00;0.00;2.53;0.00;0.00;0.00;0.50;2.00;1.29;12.87;17.53;11.31;45.01;16.97;0.00;0.00;0.00;0.00;1.58;0.00;0.42;0.00;0.00;1.99;0.00;0.00;1.76;0.00;1.29;0.00;0.00;0.00;0.00;15.93;0.00;0.00;0.00;19.22;0.00;0.00;3.35;0.00;0.00;0.00;17.95;0.00;0.00;7.97;0.00;0.00;0.00;0.00;-0.00
156.00;-2.00;-1.03;-10.91;-16.40;-9.97;-13.73;0.00;0.00;0.00;0.00;1.82;0.00;0.24;0.00;0.00;2.16;0.00;0.00;7.60;0.00;1.04;0.00;0.00;0.00;0.00;17.30;0.00;0.00;0.00;6.05;0.00;0.00;1.35;0.00;0.00;0.00;27.28;0.00;0.00;8.65;0.00;0.00;0.00;0.00;0.00;2.97;0.00;0.00;0.00;0.47;2.00;1.03;10.91;16.40;9.97;40.31;13.73;0.00;0.00;0.00;0.00;1.76;0.00;0.24;0.00;0.00;2.16;0.00;0.00;7.45;0.00;1.03;0.00;0.00;0.00;0.00;17.30;0.00;0.00;0.00;15.12;0.00;0.00;1.32;0.00;0.00;0.00;16.64;0.00;0.00;8.65;0.00;0.00;0.00;0.00;-0.00
157.00;-1.20;-1.03;-11.55;-12.60;-9.37;-12.80;0.00;0.00;0.00;0.00;1.02;0.00;0.21;0.00;0.00;2.26;0.00;0.00;8.10;0.00;1.04;0.00;0.00;0.00;0.00;18.11;0.00;0.00;0.00;5.57;0.00;0.00;0.32;0.00;0.00;0.00;21.00;0.00;0.00;9.06;0.00;0.00;0.00;0.00;0.00;4.83;0.00;0.00;0.00;0.36;1.20;1.03;11.55;12.60;9.37;35.75;12.80;0.00;0.00;0.00;0.00;0.99;0.00;0.21;0.00;0.00;2.26;0.00;0.00;7.94;0.00;1.03;0.00;0.00;0.00;0.00;18.11;0.00;0.00;0.00;13.93;0.00;0.00;0.31;0.00;0.00;0.00;12.81;0.00;0.00;9.06;0.00;0.00;0.00;0.00;-0.00
158.00;-1.20;-0.52;-23.82;-18.98;-17.57;-16.75;0.00;0.00;0.00;0.00;0.00;0.00;1.21;0.00;0.00;2.01;0.00;0.00;5.29;0.00;0.52;0.00;0.00;0.00;0.00;16.12;0.00;0.00;0.00;10.00;0.00;0.00;0.66;0.00;0.00;0.00;47.97;9.07;0.00;8.06;0.00;0.00;0.00;0.00;0.00;6.81;0.00;0.00;0.00;0.82;1.20;0.52;23.82;18.98;17.57;62.09;16.75;0.00;0.00;0.00;0.00;0.00;0.00;1.20;0.00;0.00;2.01;0.00;0.00;5.19;0.00;0.52;0.00;0.00;0.00;0.00;16.12;0.00;0.00;0.00;25.00;0.00;0.00;0.64;0.00;0.00;0.00;29.26;8.87;0.00;8.06;0.00;0.00;0.00;0.00;-0.00
159.00;-2.00;-1.03;-27.12;-18.17;-19.14;-16.16;0.00;0.00;0.00;0.00;0.00;0.00;2.02;0.00;0.00;3.30;0.00;0.00;9.00;0.00;0.00;0.00;1.06;0.00;0.00;26.43;0.00;0.00;0.00;10.00;0.00;2.19;0.00;0.00;0.00;0.00;48.35;6.06;0.00;13.22;0.00;0.00;0.00;0.00;8.60;8.11;0.00;0.00;0.00;0.56;2.00;1.03;27.12;18.17;19.14;67.46;16.16;0.00;0.00;0.00;0.00;0.00;0.00;2.00;0.00;0.00;3.30;0.00;0.00;8.82;0.00;0.00;0.00;1.03;0.00;0.00;26.43;0.00;0.00;0.00;25.00;0.00;2.12;0.00;0.00;0.00;0.00;29.50;5.93;0.00;13.22;0.00;0.00;0.00;0.00;-8.60
160.00;-1.60;-1.03;-17.27;-11.88;-12.27;-14.51;0.00;0.00;0.00;0.00;1.24;0.00;0.40;0.00;0.00;2.67;0.00;0.00;6.88;0.00;1.05;0.00;0.00;0.00;0.00;21.35;0.00;0.00;0.00;8.47;0.00;0.00;1.62;0.00;0.00;0.00;20.12;0.00;0.00;10.68;0.00;0.00;0.00;0.00;0.00;10.32;0.00;0.00;0.00;0.34;1.60;1.03;17.27;11.88;12.27;44.04;14.51;0.00;0.00;0.00;0.00;1.20;0.00;0.40;0.00;0.00;2.67;0.00;0.00;6.74;0.00;1.03;0.00;0.00;0.00;0.00;21.35;0.00;0.00;0.00;21.17;0.00;0.00;1.59;0.00;0.00;0.00;12.28;0.00;0.00;10.68;0.00;0.00;0.00;0.00;-0.00
161.00;-1.60;-0.26;-12.23;-16.50;-10.71;-17.69;0.00;0.00;0.00;0.00;0.00;0.00;1.61;0.00;0.00;1.61;0.00;0.00;0.00;0.00;0.26;0.00;0.00;0.00;0.00;12.88;0.00;0.00;0.00;6.13;0.00;0.00;2.84;0.00;0.00;0.00;32.17;1.51;0.00;6.44;0.00;0.00;0.00;0.00;0.00;12.00;0.00;0.00;0.00;0.55;1.60;0.26;12.23;16.50;10.71;41.30;17.69;0.00;0.00;0.00;0.00;0.00;0.00;1.60;0.00;0.00;1.61;0.00;0.00;0.00;0.00;0.26;0.00;0.00;0.00;0.00;12.88;0.00;0.00;0.00;15.34;0.00;0.00;2.79;0.00;0.00;0.00;19.63;1.48;0.00;6.44;0.00;0.00;0.00;0.00;-0.00
162.00;-0.80;-1.29;-12.78;-18.87;-11.60;-18.50;0.00;0.00;0.00;0.00;0.00;0.00;0.81;0.00;0.00;0.97;0.00;0.00;0.00;0.00;0.00;0.00;1.32;0.00;0.00;7.79;0.00;0.00;0.00;4.61;0.00;1.30;0.00;0.00;0.00;0.00;49.47;7.88;0.00;3.89;0.00;0.00;0.00;0.00;0.00;12.00;0.00;0.00;0.00;0.85;0.80;1.29;12.78;18.87;11.60;45.34;18.50;0.00;0.00;0.00;0.00;0.00;0.00;0.80;0.00;0.00;0.97;0.00;0.00;0.00;0.00;0.00;0.00;1.29;0.00;0.00;7.79;0.00;0.00;0.00;11.52;0.00;1.25;0.00;0.00;0.00;0.00;30.18;7.71;0.00;3.89;0.00;0.00;0.00;0.00;-0.00
