timeStep;demandHeat;demandElectricity;PV2;GasBoiler2;Battery2Discharge;Battery2Charge;ElecBuy;ElecSell;Battery2SOC;Cost;Price;positiveDemandHeat;positiveDemandHeatTotal;positiveDemandElectricity;plusPV2;plusGasBoiler2;plusBattery2Discharge;plusBattery2Charge;plusElecBuy;plusElecSell
479.00;-0.26;-0.68;0.00;0.26;0.00;0.00;0.68;0.00;0.00;0.05;0.25;0.26;0.26;0.68;0.00;0.26;0.00;0.00;0.68;-0.00
480.00;-0.52;-0.56;0.00;0.53;0.00;0.00;0.56;0.00;0.00;0.04;0.25;0.52;0.52;0.56;0.00;0.52;0.00;0.00;0.56;-0.00
481.00;-1.29;-0.38;0.00;1.32;0.00;0.00;0.38;0.00;0.00;0.04;0.25;1.29;1.29;0.38;0.00;1.29;0.00;0.00;0.38;-0.00
482.00;-0.77;-0.37;0.00;0.79;0.00;0.00;0.37;0.00;0.00;0.03;0.25;0.77;0.77;0.37;0.00;0.77;0.00;0.00;0.37;-0.00
483.00;-0.52;-0.38;0.00;0.53;0.00;0.00;0.38;0.00;0.00;0.03;0.25;0.52;0.52;0.38;0.00;0.52;0.00;0.00;0.38;-0.00
484.00;-1.03;-0.39;0.00;1.05;0.00;0.00;0.39;0.00;0.00;0.04;0.25;1.03;1.03;0.39;0.00;1.03;0.00;0.00;0.39;-0.00
485.00;-1.03;-0.41;0.00;1.05;0.00;0.00;0.41;0.00;0.00;0.04;0.25;1.03;1.03;0.41;0.00;1.03;0.00;0.00;0.41;-0.00
486.00;-0.77;-0.38;0.00;0.79;0.00;0.00;0.38;0.00;0.00;0.04;0.25;0.77;0.77;0.38;0.00;0.77;0.00;0.00;0.38;-0.00
487.00;-0.77;-0.40;0.00;0.79;0.00;0.00;0.40;0.00;0.00;0.04;0.25;0.77;0.77;0.40;0.00;0.77;0.00;0.00;0.40;-0.00
488.00;-1.29;-0.37;0.00;1.32;0.00;0.00;0.37;0.00;0.00;0.04;0.25;1.29;1.29;0.37;0.00;1.29;0.00;0.00;0.37;-0.00
489.00;-0.52;-0.37;0.00;0.53;0.00;0.00;0.37;0.00;0.00;0.03;0.25;0.52;0.52;0.37;0.00;0.52;0.00;0.00;0.37;-0.00
490.00;-1.03;-0.40;0.00;1.05;0.00;0.00;0.40;0.00;0.00;0.04;0.25;1.03;1.03;0.40;0.00;1.03;0.00;0.00;0.40;-0.00
491.00;-1.03;-0.37;0.00;1.05;0.00;0.00;0.37;0.00;0.00;0.04;0.25;1.03;1.03;0.37;0.00;1.03;0.00;0.00;0.37;-0.00
492.00;-0.77;-0.37;0.00;0.79;0.00;0.00;0.37;0.00;0.00;0.03;0.25;0.77;0.77;0.37;0.00;0.77;0.00;0.00;0.37;-0.00
493.00;-1.03;-0.39;0.00;1.05;0.00;0.00;0.39;0.00;0.00;0.04;0.25;1.03;1.03;0.39;0.00;1.03;0.00;0.00;0.39;-0.00
494.00;-1.03;-0.38;0.00;1.05;0.00;0.00;0.38;0.00;0.00;0.04;0.25;1.03;1.03;0.38;0.00;1.03;0.00;0.00;0.38;-0.00
495.00;-1.29;-0.38;0.00;1.32;0.00;0.00;0.38;0.00;0.00;0.04;0.25;1.29;1.29;0.38;0.00;1.29;0.00;0.00;0.38;-0.00
496.00;-0.26;-0.38;0.00;0.26;0.00;0.00;0.38;0.00;0.00;0.03;0.25;0.26;0.26;0.38;0.00;0.26;0.00;0.00;0.38;-0.00
497.00;-1.55;-0.40;0.00;1.58;0.00;0.00;0.40;0.00;0.00;0.05;0.25;1.55;1.55;0.40;0.00;1.55;0.00;0.00;0.40;-0.00
498.00;-1.55;-0.38;0.00;1.58;0.00;0.00;0.38;0.00;0.00;0.05;0.25;1.55;1.55;0.38;0.00;1.55;0.00;0.00;0.38;-0.00
499.00;-1.03;-0.38;0.00;1.05;0.00;0.00;0.38;0.00;0.00;0.04;0.25;1.03;1.03;0.38;0.00;1.03;0.00;0.00;0.38;-0.00
500.00;-3.61;-0.50;0.00;3.68;0.00;0.00;0.50;0.00;0.00;0.09;0.25;3.61;3.61;0.50;0.00;3.61;0.00;0.00;0.50;-0.00
501.00;-4.12;-1.67;0.00;4.21;0.00;0.00;1.67;0.00;0.00;0.17;0.25;4.12;4.12;1.67;0.00;4.12;0.00;0.00;1.67;-0.00
502.00;-0.26;-0.73;0.00;0.26;0.00;0.00;0.73;0.00;0.00;0.05;0.25;0.26;0.26;0.73;0.00;0.26;0.00;0.00;0.73;-0.00
503.00;-2.32;-0.73;0.00;2.37;0.00;0.00;0.73;0.00;0.00;0.08;0.25;2.32;2.32;0.73;0.00;2.32;0.00;0.00;0.73;-0.00
504.00;-1.80;-0.82;0.01;1.84;0.00;0.00;0.81;0.00;0.00;0.08;0.25;1.80;1.80;0.82;0.01;1.80;0.00;0.00;0.81;-0.00
505.00;-0.52;-0.39;0.03;0.53;0.00;0.00;0.37;0.00;0.00;0.03;0.25;0.52;0.52;0.39;0.03;0.52;0.00;0.00;0.37;-0.00
506.00;-1.03;-0.38;0.06;1.05;0.00;0.00;0.32;0.00;0.00;0.04;0.25;1.03;1.03;0.38;0.06;1.03;0.00;0.00;0.32;-0.00
507.00;-1.81;-0.21;0.09;1.84;0.00;0.00;0.12;0.00;0.00;0.03;0.25;1.81;1.81;0.21;0.09;1.81;0.00;0.00;0.12;-0.00
508.00;-1.29;-0.28;0.13;1.32;0.00;0.00;0.16;0.00;0.00;0.03;0.25;1.29;1.29;0.28;0.13;1.29;0.00;0.00;0.16;-0.00
509.00;-0.52;-0.54;0.17;0.53;0.00;0.00;0.37;0.00;0.00;0.03;0.25;0.52;0.52;0.54;0.17;0.52;0.00;0.00;0.37;-0.00
510.00;-1.29;-0.35;0.27;1.32;0.00;0.00;0.08;0.00;0.00;0.02;0.25;1.29;1.29;0.35;0.27;1.29;0.00;0.00;0.08;-0.00
511.00;-1.03;-0.32;0.30;1.05;0.00;0.00;0.03;0.00;0.00;0.02;0.25;1.03;1.03;0.32;0.30;1.03;0.00;0.00;0.03;-0.00
512.00;-1.03;-0.32;0.30;1.05;0.00;0.00;0.02;0.00;0.00;0.02;0.25;1.03;1.03;0.32;0.30;1.03;0.00;0.00;0.02;-0.00
513.00;-0.52;-0.32;0.25;0.53;0.00;0.00;0.07;0.00;0.00;0.01;0.25;0.52;0.52;0.32;0.25;0.52;0.00;0.00;0.07;-0.00
514.00;-1.03;-0.44;0.22;1.05;0.00;0.00;0.22;0.00;0.00;0.03;0.25;1.03;1.03;0.44;0.22;1.03;0.00;0.00;0.22;-0.00
515.00;-1.03;-0.57;0.18;1.05;0.00;0.00;0.39;0.00;0.00;0.04;0.25;1.03;1.03;0.57;0.18;1.03;0.00;0.00;0.39;-0.00
516.00;-0.52;-0.18;0.20;0.53;0.00;0.00;0.00;0.01;0.00;0.01;0.25;0.52;0.52;0.18;0.20;0.52;0.00;0.00;0.00;-0.01
517.00;-1.29;-0.90;0.25;1.32;0.00;0.00;0.65;0.00;0.00;0.06;0.25;1.29;1.29;0.90;0.25;1.29;0.00;0.00;0.65;-0.00
518.00;-1.03;-1.84;0.32;1.05;0.00;0.00;1.52;0.00;0.00;0.11;0.25;1.03;1.03;1.84;0.32;1.03;0.00;0.00;1.52;-0.00
519.00;-1.03;-1.74;0.35;1.05;0.00;0.00;1.39;0.00;0.00;0.10;0.25;1.03;1.03;1.74;0.35;1.03;0.00;0.00;1.39;-0.00
520.00;-0.77;-0.96;0.34;0.79;0.00;0.00;0.61;0.00;0.00;0.05;0.25;0.77;0.77;0.96;0.34;0.77;0.00;0.00;0.61;-0.00
521.00;-1.03;-0.83;0.36;1.05;0.00;0.00;0.47;0.00;0.00;0.04;0.25;1.03;1.03;0.83;0.36;1.03;0.00;0.00;0.47;-0.00
522.00;-2.06;-1.81;0.30;2.10;0.00;0.00;1.52;0.00;0.00;0.13;0.25;2.06;2.06;1.81;0.30;2.06;0.00;0.00;1.52;-0.00
523.00;0.00;-1.40;0.31;0.00;0.00;0.00;1.10;0.00;0.00;0.07;0.25;-0.00;0.00;1.40;0.31;0.00;0.00;0.00;1.10;-0.00
524.00;-1.29;-0.78;0.29;1.32;0.00;0.00;0.49;0.00;0.00;0.05;0.25;1.29;1.29;0.78;0.29;1.29;0.00;0.00;0.49;-0.00
525.00;-0.77;-0.91;0.37;0.79;0.00;0.00;0.54;0.00;0.00;0.05;0.25;0.77;0.77;0.91;0.37;0.77;0.00;0.00;0.54;-0.00
526.00;-0.26;-0.24;0.56;0.26;0.00;0.00;0.00;0.31;0.00;-0.01;0.25;0.26;0.26;0.24;0.56;0.26;0.00;0.00;0.00;-0.31
527.00;-1.29;-0.30;0.54;1.32;0.00;0.00;0.00;0.25;0.00;0.01;0.25;1.29;1.29;0.30;0.54;1.29;0.00;0.00;0.00;-0.25
528.00;-2.06;-0.40;0.68;2.10;0.00;0.00;0.00;0.28;0.00;0.02;0.25;2.06;2.06;0.40;0.68;2.06;0.00;0.00;0.00;-0.28
529.00;-0.52;-0.57;0.56;0.53;0.00;0.00;0.00;0.00;0.00;0.01;0.25;0.52;0.52;0.57;0.56;0.52;0.00;0.00;0.00;-0.00
530.00;-2.32;-2.08;0.51;2.37;0.00;0.00;1.57;0.00;0.00;0.13;0.25;2.32;2.32;2.08;0.51;2.32;0.00;0.00;1.57;-0.00
531.00;0.00;-0.54;0.51;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.25;-0.00;0.00;0.54;0.51;0.00;0.00;0.00;0.03;-0.00
532.00;0.00;-1.38;0.73;0.00;0.00;0.00;0.65;0.00;0.00;0.04;0.25;-0.00;0.00;1.38;0.73;0.00;0.00;0.00;0.65;-0.00
533.00;-2.58;-0.50;0.73;2.63;0.00;0.00;0.00;0.23;0.00;0.03;0.25;2.58;2.58;0.50;0.73;2.58;0.00;0.00;0.00;-0.23
534.00;-1.29;-0.42;0.70;1.32;0.00;0.00;0.00;0.29;0.00;0.01;0.25;1.29;1.29;0.42;0.70;1.29;0.00;0.00;0.00;-0.29
535.00;-1.03;-0.41;0.91;1.05;0.00;0.00;0.00;0.50;0.00;-0.00;0.25;1.03;1.03;0.41;0.91;1.03;0.00;0.00;0.00;-0.50
536.00;-0.77;-0.30;1.36;0.79;0.00;0.00;0.00;1.06;0.00;-0.02;0.25;0.77;0.77;0.30;1.36;0.77;0.00;0.00;0.00;-1.06
537.00;-1.03;-0.40;1.43;1.05;0.00;0.00;0.00;1.03;0.00;-0.02;0.25;1.03;1.03;0.40;1.43;1.03;0.00;0.00;0.00;-1.03
538.00;0.00;-0.34;1.66;0.00;0.00;0.00;0.00;1.32;0.00;-0.04;0.25;-0.00;0.00;0.34;1.66;0.00;0.00;0.00;0.00;-1.32
539.00;-1.29;-0.45;1.99;1.32;0.00;0.00;0.00;1.54;0.00;-0.03;0.25;1.29;1.29;0.45;1.99;1.29;0.00;0.00;0.00;-1.54
540.00;-1.03;-0.40;2.16;1.05;0.00;0.00;0.00;1.76;0.00;-0.04;0.25;1.03;1.03;0.40;2.16;1.03;0.00;0.00;0.00;-1.76
541.00;-1.03;-0.65;2.26;1.05;0.00;0.00;0.00;1.61;0.00;-0.03;0.25;1.03;1.03;0.65;2.26;1.03;0.00;0.00;0.00;-1.61
542.00;-0.52;-0.72;2.01;0.53;0.00;0.00;0.00;1.29;0.00;-0.03;0.25;0.52;0.52;0.72;2.01;0.52;0.00;0.00;0.00;-1.29
543.00;-1.03;-0.34;3.30;1.05;0.00;0.00;0.00;2.97;0.00;-0.08;0.25;1.03;1.03;0.34;3.30;1.03;0.00;0.00;0.00;-2.97
544.00;-1.03;-0.34;2.67;1.05;0.00;0.00;0.00;2.33;0.00;-0.06;0.25;1.03;1.03;0.34;2.67;1.03;0.00;0.00;0.00;-2.33
545.00;-0.26;-0.32;1.61;0.26;0.00;0.00;0.00;1.29;0.00;-0.04;0.25;0.26;0.26;0.32;1.61;0.26;0.00;0.00;0.00;-1.29
546.00;-1.29;-0.26;0.97;1.32;0.00;0.00;0.00;0.71;0.00;-0.00;0.25;1.29;1.29;0.26;0.97;1.29;0.00;0.00;0.00;-0.71
547.00;-1.03;-0.22;0.75;1.05;0.00;0.00;0.00;0.53;0.00;-0.00;0.25;1.03;1.03;0.22;0.75;1.03;0.00;0.00;0.00;-0.53
548.00;-0.52;-0.34;0.53;0.53;0.00;0.00;0.00;0.18;0.00;0.00;0.25;0.52;0.52;0.34;0.53;0.52;0.00;0.00;0.00;-0.18
549.00;-0.77;-0.36;0.34;0.79;0.00;0.00;0.02;0.00;0.00;0.01;0.25;0.77;0.77;0.36;0.34;0.77;0.00;0.00;0.02;-0.00
550.00;-1.03;-0.42;0.10;1.05;0.00;0.00;0.32;0.00;0.00;0.04;0.25;1.03;1.03;0.42;0.10;1.03;0.00;0.00;0.32;-0.00
551.00;-0.77;-0.43;0.24;0.79;0.00;0.00;0.19;0.00;0.00;0.02;0.25;0.77;0.77;0.43;0.24;0.77;0.00;0.00;0.19;-0.00
552.00;-0.52;-0.58;0.24;0.53;0.00;0.00;0.34;0.00;0.00;0.03;0.25;0.52;0.52;0.58;0.24;0.52;0.00;0.00;0.34;-0.00
553.00;-1.81;-0.79;0.27;1.84;0.00;0.00;0.51;0.00;0.00;0.06;0.25;1.81;1.81;0.79;0.27;1.81;0.00;0.00;0.51;-0.00
554.00;-1.29;-0.76;0.35;1.32;0.00;0.00;0.42;0.00;0.00;0.05;0.25;1.29;1.29;0.76;0.35;1.29;0.00;0.00;0.42;-0.00
555.00;-1.29;-0.38;0.34;1.32;0.00;0.00;0.04;0.00;0.00;0.02;0.25;1.29;1.29;0.38;0.34;1.29;0.00;0.00;0.04;-0.00
556.00;-0.77;-0.67;0.21;0.79;0.00;0.00;0.46;0.00;0.00;0.04;0.25;0.77;0.77;0.67;0.21;0.77;0.00;0.00;0.46;-0.00
557.00;-1.29;-0.83;0.17;1.32;0.00;0.00;0.65;0.00;0.00;0.06;0.25;1.29;1.29;0.83;0.17;1.29;0.00;0.00;0.65;-0.00
558.00;-1.29;-1.04;0.19;1.32;0.00;0.00;0.85;0.00;0.00;0.07;0.25;1.29;1.29;1.04;0.19;1.29;0.00;0.00;0.85;-0.00
559.00;-0.52;-1.13;0.15;0.53;0.00;0.00;0.98;0.00;0.00;0.07;0.25;0.52;0.52;1.13;0.15;0.52;0.00;0.00;0.98;-0.00
560.00;-1.03;-1.32;0.11;1.05;0.00;0.00;1.21;0.00;0.00;0.09;0.25;1.03;1.03;1.32;0.11;1.03;0.00;0.00;1.21;-0.00
561.00;-1.81;-1.21;0.09;1.84;0.00;0.00;1.12;0.00;0.00;0.10;0.25;1.81;1.81;1.21;0.09;1.81;0.00;0.00;1.12;-0.00
562.00;-1.29;-1.14;0.06;1.32;0.00;0.00;1.08;0.00;0.00;0.09;0.25;1.29;1.29;1.14;0.06;1.29;0.00;0.00;1.08;-0.00
563.00;-0.52;-1.15;0.02;0.53;0.00;0.00;1.13;0.00;0.00;0.08;0.25;0.52;0.52;1.15;0.02;0.52;0.00;0.00;1.13;-0.00
564.00;-1.03;-1.17;0.00;1.05;0.00;0.00;1.17;0.00;0.00;0.09;0.25;1.03;1.03;1.17;0.00;1.03;0.00;0.00;1.17;-0.00
565.00;-0.77;-1.30;0.00;0.79;0.00;0.00;1.30;0.00;0.00;0.09;0.25;0.77;0.77;1.30;0.00;0.77;0.00;0.00;1.30;-0.00
566.00;-0.26;-1.28;0.00;0.26;0.00;0.00;1.28;0.00;0.00;0.08;0.25;0.26;0.26;1.28;0.00;0.26;0.00;0.00;1.28;-0.00
567.00;-1.29;-1.22;0.00;1.32;0.00;0.00;1.22;0.00;0.00;0.10;0.25;1.29;1.29;1.22;0.00;1.29;0.00;0.00;1.22;-0.00
568.00;-1.03;-3.06;0.00;1.05;0.00;0.00;3.06;0.00;0.00;0.21;0.25;1.03;1.03;3.06;0.00;1.03;0.00;0.00;3.06;-0.00
569.00;-1.29;-1.59;0.00;1.32;0.00;0.00;1.59;0.00;0.00;0.12;0.25;1.29;1.29;1.59;0.00;1.29;0.00;0.00;1.59;-0.00
570.00;-0.77;-1.88;0.00;0.79;0.00;0.00;1.88;0.00;0.00;0.13;0.25;0.77;0.77;1.88;0.00;0.77;0.00;0.00;1.88;-0.00
571.00;-3.09;-1.32;0.00;3.16;0.00;0.00;1.32;0.00;0.00;0.13;0.25;3.09;3.09;1.32;0.00;3.09;0.00;0.00;1.32;-0.00
572.00;0.00;-0.57;0.00;0.00;0.00;0.00;0.57;0.00;0.00;0.04;0.25;-0.00;0.00;0.57;0.00;0.00;0.00;0.00;0.57;-0.00
573.00;0.00;-0.42;0.00;0.00;0.00;0.00;0.42;0.00;0.00;0.03;0.25;-0.00;0.00;0.42;0.00;0.00;0.00;0.00;0.42;-0.00
574.00;0.00;-0.41;0.00;0.00;0.00;0.00;0.41;0.00;0.00;0.03;0.25;-0.00;0.00;0.41;0.00;0.00;0.00;0.00;0.41;-0.00
575.00;-0.26;-0.68;0.00;0.26;0.00;0.00;0.68;0.00;0.00;0.05;0.25;0.26;0.26;0.68;0.00;0.26;0.00;0.00;0.68;-0.00
576.00;-0.52;-0.56;0.00;0.53;0.00;0.00;0.56;0.00;0.00;0.04;0.25;0.52;0.52;0.56;0.00;0.52;0.00;0.00;0.56;-0.00
577.00;-1.29;-0.38;0.00;1.32;0.00;0.00;0.38;0.00;0.00;0.04;0.25;1.29;1.29;0.38;0.00;1.29;0.00;0.00;0.38;-0.00
578.00;-0.77;-0.37;0.00;0.79;0.00;0.00;0.37;0.00;0.00;0.03;0.25;0.77;0.77;0.37;0.00;0.77;0.00;0.00;0.37;-0.00
579.00;-0.52;-0.38;0.00;0.53;0.00;0.00;0.38;0.00;0.00;0.03;0.25;0.52;0.52;0.38;0.00;0.52;0.00;0.00;0.38;-0.00
580.00;-1.03;-0.39;0.00;1.05;0.00;0.00;0.39;0.00;0.00;0.04;0.25;1.03;1.03;0.39;0.00;1.03;0.00;0.00;0.39;-0.00
581.00;-1.03;-0.41;0.00;1.05;0.00;0.00;0.41;0.00;0.00;0.04;0.25;1.03;1.03;0.41;0.00;1.03;0.00;0.00;0.41;-0.00
582.00;-0.77;-0.38;0.00;0.79;0.00;0.00;0.38;0.00;0.00;0.04;0.25;0.77;0.77;0.38;0.00;0.77;0.00;0.00;0.38;-0.00
583.00;-0.77;-0.40;0.00;0.79;0.00;0.00;0.40;0.00;0.00;0.04;0.25;0.77;0.77;0.40;0.00;0.77;0.00;0.00;0.40;-0.00
584.00;-1.29;-0.37;0.00;1.32;0.00;0.00;0.37;0.00;0.00;0.04;0.25;1.29;1.29;0.37;0.00;1.29;0.00;0.00;0.37;-0.00
585.00;-0.52;-0.37;0.00;0.53;0.00;0.00;0.37;0.00;0.00;0.03;0.25;0.52;0.52;0.37;0.00;0.52;0.00;0.00;0.37;-0.00
586.00;-1.03;-0.40;0.00;1.05;0.00;0.00;0.40;0.00;0.00;0.04;0.25;1.03;1.03;0.40;0.00;1.03;0.00;0.00;0.40;-0.00
587.00;-1.03;-0.37;0.00;1.05;0.00;0.00;0.37;0.00;0.00;0.04;0.25;1.03;1.03;0.37;0.00;1.03;0.00;0.00;0.37;-0.00
588.00;-0.77;-0.37;0.00;0.79;0.00;0.00;0.37;0.00;0.00;0.03;0.25;0.77;0.77;0.37;0.00;0.77;0.00;0.00;0.37;-0.00
589.00;-1.03;-0.39;0.00;1.05;0.00;0.00;0.39;0.00;0.00;0.04;0.25;1.03;1.03;0.39;0.00;1.03;0.00;0.00;0.39;-0.00
590.00;-1.03;-0.38;0.00;1.05;0.00;0.00;0.38;0.00;0.00;0.04;0.25;1.03;1.03;0.38;0.00;1.03;0.00;0.00;0.38;-0.00
591.00;-1.29;-0.38;0.00;1.32;0.00;0.00;0.38;0.00;0.00;0.04;0.25;1.29;1.29;0.38;0.00;1.29;0.00;0.00;0.38;-0.00
592.00;-0.26;-0.38;0.00;0.26;0.00;0.00;0.38;0.00;0.00;0.03;0.25;0.26;0.26;0.38;0.00;0.26;0.00;0.00;0.38;-0.00
593.00;-1.55;-0.40;0.00;1.58;0.00;0.00;0.40;0.00;0.00;0.05;0.25;1.55;1.55;0.40;0.00;1.55;0.00;0.00;0.40;-0.00
594.00;-1.55;-0.38;0.00;1.58;0.00;0.00;0.38;0.00;0.00;0.05;0.25;1.55;1.55;0.38;0.00;1.55;0.00;0.00;0.38;-0.00
595.00;-1.03;-0.38;0.00;1.05;0.00;0.00;0.38;0.00;0.00;0.04;0.25;1.03;1.03;0.38;0.00;1.03;0.00;0.00;0.38;-0.00
596.00;-3.61;-0.50;0.00;3.68;0.00;0.00;0.50;0.00;0.00;0.09;0.25;3.61;3.61;0.50;0.00;3.61;0.00;0.00;0.50;-0.00
597.00;-4.12;-1.67;0.00;4.21;0.00;0.00;1.67;0.00;0.00;0.17;0.25;4.12;4.12;1.67;0.00;4.12;0.00;0.00;1.67;-0.00
598.00;-0.26;-0.73;0.00;0.26;0.00;0.00;0.73;0.00;0.00;0.05;0.25;0.26;0.26;0.73;0.00;0.26;0.00;0.00;0.73;-0.00
599.00;-2.32;-0.73;0.00;2.37;0.00;0.00;0.73;0.00;0.00;0.08;0.25;2.32;2.32;0.73;0.00;2.32;0.00;0.00;0.73;-0.00
600.00;-1.80;-0.82;0.01;1.84;0.00;0.00;0.81;0.00;0.00;0.08;0.25;1.80;1.80;0.82;0.01;1.80;0.00;0.00;0.81;-0.00
601.00;-0.52;-0.39;0.03;0.53;0.00;0.00;0.37;0.00;0.00;0.03;0.25;0.52;0.52;0.39;0.03;0.52;0.00;0.00;0.37;-0.00
602.00;-1.03;-0.38;0.06;1.05;0.00;0.00;0.32;0.00;0.00;0.04;0.25;1.03;1.03;0.38;0.06;1.03;0.00;0.00;0.32;-0.00
603.00;-1.81;-0.21;0.09;1.84;0.00;0.00;0.12;0.00;0.00;0.03;0.25;1.81;1.81;0.21;0.09;1.81;0.00;0.00;0.12;-0.00
604.00;-1.29;-0.28;0.13;1.32;0.00;0.00;0.16;0.00;0.00;0.03;0.25;1.29;1.29;0.28;0.13;1.29;0.00;0.00;0.16;-0.00
605.00;-0.52;-0.54;0.17;0.53;0.00;0.00;0.37;0.00;0.00;0.03;0.25;0.52;0.52;0.54;0.17;0.52;0.00;0.00;0.37;-0.00
606.00;-1.29;-0.35;0.27;1.32;0.00;0.00;0.08;0.00;0.00;0.02;0.25;1.29;1.29;0.35;0.27;1.29;0.00;0.00;0.08;-0.00
607.00;-1.03;-0.32;0.30;1.05;0.00;0.00;0.03;0.00;0.00;0.02;0.25;1.03;1.03;0.32;0.30;1.03;0.00;0.00;0.03;-0.00
608.00;-1.03;-0.32;0.30;1.05;0.00;0.00;0.02;0.00;0.00;0.02;0.25;1.03;1.03;0.32;0.30;1.03;0.00;0.00;0.02;-0.00
609.00;-0.52;-0.32;0.25;0.53;0.00;0.00;0.07;0.00;0.00;0.01;0.25;0.52;0.52;0.32;0.25;0.52;0.00;0.00;0.07;-0.00
610.00;-1.03;-0.44;0.22;1.05;0.00;0.00;0.22;0.00;0.00;0.03;0.25;1.03;1.03;0.44;0.22;1.03;0.00;0.00;0.22;-0.00
611.00;-1.03;-0.57;0.18;1.05;0.00;0.00;0.39;0.00;0.00;0.04;0.25;1.03;1.03;0.57;0.18;1.03;0.00;0.00;0.39;-0.00
612.00;-0.52;-0.18;0.20;0.53;0.00;0.00;0.00;0.01;0.00;0.01;0.25;0.52;0.52;0.18;0.20;0.52;0.00;0.00;0.00;-0.01
613.00;-1.29;-0.90;0.25;1.32;0.00;0.00;0.65;0.00;0.00;0.06;0.25;1.29;1.29;0.90;0.25;1.29;0.00;0.00;0.65;-0.00
614.00;-1.03;-1.84;0.32;1.05;0.00;0.00;1.52;0.00;0.00;0.11;0.25;1.03;1.03;1.84;0.32;1.03;0.00;0.00;1.52;-0.00
615.00;-1.03;-1.74;0.35;1.05;0.00;0.00;1.39;0.00;0.00;0.10;0.25;1.03;1.03;1.74;0.35;1.03;0.00;0.00;1.39;-0.00
616.00;-0.77;-0.96;0.34;0.79;0.00;0.00;0.61;0.00;0.00;0.05;0.25;0.77;0.77;0.96;0.34;0.77;0.00;0.00;0.61;-0.00
617.00;-1.03;-0.83;0.36;1.05;0.00;0.00;0.47;0.00;0.00;0.04;0.25;1.03;1.03;0.83;0.36;1.03;0.00;0.00;0.47;-0.00
618.00;-2.06;-1.81;0.30;2.10;0.00;0.00;1.52;0.00;0.00;0.13;0.25;2.06;2.06;1.81;0.30;2.06;0.00;0.00;1.52;-0.00
619.00;0.00;-1.40;0.31;0.00;0.00;0.00;1.10;0.00;0.00;0.07;0.25;-0.00;0.00;1.40;0.31;0.00;0.00;0.00;1.10;-0.00
620.00;-1.29;-0.78;0.29;1.32;0.00;0.00;0.49;0.00;0.00;0.05;0.25;1.29;1.29;0.78;0.29;1.29;0.00;0.00;0.49;-0.00
621.00;-0.77;-0.91;0.37;0.79;0.00;0.00;0.54;0.00;0.00;0.05;0.25;0.77;0.77;0.91;0.37;0.77;0.00;0.00;0.54;-0.00
622.00;-0.26;-0.24;0.56;0.26;0.00;0.00;0.00;0.31;0.00;-0.01;0.25;0.26;0.26;0.24;0.56;0.26;0.00;0.00;0.00;-0.31
623.00;-1.29;-0.30;0.54;1.32;0.00;0.00;0.00;0.25;0.00;0.01;0.25;1.29;1.29;0.30;0.54;1.29;0.00;0.00;0.00;-0.25
624.00;-2.06;-0.40;0.68;2.10;0.00;0.00;0.00;0.28;0.00;0.02;0.25;2.06;2.06;0.40;0.68;2.06;0.00;0.00;0.00;-0.28
625.00;-0.52;-0.57;0.56;0.53;0.00;0.00;0.00;0.00;0.00;0.01;0.25;0.52;0.52;0.57;0.56;0.52;0.00;0.00;0.00;-0.00
626.00;-2.32;-2.08;0.51;2.37;0.00;0.00;1.57;0.00;0.00;0.13;0.25;2.32;2.32;2.08;0.51;2.32;0.00;0.00;1.57;-0.00
627.00;0.00;-0.54;0.51;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.25;-0.00;0.00;0.54;0.51;0.00;0.00;0.00;0.03;-0.00
628.00;0.00;-1.38;0.73;0.00;0.00;0.00;0.65;0.00;0.00;0.04;0.25;-0.00;0.00;1.38;0.73;0.00;0.00;0.00;0.65;-0.00
629.00;-2.58;-0.50;0.73;2.63;0.00;0.00;0.00;0.23;0.00;0.03;0.25;2.58;2.58;0.50;0.73;2.58;0.00;0.00;0.00;-0.23
630.00;-1.29;-0.42;0.70;1.32;0.00;0.00;0.00;0.29;0.00;0.01;0.25;1.29;1.29;0.42;0.70;1.29;0.00;0.00;0.00;-0.29
631.00;-1.03;-0.41;0.91;1.05;0.00;0.00;0.00;0.50;0.00;-0.00;0.25;1.03;1.03;0.41;0.91;1.03;0.00;0.00;0.00;-0.50
632.00;-0.77;-0.30;1.36;0.79;0.00;0.00;0.00;1.06;0.00;-0.02;0.25;0.77;0.77;0.30;1.36;0.77;0.00;0.00;0.00;-1.06
633.00;-1.03;-0.40;1.43;1.05;0.00;0.00;0.00;1.03;0.00;-0.02;0.25;1.03;1.03;0.40;1.43;1.03;0.00;0.00;0.00;-1.03
634.00;0.00;-0.34;1.66;0.00;0.00;0.00;0.00;1.32;0.00;-0.04;0.25;-0.00;0.00;0.34;1.66;0.00;0.00;0.00;0.00;-1.32
635.00;-1.29;-0.45;1.99;1.32;0.00;0.00;0.00;1.54;0.00;-0.03;0.25;1.29;1.29;0.45;1.99;1.29;0.00;0.00;0.00;-1.54
636.00;-1.03;-0.40;2.16;1.05;0.00;0.00;0.00;1.76;0.00;-0.04;0.25;1.03;1.03;0.40;2.16;1.03;0.00;0.00;0.00;-1.76
