timeStep;demandHeat;demandElectricity;SolarThermic5;ThermalStorage5Discharge;ThermalStorage5Charge;CHP5;ElecBuy;ElecSell;ThermalStorage5SOC;Cost;Price;positiveDemandHeat;positiveDemandHeatTotal;positiveDemandElectricity;plusSolarThermic5;plusThermalStorage5Discharge;plusThermalStorage5Charge;plusCHP5;plusElecBuy;plusElecSell
58.00;-13.57;-3.60;6.65;0.00;0.80;12.86;0.00;0.00;2.40;0.22;0.25;13.57;13.57;3.60;6.65;0.00;0.72;7.72;0.00;-0.00
59.00;-11.31;-3.70;7.97;0.00;4.58;13.22;0.00;0.00;2.58;0.23;0.25;11.31;11.31;3.70;7.97;0.00;4.12;7.93;0.00;-0.00
60.00;-9.97;-2.94;8.65;0.00;4.98;10.51;0.00;0.00;3.61;0.18;0.25;9.97;9.97;2.94;8.65;0.00;4.48;6.30;0.00;-0.00
61.00;-9.37;-2.77;9.06;0.00;5.62;9.89;0.00;0.00;4.73;0.17;0.25;9.37;9.37;2.77;9.06;0.00;5.06;5.94;0.00;-0.00
62.00;-17.57;-3.72;8.06;0.37;0.00;15.24;0.00;0.55;6.00;0.24;0.25;17.57;17.57;3.72;8.06;0.33;0.00;9.15;0.00;-0.55
63.00;-19.14;-3.65;13.22;0.00;1.90;13.05;0.00;0.00;5.89;0.22;0.25;19.14;19.14;3.65;13.22;0.00;1.71;7.83;0.00;-0.00
64.00;-12.27;-3.12;10.68;0.00;5.09;11.13;0.00;0.00;6.32;0.19;0.25;12.27;12.27;3.12;10.68;0.00;4.58;6.68;0.00;-0.00
65.00;-10.71;-3.88;6.44;0.00;4.04;13.85;0.00;0.00;7.47;0.24;0.25;10.71;10.71;3.88;6.44;0.00;3.64;8.31;0.00;-0.00
66.00;-11.60;-4.03;3.89;0.00;0.94;14.41;0.00;0.00;8.38;0.25;0.25;11.60;11.60;4.03;3.89;0.00;0.84;8.64;0.00;-0.00
67.00;-9.72;-3.72;2.99;0.00;1.24;13.29;0.00;0.00;8.59;0.23;0.25;9.72;9.72;3.72;2.99;0.00;1.12;7.97;0.00;-0.00
68.00;-10.26;-4.27;2.11;0.00;1.02;15.26;0.00;0.00;8.87;0.26;0.25;10.26;10.26;4.27;2.11;0.00;0.91;9.16;0.00;-0.00
69.00;-15.64;-4.57;1.36;0.64;0.00;22.73;0.00;1.79;9.10;0.33;0.25;15.64;15.64;4.57;1.36;0.58;0.00;13.64;0.00;-1.79
70.00;-18.50;-4.21;0.42;0.80;0.00;28.81;0.00;3.85;8.92;0.37;0.25;18.50;18.50;4.21;0.42;0.72;0.00;17.29;0.00;-3.85
71.00;-12.83;-3.85;0.95;0.51;0.00;18.94;0.00;1.46;8.70;0.28;0.25;12.83;12.83;3.85;0.95;0.46;0.00;11.36;0.00;-1.46
72.00;-10.58;-4.23;0.96;0.17;0.00;15.75;0.00;0.18;8.55;0.26;0.25;10.58;10.58;4.23;0.96;0.15;0.00;9.45;0.00;-0.18
73.00;-11.37;-4.00;1.10;0.36;0.00;16.52;0.00;0.63;8.51;0.26;0.25;11.37;11.37;4.00;1.10;0.32;0.00;9.91;0.00;-0.63
74.00;-14.82;-3.74;1.39;0.57;0.00;21.43;0.00;2.26;8.41;0.30;0.25;14.82;14.82;3.74;1.39;0.51;0.00;12.86;0.00;-2.26
75.00;-20.31;-4.34;1.36;0.74;0.00;30.35;0.00;4.15;8.25;0.39;0.25;20.31;20.31;4.34;1.36;0.66;0.00;18.21;0.00;-4.15
76.00;-16.32;-4.66;0.83;0.64;0.00;24.74;0.00;2.27;8.05;0.35;0.25;16.32;16.32;4.66;0.83;0.58;0.00;14.84;0.00;-2.27
77.00;-15.03;-5.48;0.69;0.41;0.00;23.20;0.00;1.01;7.87;0.37;0.25;15.03;15.03;5.48;0.69;0.37;0.00;13.92;0.00;-1.01
78.00;-13.14;-5.07;0.75;0.32;0.00;20.10;0.00;0.56;7.75;0.33;0.25;13.14;13.14;5.07;0.75;0.29;0.00;12.06;0.00;-0.56
79.00;-11.92;-4.60;0.61;0.29;0.00;18.35;0.00;0.54;7.66;0.30;0.25;11.92;11.92;4.60;0.61;0.27;0.00;11.01;0.00;-0.54
80.00;-19.74;-4.99;0.46;0.67;0.00;31.02;0.00;3.70;7.58;0.42;0.25;19.74;19.74;4.99;0.46;0.60;0.00;18.61;0.00;-3.70
81.00;-19.91;-4.95;0.36;0.62;0.00;31.54;0.00;3.88;7.40;0.42;0.25;19.91;19.91;4.95;0.36;0.56;0.00;18.92;0.00;-3.88
82.00;-14.12;-4.32;0.23;0.46;0.00;22.38;0.00;1.95;7.22;0.32;0.25;14.12;14.12;4.32;0.23;0.41;0.00;13.43;0.00;-1.95
83.00;-16.41;-4.46;0.10;0.54;0.00;26.28;0.00;2.90;7.09;0.36;0.25;16.41;16.41;4.46;0.10;0.49;0.00;15.77;0.00;-2.90
84.00;-14.48;-4.44;0.00;0.47;0.00;23.34;0.00;2.10;6.94;0.33;0.25;14.48;14.48;4.44;0.00;0.42;0.00;14.00;0.00;-2.10
85.00;-9.50;-3.65;0.00;0.33;0.00;15.29;0.00;0.63;6.81;0.24;0.25;9.50;9.50;3.65;0.00;0.30;0.00;9.17;0.00;-0.63
86.00;-15.41;-3.53;0.00;0.47;0.00;24.90;0.00;3.45;6.72;0.32;0.25;15.41;15.41;3.53;0.00;0.42;0.00;14.94;0.00;-3.45
87.00;-16.84;-3.46;0.00;0.47;0.00;27.30;0.00;4.18;6.59;0.34;0.25;16.84;16.84;3.46;0.00;0.42;0.00;16.38;0.00;-4.18
88.00;-10.75;-3.01;0.00;0.38;0.00;17.29;0.00;1.83;6.46;0.24;0.25;10.75;10.75;3.01;0.00;0.34;0.00;10.37;0.00;-1.83
89.00;-11.80;-2.94;0.00;0.40;0.00;19.01;0.00;2.38;6.36;0.25;0.25;11.80;11.80;2.94;0.00;0.36;0.00;11.40;0.00;-2.38
90.00;-17.13;-3.15;0.00;0.49;0.00;27.73;0.00;4.62;6.25;0.33;0.25;17.13;17.13;3.15;0.00;0.44;0.00;16.64;0.00;-4.62
91.00;-13.39;-3.09;0.00;0.40;0.00;21.65;0.00;2.97;6.11;0.28;0.25;13.39;13.39;3.09;0.00;0.36;0.00;12.99;0.00;-2.97
92.00;-8.54;-2.98;0.00;0.29;0.00;13.76;0.00;0.88;6.00;0.21;0.25;8.54;8.54;2.98;0.00;0.26;0.00;8.25;0.00;-0.88
93.00;-14.00;-3.00;0.00;0.40;0.00;22.67;0.00;3.35;5.92;0.28;0.25;14.00;14.00;3.00;0.00;0.36;0.00;13.60;0.00;-3.35
94.00;-16.02;-2.92;0.00;0.42;0.00;26.00;0.00;4.36;5.81;0.31;0.25;16.02;16.02;2.92;0.00;0.38;0.00;15.60;0.00;-4.36
95.00;-10.38;-2.61;0.00;0.37;0.00;16.70;0.00;2.07;5.69;0.22;0.25;10.38;10.38;2.61;0.00;0.33;0.00;10.02;0.00;-2.07
96.00;-11.21;-2.20;0.00;0.38;0.00;18.04;0.00;2.85;5.59;0.22;0.25;11.21;11.21;2.20;0.00;0.35;0.00;10.82;0.00;-2.85
97.00;-12.19;-2.22;0.00;0.34;0.00;19.74;0.00;3.31;5.48;0.23;0.25;12.19;12.19;2.22;0.00;0.31;0.00;11.84;0.00;-3.31
98.00;-8.89;-2.38;0.00;0.32;0.00;14.29;0.00;1.62;5.39;0.19;0.25;8.89;8.89;2.38;0.00;0.29;0.00;8.57;0.00;-1.62
99.00;-8.07;-2.67;0.00;0.28;0.00;12.99;0.00;0.97;5.30;0.19;0.25;8.07;8.07;2.67;0.00;0.25;0.00;7.80;0.00;-0.97
100.00;-12.35;-2.82;0.00;0.33;0.00;20.04;0.00;2.79;5.22;0.26;0.25;12.35;12.35;2.82;0.00;0.30;0.00;12.02;0.00;-2.79
101.00;-14.92;-2.76;0.00;0.35;0.00;24.29;0.00;4.05;5.13;0.29;0.25;14.92;14.92;2.76;0.00;0.31;0.00;14.57;0.00;-4.05
102.00;-11.45;-2.54;0.00;0.30;0.00;18.58;0.00;2.66;5.03;0.24;0.25;11.45;11.45;2.54;0.00;0.27;0.00;11.15;0.00;-2.66
103.00;-7.82;-2.40;0.00;0.28;0.00;12.57;0.00;1.12;4.95;0.18;0.25;7.82;7.82;2.40;0.00;0.25;0.00;7.54;0.00;-1.12
104.00;-9.78;-2.37;0.00;0.29;0.00;15.82;0.00;2.06;4.88;0.21;0.25;9.78;9.78;2.37;0.00;0.26;0.00;9.49;0.00;-2.06
105.00;-13.53;-2.39;0.00;0.32;0.00;22.02;0.00;3.77;4.80;0.26;0.25;13.53;13.53;2.39;0.00;0.29;0.00;13.21;0.00;-3.77
106.00;-11.61;-2.25;0.00;0.30;0.00;18.85;0.00;3.03;4.71;0.23;0.25;11.61;11.61;2.25;0.00;0.27;0.00;11.31;0.00;-3.03
107.00;-8.36;-2.07;0.00;0.27;0.00;13.49;0.00;1.71;4.62;0.18;0.25;8.36;8.36;2.07;0.00;0.24;0.00;8.09;0.00;-1.71
108.00;-9.78;-2.07;0.00;0.28;0.00;15.83;0.00;2.37;4.55;0.20;0.25;9.78;9.78;2.07;0.00;0.25;0.00;9.50;0.00;-2.37
109.00;-15.46;-2.23;0.00;0.31;0.00;25.24;0.00;4.83;4.47;0.28;0.25;15.46;15.46;2.23;0.00;0.28;0.00;15.15;0.00;-4.83
110.00;-13.84;-2.28;0.00;0.32;0.00;22.52;0.00;4.02;4.38;0.26;0.25;13.84;13.84;2.28;0.00;0.29;0.00;13.51;0.00;-4.02
111.00;-10.09;-2.16;0.00;0.29;0.00;16.33;0.00;2.41;4.29;0.20;0.25;10.09;10.09;2.16;0.00;0.26;0.00;9.80;0.00;-2.41
112.00;-10.05;-2.10;0.00;0.30;0.00;16.26;0.00;2.45;4.21;0.20;0.25;10.05;10.05;2.10;0.00;0.27;0.00;9.76;0.00;-2.45
113.00;-10.52;-2.09;0.00;0.32;0.00;17.00;0.00;2.67;4.13;0.21;0.25;10.52;10.52;2.09;0.00;0.29;0.00;10.20;0.00;-2.67
114.00;-9.70;-2.11;0.00;0.28;0.00;15.70;0.00;2.29;4.04;0.20;0.25;9.70;9.70;2.11;0.00;0.25;0.00;9.42;0.00;-2.29
115.00;-11.82;-2.13;0.00;0.31;0.00;19.19;0.00;3.24;3.96;0.23;0.25;11.82;11.82;2.13;0.00;0.28;0.00;11.52;0.00;-3.24
116.00;-15.52;-2.10;0.00;0.31;0.00;25.35;0.00;4.99;3.88;0.28;0.25;15.52;15.52;2.10;0.00;0.28;0.00;15.21;0.00;-4.99
117.00;-13.98;-2.14;0.00;0.28;0.00;22.82;0.00;4.25;3.79;0.26;0.25;13.98;13.98;2.14;0.00;0.26;0.00;13.69;0.00;-4.25
118.00;-13.56;-2.22;0.00;0.31;0.00;22.08;0.00;3.96;3.71;0.25;0.25;13.56;13.56;2.22;0.00;0.28;0.00;13.25;0.00;-3.96
119.00;-10.40;-2.25;0.00;0.29;0.00;16.85;0.00;2.47;3.63;0.21;0.25;10.40;10.40;2.25;0.00;0.26;0.00;10.11;0.00;-2.47
120.00;-8.66;-2.37;0.02;0.25;0.00;13.98;0.00;1.54;3.54;0.19;0.25;8.66;8.66;2.37;0.02;0.22;0.00;8.39;0.00;-1.54
121.00;-12.41;-2.73;0.11;0.28;0.00;20.03;0.00;2.88;3.48;0.25;0.25;12.41;12.41;2.73;0.11;0.26;0.00;12.02;0.00;-2.88
122.00;-16.10;-2.99;0.24;0.29;0.00;25.96;0.00;4.28;3.40;0.31;0.25;16.10;16.10;2.99;0.24;0.26;0.00;15.57;0.00;-4.28
123.00;-16.15;-3.21;0.37;0.26;0.00;25.88;0.00;4.03;3.32;0.32;0.25;16.15;16.15;3.21;0.37;0.23;0.00;15.53;0.00;-4.03
124.00;-19.64;-3.63;0.51;0.28;0.00;31.41;0.00;5.16;3.24;0.38;0.25;19.64;19.64;3.63;0.51;0.26;0.00;18.84;0.00;-5.16
125.00;-19.02;-3.56;0.69;0.29;0.00;30.05;0.00;4.86;3.17;0.36;0.25;19.02;19.02;3.56;0.69;0.26;0.00;18.03;0.00;-4.86
126.00;-9.98;-3.19;1.09;0.22;0.00;14.43;0.00;0.85;3.08;0.22;0.25;9.98;9.98;3.19;1.09;0.20;0.00;8.66;0.00;-0.85
127.00;-15.33;-2.91;1.18;0.31;0.00;23.05;0.00;3.54;3.02;0.28;0.25;15.33;15.33;2.91;1.18;0.28;0.00;13.83;0.00;-3.54
128.00;-18.71;-2.81;1.21;0.34;0.00;28.58;0.00;5.20;2.93;0.33;0.25;18.71;18.71;2.81;1.21;0.31;0.00;17.15;0.00;-5.20
129.00;-14.28;-3.08;1.01;0.30;0.00;21.62;0.00;2.98;2.84;0.28;0.25;14.28;14.28;3.08;1.01;0.27;0.00;12.97;0.00;-2.98
130.00;-15.28;-3.49;0.90;0.30;0.00;23.47;0.00;3.08;2.75;0.31;0.25;15.28;15.28;3.49;0.90;0.27;0.00;14.08;0.00;-3.08
131.00;-15.05;-3.66;0.73;0.33;0.00;23.32;0.00;2.87;2.67;0.31;0.25;15.05;15.05;3.66;0.73;0.30;0.00;13.99;0.00;-2.87
132.00;-11.13;-3.78;0.78;0.28;0.00;16.79;0.00;0.92;2.58;0.26;0.25;11.13;11.13;3.78;0.78;0.25;0.00;10.07;0.00;-0.92
133.00;-7.89;-3.67;1.00;0.00;0.98;13.12;0.00;0.00;2.50;0.22;0.25;7.89;7.89;3.67;1.00;0.00;0.88;7.87;0.00;-0.00
134.00;-12.49;-3.47;1.27;0.36;0.00;18.11;0.00;1.61;2.72;0.26;0.25;12.49;12.49;3.47;1.27;0.32;0.00;10.87;0.00;-1.61
135.00;-14.59;-3.67;1.40;0.41;0.00;21.30;0.00;2.29;2.62;0.29;0.25;14.59;14.59;3.67;1.40;0.37;0.00;12.78;0.00;-2.29
136.00;-8.66;-3.55;1.37;0.00;0.32;12.68;0.00;0.00;2.51;0.22;0.25;8.66;8.66;3.55;1.37;0.00;0.29;7.61;0.00;-0.00
137.00;-12.06;-3.64;1.44;0.39;0.00;17.03;0.00;1.13;2.58;0.26;0.25;12.06;12.06;3.64;1.44;0.35;0.00;10.22;0.00;-1.13
138.00;-15.83;-3.17;1.18;0.57;0.00;23.47;0.00;3.40;2.48;0.30;0.25;15.83;15.83;3.17;1.18;0.51;0.00;14.08;0.00;-3.40
139.00;-14.42;-2.72;1.23;0.59;0.00;20.99;0.00;3.16;2.32;0.26;0.25;14.42;14.42;2.72;1.23;0.54;0.00;12.59;0.00;-3.16
140.00;-10.75;-3.25;1.16;0.46;0.00;15.21;0.00;1.01;2.15;0.23;0.25;10.75;10.75;3.25;1.16;0.41;0.00;9.13;0.00;-1.01
141.00;-9.69;-3.93;1.50;0.00;0.23;14.05;0.00;0.00;2.02;0.24;0.25;9.69;9.69;3.93;1.50;0.00;0.21;8.43;0.00;-0.00
142.00;-13.92;-4.58;2.23;0.45;0.00;18.73;0.00;0.67;2.08;0.30;0.25;13.92;13.92;4.58;2.23;0.41;0.00;11.24;0.00;-0.67
143.00;-13.20;-4.00;2.17;0.56;0.00;17.43;0.00;0.88;1.95;0.27;0.25;13.20;13.20;4.00;2.17;0.51;0.00;10.46;0.00;-0.88
144.00;-11.26;-3.31;2.71;0.43;0.00;13.54;0.00;0.48;1.80;0.22;0.25;11.26;11.26;3.31;2.71;0.39;0.00;8.12;0.00;-0.48
145.00;-17.59;-3.28;2.25;1.39;0.00;23.26;0.00;3.23;1.68;0.30;0.25;17.59;17.59;3.28;2.25;1.25;0.00;13.95;0.00;-3.23
146.00;-20.91;-3.71;2.05;2.29;0.00;27.62;0.00;4.02;1.29;0.35;0.25;20.91;20.91;3.71;2.05;2.06;0.00;16.57;0.00;-4.02
147.00;-12.51;-4.29;2.04;0.51;0.00;16.59;0.00;0.35;0.66;0.27;0.25;12.51;12.51;4.29;2.04;0.46;0.00;9.96;0.00;-0.35
148.00;-8.00;-4.51;2.92;0.00;4.58;16.10;0.00;0.00;0.51;0.28;0.25;8.00;8.00;4.51;2.92;0.00;4.12;9.66;0.00;-0.00
149.00;-8.60;-4.19;2.93;0.00;3.32;14.98;0.00;0.00;1.54;0.26;0.25;8.60;8.60;4.19;2.93;0.00;2.99;8.99;0.00;-0.00
150.00;-8.77;-4.25;2.81;0.00;3.16;15.19;0.00;0.00;2.29;0.26;0.25;8.77;8.77;4.25;2.81;0.00;2.84;9.11;0.00;-0.00
151.00;-15.55;-4.73;3.65;0.49;0.00;19.03;0.00;0.60;3.00;0.31;0.25;15.55;15.55;4.73;3.65;0.44;0.00;11.42;0.00;-0.60
152.00;-21.35;-4.34;5.44;1.29;0.00;24.36;0.00;2.48;2.87;0.34;0.25;21.35;21.35;4.34;5.44;1.16;0.00;14.62;0.00;-2.48
153.00;-18.48;-3.56;5.71;0.88;0.00;19.81;0.00;1.99;2.51;0.28;0.25;18.48;18.48;3.56;5.71;0.80;0.00;11.88;0.00;-1.99
154.00;-13.57;-3.60;6.65;0.00;0.80;12.86;0.00;0.00;2.26;0.22;0.25;13.57;13.57;3.60;6.65;0.00;0.72;7.72;0.00;-0.00
155.00;-11.31;-3.70;7.97;0.00;4.58;13.22;0.00;0.00;2.44;0.23;0.25;11.31;11.31;3.70;7.97;0.00;4.12;7.93;0.00;-0.00
