7,352657884
8,124192787
8,756898836
9,395099991
9,825815378
10,7391588
10,43674492
10,27315007
10,11166977
9,953994182
9,805533796
9,652606484
9,439306138
9,256646351
9,105357422
9,058673009
8,813853231
8,645801524
8,555156018
8,364350507
8,106917329
8,076134702
7,967412578
7,851349756
7,755675293
7,628911631
7,528560311
7,463969107
7,285148271
7,213017751
7,143805413
7,053270867
6,955005693
6,85795464
6,710078644
6,569341756
6,145389476
5,730683591
5,310179884
4,952593351
4,537072898
4,028828135
3,698548532
3,2220859
2,952646888
2,41249644
1,747314438
1,606162997
1,375356391
0,839722723
0,267002718
0,482190545
0,64953779
0,833769635
7,352657884
8,124192787
8,756898836
9,395099991
9,825815378
10,7391588
10,43674492
10,27315007
10,11166977
9,953994182
9,805533796
9,652606484
9,439306138
9,256646351
9,105357422
9,058673009
8,813853231
8,645801524
8,555156018
8,364350507
8,106917329
8,076134702
7,967412578
7,851349756
7,755675293
7,628911631
7,528560311
7,463969107
7,285148271
7,213017751
7,143805413
7,053270867
6,955005693
6,85795464
6,710078644
6,569341756
6,145389476
5,730683591
5,310179884
4,952593351
4,537072898
4,028828135
3,698548532
3,2220859
2,952646888
2,41249644
1,747314438
1,606162997
1,375356391
0,839722723
0,267002718
0,482190545
0,64953779
0,833769635
1,021355564
1,212823128
1,389091185
1,501197152
1,782538345
1,883234905
2,086016215
2,354552778
2,534848459
2,688557528
2,774133113
3,056143544
3,00624293
3,040833148
3,079106354
3,10847399
3,141679814
3,177094719
3,212531492
3,240158661
3,28997733
3,339178194
3,369980933
3,383128368
3,438278395
3,440625009
3,513972602
3,525028992
3,550231086
3,578871832
3,601319635
3,624579343
3,654851335
3,674536044
3,698309897
3,728604658
3,744289728
3,780122655
3,792664437
3,81846015
3,84816136
3,87351637
3,80391417
3,728726434
3,642512373
3,562183209
3,490015338
3,379603721
3,34267294
3,2200371
3,141547148
3,080048577
3,044199908
2,944189979
2,789044112
2,73712148
2,714445848
2,953687408
3,198840688
3,493220709
3,78905328
4,015891513
4,229498696
4,582600404
4,865571413
5,014062738
5,472721471
5,640089844
5,840688756
6,116454627
6,51467924
6,721284076
6,737900507
6,754159418
6,771824591
6,784995027
6,805435062
6,82612216
6,838278138
6,852943107
6,876559964
6,88276892
6,897726667
6,921142724
6,938238636
6,961289249
6,977489587
6,974510369
6,976400178
6,978325991
6,98046936
6,982500076
6,985152076
6,987194458
6,988298036
6,991279707
6,992758382
6,994749729
6,997494222
6,999435751
7,000798889
7,001205533
6,753331107
6,500617582
6,234632378
6,027766342
5,731149564
5,501433804
5,312969827
5,05500308
4,753661964
4,486827747
4,270159386
3,8624415
3,682925193
3,57259757
3,347902338
3,260376757
3,306890925
3,349620813
3,389932848
3,442643756
3,489738576
3,538316024
3,595676928
3,650624026
3,670728708
3,70671845
3,796232918
3,826030344
3,88974185
3,917348083
4,112266088
4,305947051
4,483553493
4,720982036
4,93818184
5,13479728
5,25594176
5,46319892
5,766847498
5,921071902
6,097698116
6,273559524
6,444007102
6,853662978
6,898135489
6,931186751
6,933628231
6,9356174
6,938329751
6,940501347
6,943326018
6,944745942
6,947575898
6,95017036
6,951341716
6,954641538
6,957763458
6,958211578
6,96231744
6,965159764
6,980967462
6,996212164
7,014107142
7,034986916
7,045715253
7,068464684
7,080967284
7,096600524
7,117168689
7,131879991
7,158231378
7,164432382
7,175751476
7,195422382
7,209425853
7,422022907
7,618615156
7,820597067
8,021778516
8,21113156
8,378730444
8,546056338
8,851802071
8,964178307
9,214265933
9,385606449
9,627579093
9,726297791
9,925741444
10,23966754
10,51138983
10,79643355
11,15688659
11,48744429
