Time step;Heat demand;Electricity demand;VPROD00;C6;COUPL00;COUPL00OFF;C21;C26;STRGE00Discharge;STRGE00Charge;C41;C46;ElecBuy;ElecSell;STRGE00 SOC;STRGE00 SOC;Energy price [EUR];Total costs [EUR];CO2 emissions [kg CO2/kWh];
0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;6,0000;0,0000;1,8071;0,0000;0,0000;3,6000;0,0000;3,3440;0,4704;14,8250;0,2850;-0,1191;0,0000
1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;6,0000;0,0000;1,8071;0,0000;0,0000;3,6000;0,0000;3,3440;0,4704;14,8152;0,2850;-0,2383;0,0000
2,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;6,0000;0,0000;1,8071;0,0000;0,0000;3,6000;0,0000;3,3440;0,4704;14,7986;0,2850;-0,3574;0,0000
3,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;6,0000;0,0000;2,7435;0,0000;0,0000;3,6000;0,0000;4,2995;0,7142;14,7726;0,2850;-0,5106;0,0000
4,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;6,0000;0,0000;3,2064;0,0000;0,0000;3,6000;0,0000;4,7719;0,8347;14,7720;0,2850;-0,6806;0,0000
5,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;6,0000;0,0000;3,2340;0,0000;0,0000;3,6000;0,0000;4,8000;0,9549;14,7432;0,2850;-0,8516;0,0000
6,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;6,0000;0,0000;3,2340;0,0000;0,0000;3,6000;0,0000;4,8000;1,0480;14,7284;0,2850;-1,0226;0,0000
7,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;6,0000;0,0000;3,2340;0,0000;0,0000;3,6000;0,0000;4,8000;0,9923;14,7269;0,2850;-1,1936;0,0000
8,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;6,0000;0,0000;3,2340;0,0000;0,0000;3,6000;0,0000;4,8000;0,9742;14,6902;0,2850;-1,3646;0,0000
9,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;6,0000;0,0000;3,2340;0,0000;0,0000;3,6000;0,0000;4,8000;0,9092;14,6749;0,2850;-1,5356;0,0000
10,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;6,0000;0,0000;3,2340;0,0000;0,0000;3,6000;0,0000;4,8000;0,8828;14,6614;0,2850;-1,7066;0,0000
11,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;6,0000;0,0000;3,1630;0,0000;0,0000;3,6000;0,0000;4,7276;0,8234;14,6445;0,2850;-1,8750;0,0000
12,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;6,0000;0,0000;2,6052;0,0000;0,0000;3,6000;0,0000;4,1583;0,6781;14,6478;0,2850;-2,0231;0,0000
13,0000;0,0000;0,0000;0,0009;0,0004;0,0000;1,0000;6,0000;0,0000;2,3954;0,0000;0,0000;3,6004;0,0000;3,9452;0,6235;14,6245;0,2850;-2,1637;0,0000
14,0000;0,0000;0,0000;0,0585;0,0271;0,0000;1,0000;6,0000;0,0000;2,1218;0,0000;0,0000;3,6271;0,0000;3,7236;0,5523;14,5767;0,2850;-2,2963;0,0000
15,0000;0,0000;0,0000;0,0981;0,0454;0,0000;1,0000;6,0000;0,0000;2,0353;0,0000;0,0000;3,6454;0,0000;3,6749;0,5298;14,5882;0,2850;-2,4272;0,0000
16,0000;0,0000;0,0000;0,2316;0,1072;0,0000;1,0000;6,0000;0,0000;1,8887;0,0000;0,0000;3,7072;0,0000;3,6588;0,4917;14,5435;0,2850;-2,5576;0,0000
17,0000;0,0000;0,0000;0,3717;0,1721;0,0000;1,0000;6,0000;0,0000;1,8408;0,0000;0,0000;3,7721;0,0000;3,7501;0,4792;14,5013;0,2850;-2,6912;0,0000
18,0000;0,0000;0,0000;0,6050;0,2801;0,0000;1,0000;6,0000;0,0000;1,8081;0,0000;0,0000;3,8801;0,0000;3,9500;0,4707;14,4966;0,2850;-2,8319;0,0000
19,0000;0,0000;0,0000;0,7305;0,3382;0,0000;1,0000;6,0000;0,0000;1,8246;0,0000;0,0000;3,9382;0,0000;4,0923;0,4750;14,4915;0,2850;-2,9777;0,0000
20,0000;0,0000;0,0000;0,9675;0,4479;0,0000;1,0000;6,0000;0,0000;1,9107;0,0000;0,0000;4,0479;0,0000;4,4172;0,4974;14,5099;0,2850;-3,1351;0,0000
21,0000;0,0000;0,0000;1,1228;0,5198;0,0000;1,0000;6,0000;0,0000;1,9449;0,0000;0,0000;4,1198;0,0000;4,6073;0,5063;14,4989;0,2850;-3,2992;0,0000
22,0000;0,0000;0,0000;1,3474;0,6238;0,0000;1,0000;6,0000;0,0000;2,0864;0,0000;0,0000;4,2238;0,0000;4,9764;0,5431;14,4808;0,2850;-3,4765;0,0000
23,0000;0,0000;0,0000;1,4487;0,5626;0,0000;1,0000;6,0000;0,0000;1,9831;0,0000;0,0000;4,1626;0,0000;4,9723;0,5162;14,4857;0,2850;-3,6536;0,0000
24,0000;0,0000;0,0000;1,6498;0,7634;0,0000;1,0000;6,0000;0,0000;1,9721;0,0000;0,0000;4,3634;0,0000;5,1621;0,5134;14,4845;0,2850;-3,8375;0,0000
25,0000;0,0000;0,0000;1,7433;0,2927;0,0000;1,0000;6,0000;0,0000;2,0531;0,0000;0,0000;3,8927;0,0000;5,3383;0,5344;14,5031;0,2850;-4,0277;0,0000
26,0000;0,0000;0,0000;1,9064;0,8822;0,0000;1,0000;6,0000;0,0000;2,0262;0,0000;0,0000;4,4822;0,0000;5,4740;0,5274;14,5307;0,2850;-4,2227;0,0000
27,0000;0,0000;0,0000;1,9455;0,9003;0,0000;1,0000;6,0000;0,0000;2,1262;0,0000;0,0000;4,5003;0,0000;5,6151;0,5535;14,4908;0,2850;-4,4227;0,0000
28,0000;0,0000;0,0000;2,0993;0,9715;0,0000;1,0000;6,0000;0,0000;2,4641;0,0000;0,0000;4,5715;0,0000;6,1137;0,6414;14,4949;0,2850;-4,6405;0,0000
29,0000;0,0000;0,0000;2,1274;0,2022;0,0000;1,0000;6,0000;0,0000;2,6497;0,0000;0,0000;3,8022;0,0000;6,3311;0,6897;14,5014;0,2850;-4,8661;0,0000
30,0000;0,0000;0,0000;2,1682;0,7053;0,0000;1,0000;6,0000;0,0000;2,9718;0,0000;0,0000;4,3053;0,0000;6,7006;0,7736;14,5490;0,2850;-5,1048;0,0000
31,0000;0,0000;0,0000;2,2445;1,0387;0,0000;1,0000;6,0000;0,0000;2,9011;0,0000;0,0000;4,6387;0,0000;6,7047;0,7552;14,5420;0,2850;-5,3437;0,0000
32,0000;0,0000;0,0000;2,1261;0,9839;0,0000;1,0000;6,0000;0,0000;3,1965;0,0000;0,0000;4,5839;0,0000;6,8878;0,8321;14,5212;0,2850;-5,5890;0,0000
33,0000;0,0000;0,0000;2,2419;1,0375;0,0000;1,0000;6,0000;0,0000;3,2340;0,0000;0,0000;4,6375;0,0000;7,0419;0,8632;14,5063;0,2850;-5,8399;0,0000
34,0000;0,0000;0,0000;2,2224;0,1303;0,0000;1,0000;6,0000;0,0000;3,2340;0,0000;0,0000;3,7303;0,0000;7,0224;0,9557;14,5145;0,2850;-6,0901;0,0000
35,0000;0,0000;0,0000;2,1991;0,6425;0,0000;1,0000;6,0000;0,0000;3,2340;0,0000;0,0000;4,2425;0,0000;6,9991;1,0087;14,5163;0,2850;-6,3394;0,0000
36,0000;0,0000;0,0000;1,5448;0,1176;0,0000;1,0000;6,0000;0,0000;3,2340;0,0000;0,0000;3,7176;0,0000;6,3448;1,0909;14,5266;0,2850;-6,5655;0,0000
37,0000;0,0000;0,0000;2,0680;0,9571;0,0000;1,0000;6,0000;0,0000;3,2340;0,0000;0,0000;4,5571;0,0000;6,8680;1,1298;14,5260;0,2850;-6,8101;0,0000
38,0000;0,0000;0,0000;1,4340;0,6472;0,0000;1,0000;6,0000;0,0000;3,2340;0,0000;0,0000;4,2472;0,0000;6,2340;1,1778;14,5246;0,2850;-7,0322;0,0000
39,0000;0,0000;0,0000;1,9196;0,6580;0,0000;1,0000;6,0000;0,0000;3,2340;0,0000;0,0000;4,2580;0,0000;6,7196;1,2099;14,5259;0,2850;-7,2716;0,0000
40,0000;0,0000;0,0000;1,7004;0,3057;0,0000;1,0000;6,0000;0,0000;3,2340;0,0000;0,0000;3,9057;0,0000;6,5004;1,2820;14,5233;0,2850;-7,5032;0,0000
41,0000;0,0000;0,0000;1,5440;0,7146;0,0000;1,0000;6,0000;0,0000;3,2340;0,0000;0,0000;4,3146;0,0000;6,3440;1,3186;14,5231;0,2850;-7,7292;0,0000
42,0000;0,0000;0,0000;1,4675;0,6791;0,0000;1,0000;6,0000;0,0000;3,2340;0,0000;0,0000;4,2791;0,0000;6,2675;1,3734;14,5238;0,2850;-7,9525;0,0000
