timeStep;demandHeat;demandElectricity;OilBoiler1;ElecBuy;ElecSell;Cost;Price;positiveDemandHeat;positiveDemandHeatTotal;positiveDemandElectricity;plusOilBoiler1;plusElecBuy;plusElecSell
468.00;-2.00;-1.10;2.11;1.10;0.00;0.12;0.30;2.00;2.00;1.10;2.00;1.10;-0.00
469.00;-0.80;-1.23;0.84;1.23;0.00;0.11;0.30;0.80;0.80;1.23;0.80;1.23;-0.00
470.00;-2.80;-1.18;2.95;1.18;0.00;0.14;0.30;2.80;2.80;1.18;2.80;1.18;-0.00
471.00;-2.40;-1.19;2.53;1.19;0.00;0.13;0.30;2.40;2.40;1.19;2.40;1.19;-0.00
472.00;-1.60;-1.27;1.68;1.27;0.00;0.12;0.30;1.60;1.60;1.27;1.60;1.27;-0.00
473.00;-0.80;-1.25;0.84;1.25;0.00;0.11;0.30;0.80;0.80;1.25;0.80;1.25;-0.00
474.00;-2.80;-1.20;2.95;1.20;0.00;0.14;0.30;2.80;2.80;1.20;2.80;1.20;-0.00
475.00;-2.40;-1.05;2.53;1.05;0.00;0.12;0.30;2.40;2.40;1.05;2.40;1.05;-0.00
476.00;-2.00;-1.02;2.11;1.02;0.00;0.11;0.30;2.00;2.00;1.02;2.00;1.02;-0.00
477.00;-0.80;-1.14;0.84;1.14;0.00;0.08;0.24;0.80;0.80;1.14;0.80;1.14;-0.00
478.00;-3.20;-0.83;3.37;0.83;0.00;0.09;0.18;3.20;3.20;0.83;3.20;0.83;-0.00
479.00;-2.40;-0.93;2.53;0.93;0.00;0.07;0.11;2.40;2.40;0.93;2.40;0.93;-0.00
480.00;-2.80;-0.20;2.95;0.20;0.00;0.05;0.05;2.80;2.80;0.20;2.80;0.20;-0.00
481.00;-2.00;-0.28;2.11;0.28;0.00;0.04;0.05;2.00;2.00;0.28;2.00;0.28;-0.00
482.00;-0.80;-0.29;0.84;0.29;0.00;0.02;0.05;0.80;0.80;0.29;0.80;0.29;-0.00
483.00;-3.60;-0.32;3.79;0.32;0.00;0.07;0.05;3.60;3.60;0.32;3.60;0.32;-0.00
484.00;-3.20;-0.26;3.37;0.26;0.00;0.06;0.05;3.20;3.20;0.26;3.20;0.26;-0.00
485.00;-2.00;-0.19;2.11;0.19;0.00;0.04;0.05;2.00;2.00;0.19;2.00;0.19;-0.00
486.00;-0.80;-0.19;0.84;0.19;0.00;0.02;0.05;0.80;0.80;0.19;0.80;0.19;-0.00
487.00;-3.60;-0.21;3.79;0.21;0.00;0.07;0.05;3.60;3.60;0.21;3.60;0.21;-0.00
488.00;-2.80;-0.21;2.95;0.21;0.00;0.05;0.05;2.80;2.80;0.21;2.80;0.21;-0.00
489.00;-3.20;-0.30;3.37;0.30;0.00;0.06;0.05;3.20;3.20;0.30;3.20;0.30;-0.00
490.00;-0.80;-0.29;0.84;0.29;0.00;0.02;0.05;0.80;0.80;0.29;0.80;0.29;-0.00
491.00;-3.20;-0.32;3.37;0.32;0.00;0.06;0.05;3.20;3.20;0.32;3.20;0.32;-0.00
492.00;-3.20;-0.24;3.37;0.24;0.00;0.06;0.05;3.20;3.20;0.24;3.20;0.24;-0.00
493.00;-3.20;-0.27;3.37;0.27;0.00;0.06;0.05;3.20;3.20;0.27;3.20;0.27;-0.00
494.00;-0.80;-0.21;0.84;0.21;0.00;0.02;0.05;0.80;0.80;0.21;0.80;0.21;-0.00
495.00;-3.60;-0.22;3.79;0.22;0.00;0.07;0.05;3.60;3.60;0.22;3.60;0.22;-0.00
496.00;-3.60;-0.21;3.79;0.21;0.00;0.07;0.05;3.60;3.60;0.21;3.60;0.21;-0.00
497.00;-3.20;-0.31;3.37;0.31;0.00;0.06;0.05;3.20;3.20;0.31;3.20;0.31;-0.00
498.00;-0.80;-0.29;0.84;0.29;0.00;0.02;0.05;0.80;0.80;0.29;0.80;0.29;-0.00
499.00;-2.80;-0.32;2.95;0.32;0.00;0.05;0.05;2.80;2.80;0.32;2.80;0.32;-0.00
500.00;-3.20;-0.23;3.37;0.23;0.00;0.06;0.05;3.20;3.20;0.23;3.20;0.23;-0.00
501.00;-2.80;-0.20;2.95;0.20;0.00;0.05;0.05;2.80;2.80;0.20;2.80;0.20;-0.00
502.00;-0.80;-0.94;0.84;0.94;0.00;0.03;0.05;0.80;0.80;0.94;0.80;0.94;-0.00
503.00;-4.00;-0.37;4.21;0.37;0.00;0.08;0.05;4.00;4.00;0.37;4.00;0.37;-0.00
504.00;-5.20;-0.38;5.47;0.38;0.00;0.10;0.05;5.20;5.20;0.38;5.20;0.38;-0.00
505.00;-3.60;-0.86;3.79;0.86;0.00;0.08;0.05;3.60;3.60;0.86;3.60;0.86;-0.00
506.00;-0.80;-0.71;0.84;0.71;0.00;0.02;0.05;0.80;0.80;0.71;0.80;0.71;-0.00
507.00;-3.60;-0.33;3.79;0.33;0.00;0.07;0.05;3.60;3.60;0.33;3.60;0.33;-0.00
508.00;-3.60;-0.30;3.79;0.30;0.00;0.07;0.05;3.60;3.60;0.30;3.60;0.30;-0.00
509.00;-5.60;-0.31;5.89;0.31;0.00;0.10;0.05;5.60;5.60;0.31;5.60;0.31;-0.00
510.00;-0.80;-0.36;0.84;0.36;0.00;0.02;0.05;0.80;0.80;0.36;0.80;0.36;-0.00
511.00;-2.00;-0.29;2.11;0.29;0.00;0.04;0.05;2.00;2.00;0.29;2.00;0.29;-0.00
512.00;-2.00;-0.43;2.11;0.43;0.00;0.04;0.05;2.00;2.00;0.43;2.00;0.43;-0.00
513.00;-1.60;-0.94;1.68;0.94;0.00;0.04;0.05;1.60;1.60;0.94;1.60;0.94;-0.00
514.00;-0.80;-0.33;0.84;0.33;0.00;0.02;0.05;0.80;0.80;0.33;0.80;0.33;-0.00
515.00;-2.40;-0.31;2.53;0.31;0.00;0.05;0.05;2.40;2.40;0.31;2.40;0.31;-0.00
516.00;-2.80;-0.30;2.95;0.30;0.00;0.05;0.05;2.80;2.80;0.30;2.80;0.30;-0.00
517.00;-1.60;-0.29;1.68;0.29;0.00;0.03;0.05;1.60;1.60;0.29;1.60;0.29;-0.00
518.00;-0.80;-0.27;0.84;0.27;0.00;0.02;0.05;0.80;0.80;0.27;0.80;0.27;-0.00
519.00;-2.00;-0.82;2.11;0.82;0.00;0.05;0.05;2.00;2.00;0.82;2.00;0.82;-0.00
520.00;-2.40;-0.42;2.53;0.42;0.00;0.05;0.05;2.40;2.40;0.42;2.40;0.42;-0.00
521.00;-2.00;-1.34;2.11;1.34;0.00;0.05;0.05;2.00;2.00;1.34;2.00;1.34;-0.00
522.00;-0.80;-1.47;0.84;1.47;0.00;0.03;0.05;0.80;0.80;1.47;0.80;1.47;-0.00
523.00;-2.40;-0.34;2.53;0.34;0.00;0.05;0.05;2.40;2.40;0.34;2.40;0.34;-0.00
524.00;-5.20;-0.44;5.47;0.44;0.00;0.10;0.05;5.20;5.20;0.44;5.20;0.44;-0.00
525.00;-0.40;-0.33;0.42;0.33;0.00;0.02;0.11;0.40;0.40;0.33;0.40;0.33;-0.00
526.00;-2.00;-0.29;2.11;0.29;0.00;0.05;0.18;2.00;2.00;0.29;2.00;0.29;-0.00
527.00;-3.20;-1.47;3.37;1.47;0.00;0.14;0.24;3.20;3.20;1.47;3.20;1.47;-0.00
528.00;0.00;-2.04;0.00;2.04;0.00;0.15;0.30;-0.00;0.00;2.04;0.00;2.04;-0.00
529.00;-2.80;-0.94;2.95;0.94;0.00;0.12;0.30;2.80;2.80;0.94;2.80;0.94;-0.00
530.00;-2.40;-0.33;2.53;0.33;0.00;0.07;0.30;2.40;2.40;0.33;2.40;0.33;-0.00
531.00;-1.60;-0.30;1.68;0.30;0.00;0.05;0.30;1.60;1.60;0.30;1.60;0.30;-0.00
532.00;-3.60;-0.34;3.79;0.34;0.00;0.09;0.30;3.60;3.60;0.34;3.60;0.34;-0.00
533.00;-3.20;-0.39;3.37;0.39;0.00;0.09;0.30;3.20;3.20;0.39;3.20;0.39;-0.00
534.00;-1.60;-0.35;1.68;0.35;0.00;0.05;0.30;1.60;1.60;0.35;1.60;0.35;-0.00
535.00;-0.40;-0.35;0.42;0.35;0.00;0.03;0.30;0.40;0.40;0.35;0.40;0.35;-0.00
536.00;-1.60;-0.46;1.68;0.46;0.00;0.06;0.30;1.60;1.60;0.46;1.60;0.46;-0.00
537.00;-1.20;-0.54;1.26;0.54;0.00;0.06;0.30;1.20;1.20;0.54;1.20;0.54;-0.00
538.00;-0.80;-0.52;0.84;0.52;0.00;0.05;0.30;0.80;0.80;0.52;0.80;0.52;-0.00
539.00;-2.00;-0.41;2.11;0.41;0.00;0.07;0.30;2.00;2.00;0.41;2.00;0.41;-0.00
540.00;-2.00;-0.42;2.11;0.42;0.00;0.07;0.30;2.00;2.00;0.42;2.00;0.42;-0.00
541.00;-1.20;-0.24;1.26;0.24;0.00;0.04;0.30;1.20;1.20;0.24;1.20;0.24;-0.00
542.00;-1.20;-0.27;1.26;0.27;0.00;0.04;0.30;1.20;1.20;0.27;1.20;0.27;-0.00
543.00;-2.00;-0.33;2.11;0.33;0.00;0.06;0.30;2.00;2.00;0.33;2.00;0.33;-0.00
544.00;-1.60;-0.60;1.68;0.60;0.00;0.07;0.30;1.60;1.60;0.60;1.60;0.60;-0.00
545.00;-1.60;-0.36;1.68;0.36;0.00;0.06;0.30;1.60;1.60;0.36;1.60;0.36;-0.00
546.00;-0.80;-0.50;0.84;0.50;0.00;0.05;0.30;0.80;0.80;0.50;0.80;0.50;-0.00
547.00;-2.00;-0.37;2.11;0.37;0.00;0.06;0.30;2.00;2.00;0.37;2.00;0.37;-0.00
548.00;-2.00;-0.28;2.11;0.28;0.00;0.06;0.30;2.00;2.00;0.28;2.00;0.28;-0.00
549.00;-1.60;-0.41;1.68;0.41;0.00;0.06;0.30;1.60;1.60;0.41;1.60;0.41;-0.00
550.00;-1.20;-0.44;1.26;0.44;0.00;0.05;0.30;1.20;1.20;0.44;1.20;0.44;-0.00
551.00;-2.00;-0.42;2.11;0.42;0.00;0.07;0.30;2.00;2.00;0.42;2.00;0.42;-0.00
552.00;-2.00;-0.39;2.11;0.39;0.00;0.07;0.30;2.00;2.00;0.39;2.00;0.39;-0.00
553.00;-1.20;-0.39;1.26;0.39;0.00;0.05;0.30;1.20;1.20;0.39;1.20;0.39;-0.00
554.00;-1.20;-0.39;1.26;0.39;0.00;0.05;0.30;1.20;1.20;0.39;1.20;0.39;-0.00
555.00;-2.00;-0.46;2.11;0.46;0.00;0.07;0.30;2.00;2.00;0.46;2.00;0.46;-0.00
556.00;-2.00;-2.72;2.11;2.72;0.00;0.24;0.30;2.00;2.00;2.72;2.00;2.72;-0.00
557.00;-6.40;-1.50;6.74;1.50;0.00;0.23;0.30;6.40;6.40;1.50;6.40;1.50;-0.00
558.00;-1.60;-0.95;1.68;0.95;0.00;0.10;0.30;1.60;1.60;0.95;1.60;0.95;-0.00
559.00;-2.40;-1.17;2.53;1.17;0.00;0.13;0.30;2.40;2.40;1.17;2.40;1.17;-0.00
560.00;-2.00;-1.16;2.11;1.16;0.00;0.12;0.30;2.00;2.00;1.16;2.00;1.16;-0.00
561.00;-1.20;-1.18;1.26;1.18;0.00;0.11;0.30;1.20;1.20;1.18;1.20;1.18;-0.00
562.00;-1.20;-1.17;1.26;1.17;0.00;0.11;0.30;1.20;1.20;1.17;1.20;1.17;-0.00
563.00;-2.40;-1.10;2.53;1.10;0.00;0.13;0.30;2.40;2.40;1.10;2.40;1.10;-0.00
564.00;-2.00;-1.10;2.11;1.10;0.00;0.12;0.30;2.00;2.00;1.10;2.00;1.10;-0.00
565.00;-0.80;-1.23;0.84;1.23;0.00;0.11;0.30;0.80;0.80;1.23;0.80;1.23;-0.00
566.00;-2.80;-1.18;2.95;1.18;0.00;0.14;0.30;2.80;2.80;1.18;2.80;1.18;-0.00
567.00;-2.40;-1.19;2.53;1.19;0.00;0.13;0.30;2.40;2.40;1.19;2.40;1.19;-0.00
568.00;-1.60;-1.27;1.68;1.27;0.00;0.12;0.30;1.60;1.60;1.27;1.60;1.27;-0.00
569.00;-0.80;-1.25;0.84;1.25;0.00;0.11;0.30;0.80;0.80;1.25;0.80;1.25;-0.00
570.00;-2.80;-1.20;2.95;1.20;0.00;0.14;0.30;2.80;2.80;1.20;2.80;1.20;-0.00
571.00;-2.40;-1.05;2.53;1.05;0.00;0.12;0.30;2.40;2.40;1.05;2.40;1.05;-0.00
572.00;-2.00;-1.02;2.11;1.02;0.00;0.11;0.30;2.00;2.00;1.02;2.00;1.02;-0.00
573.00;-0.80;-1.14;0.84;1.14;0.00;0.08;0.24;0.80;0.80;1.14;0.80;1.14;-0.00
574.00;-3.20;-0.83;3.37;0.83;0.00;0.09;0.18;3.20;3.20;0.83;3.20;0.83;-0.00
575.00;-2.40;-0.93;2.53;0.93;0.00;0.07;0.11;2.40;2.40;0.93;2.40;0.93;-0.00
576.00;-2.80;-0.20;2.95;0.20;0.00;0.05;0.05;2.80;2.80;0.20;2.80;0.20;-0.00
577.00;-2.00;-0.28;2.11;0.28;0.00;0.04;0.05;2.00;2.00;0.28;2.00;0.28;-0.00
578.00;-0.80;-0.29;0.84;0.29;0.00;0.02;0.05;0.80;0.80;0.29;0.80;0.29;-0.00
579.00;-3.60;-0.32;3.79;0.32;0.00;0.07;0.05;3.60;3.60;0.32;3.60;0.32;-0.00
580.00;-3.20;-0.26;3.37;0.26;0.00;0.06;0.05;3.20;3.20;0.26;3.20;0.26;-0.00
581.00;-2.00;-0.19;2.11;0.19;0.00;0.04;0.05;2.00;2.00;0.19;2.00;0.19;-0.00
582.00;-0.80;-0.19;0.84;0.19;0.00;0.02;0.05;0.80;0.80;0.19;0.80;0.19;-0.00
583.00;-3.60;-0.21;3.79;0.21;0.00;0.07;0.05;3.60;3.60;0.21;3.60;0.21;-0.00
584.00;-2.80;-0.21;2.95;0.21;0.00;0.05;0.05;2.80;2.80;0.21;2.80;0.21;-0.00
585.00;-3.20;-0.30;3.37;0.30;0.00;0.06;0.05;3.20;3.20;0.30;3.20;0.30;-0.00
586.00;-0.80;-0.29;0.84;0.29;0.00;0.02;0.05;0.80;0.80;0.29;0.80;0.29;-0.00
587.00;-3.20;-0.32;3.37;0.32;0.00;0.06;0.05;3.20;3.20;0.32;3.20;0.32;-0.00
588.00;-3.20;-0.24;3.37;0.24;0.00;0.06;0.05;3.20;3.20;0.24;3.20;0.24;-0.00
589.00;-3.20;-0.27;3.37;0.27;0.00;0.06;0.05;3.20;3.20;0.27;3.20;0.27;-0.00
590.00;-0.80;-0.21;0.84;0.21;0.00;0.02;0.05;0.80;0.80;0.21;0.80;0.21;-0.00
591.00;-3.60;-0.22;3.79;0.22;0.00;0.07;0.05;3.60;3.60;0.22;3.60;0.22;-0.00
592.00;-3.60;-0.21;3.79;0.21;0.00;0.07;0.05;3.60;3.60;0.21;3.60;0.21;-0.00
593.00;-3.20;-0.31;3.37;0.31;0.00;0.06;0.05;3.20;3.20;0.31;3.20;0.31;-0.00
594.00;-0.80;-0.29;0.84;0.29;0.00;0.02;0.05;0.80;0.80;0.29;0.80;0.29;-0.00
595.00;-2.80;-0.32;2.95;0.32;0.00;0.05;0.05;2.80;2.80;0.32;2.80;0.32;-0.00
596.00;-3.20;-0.23;3.37;0.23;0.00;0.06;0.05;3.20;3.20;0.23;3.20;0.23;-0.00
597.00;-2.80;-0.20;2.95;0.20;0.00;0.05;0.05;2.80;2.80;0.20;2.80;0.20;-0.00
598.00;-0.80;-0.94;0.84;0.94;0.00;0.03;0.05;0.80;0.80;0.94;0.80;0.94;-0.00
599.00;-4.00;-0.37;4.21;0.37;0.00;0.08;0.05;4.00;4.00;0.37;4.00;0.37;-0.00
600.00;-5.20;-0.38;5.47;0.38;0.00;0.10;0.05;5.20;5.20;0.38;5.20;0.38;-0.00
601.00;-3.60;-0.86;3.79;0.86;0.00;0.08;0.05;3.60;3.60;0.86;3.60;0.86;-0.00
602.00;-0.80;-0.71;0.84;0.71;0.00;0.02;0.05;0.80;0.80;0.71;0.80;0.71;-0.00
603.00;-3.60;-0.33;3.79;0.33;0.00;0.07;0.05;3.60;3.60;0.33;3.60;0.33;-0.00
604.00;-3.60;-0.30;3.79;0.30;0.00;0.07;0.05;3.60;3.60;0.30;3.60;0.30;-0.00
605.00;-5.60;-0.31;5.89;0.31;0.00;0.10;0.05;5.60;5.60;0.31;5.60;0.31;-0.00
606.00;-0.80;-0.36;0.84;0.36;0.00;0.02;0.05;0.80;0.80;0.36;0.80;0.36;-0.00
607.00;-2.00;-0.29;2.11;0.29;0.00;0.04;0.05;2.00;2.00;0.29;2.00;0.29;-0.00
608.00;-2.00;-0.43;2.11;0.43;0.00;0.04;0.05;2.00;2.00;0.43;2.00;0.43;-0.00
609.00;-1.60;-0.94;1.68;0.94;0.00;0.04;0.05;1.60;1.60;0.94;1.60;0.94;-0.00
610.00;-0.80;-0.33;0.84;0.33;0.00;0.02;0.05;0.80;0.80;0.33;0.80;0.33;-0.00
611.00;-2.40;-0.31;2.53;0.31;0.00;0.05;0.05;2.40;2.40;0.31;2.40;0.31;-0.00
612.00;-2.80;-0.30;2.95;0.30;0.00;0.05;0.05;2.80;2.80;0.30;2.80;0.30;-0.00
613.00;-1.60;-0.29;1.68;0.29;0.00;0.03;0.05;1.60;1.60;0.29;1.60;0.29;-0.00
614.00;-0.80;-0.27;0.84;0.27;0.00;0.02;0.05;0.80;0.80;0.27;0.80;0.27;-0.00
615.00;-2.00;-0.82;2.11;0.82;0.00;0.05;0.05;2.00;2.00;0.82;2.00;0.82;-0.00
616.00;-2.40;-0.42;2.53;0.42;0.00;0.05;0.05;2.40;2.40;0.42;2.40;0.42;-0.00
617.00;-2.00;-1.34;2.11;1.34;0.00;0.05;0.05;2.00;2.00;1.34;2.00;1.34;-0.00
618.00;-0.80;-1.47;0.84;1.47;0.00;0.03;0.05;0.80;0.80;1.47;0.80;1.47;-0.00
619.00;-2.40;-0.34;2.53;0.34;0.00;0.05;0.05;2.40;2.40;0.34;2.40;0.34;-0.00
620.00;-5.20;-0.44;5.47;0.44;0.00;0.10;0.05;5.20;5.20;0.44;5.20;0.44;-0.00
621.00;-0.40;-0.33;0.42;0.33;0.00;0.02;0.11;0.40;0.40;0.33;0.40;0.33;-0.00
622.00;-2.00;-0.29;2.11;0.29;0.00;0.05;0.18;2.00;2.00;0.29;2.00;0.29;-0.00
623.00;-3.20;-1.47;3.37;1.47;0.00;0.14;0.24;3.20;3.20;1.47;3.20;1.47;-0.00
624.00;0.00;-2.04;0.00;2.04;0.00;0.15;0.30;-0.00;0.00;2.04;0.00;2.04;-0.00
625.00;-2.80;-0.94;2.95;0.94;0.00;0.12;0.30;2.80;2.80;0.94;2.80;0.94;-0.00
626.00;-2.40;-0.33;2.53;0.33;0.00;0.07;0.30;2.40;2.40;0.33;2.40;0.33;-0.00
627.00;-1.60;-0.30;1.68;0.30;0.00;0.05;0.30;1.60;1.60;0.30;1.60;0.30;-0.00
628.00;-3.60;-0.34;3.79;0.34;0.00;0.09;0.30;3.60;3.60;0.34;3.60;0.34;-0.00
629.00;-3.20;-0.39;3.37;0.39;0.00;0.09;0.30;3.20;3.20;0.39;3.20;0.39;-0.00
630.00;-1.60;-0.35;1.68;0.35;0.00;0.05;0.30;1.60;1.60;0.35;1.60;0.35;-0.00
631.00;-0.40;-0.35;0.42;0.35;0.00;0.03;0.30;0.40;0.40;0.35;0.40;0.35;-0.00
632.00;-1.60;-0.46;1.68;0.46;0.00;0.06;0.30;1.60;1.60;0.46;1.60;0.46;-0.00
633.00;-1.20;-0.54;1.26;0.54;0.00;0.06;0.30;1.20;1.20;0.54;1.20;0.54;-0.00
634.00;-0.80;-0.52;0.84;0.52;0.00;0.05;0.30;0.80;0.80;0.52;0.80;0.52;-0.00
635.00;-2.00;-0.41;2.11;0.41;0.00;0.07;0.30;2.00;2.00;0.41;2.00;0.41;-0.00
636.00;-2.00;-0.42;2.11;0.42;0.00;0.07;0.30;2.00;2.00;0.42;2.00;0.42;-0.00
637.00;-1.20;-0.24;1.26;0.24;0.00;0.04;0.30;1.20;1.20;0.24;1.20;0.24;-0.00
638.00;-1.20;-0.27;1.26;0.27;0.00;0.04;0.30;1.20;1.20;0.27;1.20;0.27;-0.00
639.00;-2.00;-0.33;2.11;0.33;0.00;0.06;0.30;2.00;2.00;0.33;2.00;0.33;-0.00
640.00;-1.60;-0.60;1.68;0.60;0.00;0.07;0.30;1.60;1.60;0.60;1.60;0.60;-0.00
641.00;-1.60;-0.36;1.68;0.36;0.00;0.06;0.30;1.60;1.60;0.36;1.60;0.36;-0.00
642.00;-0.80;-0.50;0.84;0.50;0.00;0.05;0.30;0.80;0.80;0.50;0.80;0.50;-0.00
643.00;-2.00;-0.37;2.11;0.37;0.00;0.06;0.30;2.00;2.00;0.37;2.00;0.37;-0.00
644.00;-2.00;-0.28;2.11;0.28;0.00;0.06;0.30;2.00;2.00;0.28;2.00;0.28;-0.00
645.00;-1.60;-0.41;1.68;0.41;0.00;0.06;0.30;1.60;1.60;0.41;1.60;0.41;-0.00
646.00;-1.20;-0.44;1.26;0.44;0.00;0.05;0.30;1.20;1.20;0.44;1.20;0.44;-0.00
647.00;-2.00;-0.42;2.11;0.42;0.00;0.07;0.30;2.00;2.00;0.42;2.00;0.42;-0.00
648.00;-2.00;-0.39;2.11;0.39;0.00;0.07;0.30;2.00;2.00;0.39;2.00;0.39;-0.00
649.00;-1.20;-0.39;1.26;0.39;0.00;0.05;0.30;1.20;1.20;0.39;1.20;0.39;-0.00
650.00;-1.20;-0.39;1.26;0.39;0.00;0.05;0.30;1.20;1.20;0.39;1.20;0.39;-0.00
651.00;-2.00;-0.46;2.11;0.46;0.00;0.07;0.30;2.00;2.00;0.46;2.00;0.46;-0.00
652.00;-2.00;-2.72;2.11;2.72;0.00;0.24;0.30;2.00;2.00;2.72;2.00;2.72;-0.00
653.00;-6.40;-1.50;6.74;1.50;0.00;0.23;0.30;6.40;6.40;1.50;6.40;1.50;-0.00
654.00;-1.60;-0.95;1.68;0.95;0.00;0.10;0.30;1.60;1.60;0.95;1.60;0.95;-0.00
655.00;-2.40;-1.17;2.53;1.17;0.00;0.13;0.30;2.40;2.40;1.17;2.40;1.17;-0.00
656.00;-2.00;-1.16;2.11;1.16;0.00;0.12;0.30;2.00;2.00;1.16;2.00;1.16;-0.00
657.00;-1.20;-1.18;1.26;1.18;0.00;0.11;0.30;1.20;1.20;1.18;1.20;1.18;-0.00
658.00;-1.20;-1.17;1.26;1.17;0.00;0.11;0.30;1.20;1.20;1.17;1.20;1.17;-0.00
659.00;-2.40;-1.10;2.53;1.10;0.00;0.13;0.30;2.40;2.40;1.10;2.40;1.10;-0.00
660.00;-2.00;-1.10;2.11;1.10;0.00;0.12;0.30;2.00;2.00;1.10;2.00;1.10;-0.00
661.00;-0.80;-1.23;0.84;1.23;0.00;0.11;0.30;0.80;0.80;1.23;0.80;1.23;-0.00
662.00;-2.80;-1.18;2.95;1.18;0.00;0.14;0.30;2.80;2.80;1.18;2.80;1.18;-0.00
663.00;-2.40;-1.19;2.53;1.19;0.00;0.13;0.30;2.40;2.40;1.19;2.40;1.19;-0.00
664.00;-1.60;-1.27;1.68;1.27;0.00;0.12;0.30;1.60;1.60;1.27;1.60;1.27;-0.00
665.00;-0.80;-1.25;0.84;1.25;0.00;0.11;0.30;0.80;0.80;1.25;0.80;1.25;-0.00
666.00;-2.80;-1.20;2.95;1.20;0.00;0.14;0.30;2.80;2.80;1.20;2.80;1.20;-0.00
667.00;-2.40;-1.05;2.53;1.05;0.00;0.12;0.30;2.40;2.40;1.05;2.40;1.05;-0.00
668.00;-2.00;-1.02;2.11;1.02;0.00;0.11;0.30;2.00;2.00;1.02;2.00;1.02;-0.00
669.00;-0.80;-1.14;0.84;1.14;0.00;0.08;0.24;0.80;0.80;1.14;0.80;1.14;-0.00
670.00;-3.20;-0.83;3.37;0.83;0.00;0.09;0.18;3.20;3.20;0.83;3.20;0.83;-0.00
671.00;-2.40;-0.93;2.53;0.93;0.00;0.07;0.11;2.40;2.40;0.93;2.40;0.93;-0.00
