timeStep;demandHeat;demandElectricity;ThermalStorage4Discharge;ThermalStorage4Charge;CHP4;ElecBuy;ElecSell;HeatBuy;HeatSell;ThermalStorage4SOC;Cost;Price;
0.00;-9.48;-2.93;1.15;0.00;13.66;0.00;1.03;0.00;0.00;20.00;0.23;0.05
1.00;-8.02;-2.88;0.81;0.00;11.81;0.00;0.54;0.00;0.00;19.68;0.20;0.05
2.00;-5.46;-2.88;0.00;0.00;8.95;0.29;0.00;0.00;0.00;19.45;0.16;0.05
3.00;-4.29;-3.51;0.00;0.00;7.04;1.47;0.00;0.00;0.00;19.45;0.14;0.05
4.00;-9.31;-4.10;0.35;0.00;14.68;0.00;0.15;0.00;0.00;19.45;0.25;0.05
5.00;-7.34;-3.91;0.00;0.00;12.03;0.42;0.00;0.00;0.00;19.36;0.21;0.05
6.00;-3.26;-3.46;0.00;0.00;5.34;1.91;0.00;0.00;0.00;19.36;0.12;0.05
7.00;-1.75;-3.10;0.00;0.00;2.87;2.26;0.00;0.00;0.00;19.36;0.08;0.05
8.00;-3.25;-3.12;0.00;0.00;5.33;1.57;0.00;0.00;0.00;19.36;0.11;0.05
9.00;-3.70;-3.06;0.00;0.00;6.06;1.30;0.00;0.00;0.00;19.36;0.12;0.05
10.00;-3.24;-2.55;0.00;0.00;5.31;1.00;0.00;0.00;0.00;19.36;0.10;0.05
11.00;-4.83;-2.25;0.05;0.00;7.83;0.00;0.02;0.00;0.00;19.36;0.13;0.05
12.00;-6.86;-2.30;0.85;0.00;9.84;0.00;0.55;0.00;0.00;19.34;0.17;0.05
13.00;-6.99;-2.34;0.88;0.00;10.01;0.00;0.56;0.00;0.00;19.10;0.17;0.05
14.00;-5.01;-2.34;0.04;0.00;8.13;0.00;0.02;0.00;0.00;18.86;0.14;0.05
15.00;-3.59;-2.44;0.00;0.00;5.88;0.73;0.00;0.00;0.00;18.85;0.11;0.05
16.00;-5.51;-2.47;0.16;0.00;8.77;0.00;0.07;0.00;0.00;18.85;0.15;0.05
17.00;-6.95;-2.43;0.86;0.00;9.97;0.00;0.46;0.00;0.00;18.80;0.17;0.05
18.00;-7.10;-2.53;0.82;0.00;10.29;0.00;0.46;0.00;0.00;18.56;0.17;0.05
19.00;-8.80;-2.61;1.34;0.00;12.22;0.00;0.93;0.00;0.00;18.33;0.20;0.05
20.00;-12.73;-2.51;2.52;0.00;16.74;0.00;2.34;0.00;0.00;17.96;0.27;0.05
21.00;-12.78;-2.48;2.75;0.00;16.45;0.00;2.29;0.00;0.00;17.26;0.27;0.05
22.00;-6.53;-2.72;0.42;0.00;10.02;0.00;0.19;0.00;0.00;16.50;0.17;0.05
23.00;-3.75;-3.03;0.00;0.00;6.14;1.25;0.00;0.00;0.00;16.38;0.12;0.05
24.00;-10.45;-3.34;1.49;0.00;14.69;0.00;0.92;0.00;0.00;16.38;0.25;0.05
25.00;-24.44;-3.80;5.98;0.00;30.27;0.00;4.98;0.00;0.00;15.96;0.49;0.05
26.00;-19.56;-4.30;4.43;0.00;24.81;0.00;2.90;0.00;0.00;14.30;0.41;0.05
27.00;-8.34;-5.23;0.00;0.00;13.68;1.26;0.00;0.00;0.00;13.07;0.25;0.05
28.00;-28.38;-6.72;7.11;0.00;34.88;0.00;3.40;0.00;0.00;13.07;0.58;0.05
29.00;-38.03;-6.75;14.51;0.00;38.56;0.00;4.43;0.00;0.00;11.10;0.63;0.05
30.00;-17.71;-5.74;2.85;0.00;24.35;0.00;1.32;0.00;0.00;7.07;0.41;0.05
31.00;-17.99;-5.21;3.78;0.00;23.29;0.00;1.54;0.00;0.00;6.28;0.39;0.05
32.00;-24.68;-5.09;9.36;0.00;25.10;0.00;2.19;0.00;0.00;5.22;0.42;0.05
33.00;-15.47;-5.62;2.03;0.00;22.04;0.00;0.77;0.00;0.00;2.62;0.37;0.05
34.00;-11.97;-6.66;0.00;0.00;19.63;0.96;0.00;0.00;0.00;2.06;0.35;0.05
35.00;-11.52;-6.73;0.00;0.00;18.88;1.26;0.00;0.00;0.00;2.06;0.34;0.05
36.00;-8.39;-7.27;0.00;0.00;13.75;3.29;0.00;0.00;0.00;2.06;0.28;0.05
37.00;-8.52;-7.12;0.00;0.00;13.97;3.07;0.00;0.00;0.00;2.06;0.28;0.05
38.00;-11.80;-6.36;0.00;0.00;19.35;0.75;0.00;0.00;0.00;2.06;0.34;0.05
39.00;-12.39;-7.50;0.00;0.00;20.32;1.61;0.00;0.00;0.00;2.06;0.37;0.05
40.00;-13.79;-6.71;0.00;0.00;22.60;0.16;0.00;0.00;0.00;2.06;0.39;0.05
41.00;-12.20;-6.90;0.00;0.00;20.00;1.10;0.00;0.00;0.00;2.06;0.36;0.05
42.00;-9.15;-6.08;0.00;0.00;15.00;1.73;0.00;0.00;0.00;2.06;0.28;0.05
43.00;-10.73;-3.90;2.16;0.00;14.05;0.00;0.17;0.00;0.00;2.06;0.24;0.05
44.00;-14.01;-3.98;5.26;0.00;14.34;0.00;0.18;0.00;0.00;1.46;0.24;0.05
45.00;-18.54;-4.23;0.00;0.00;30.40;0.00;4.58;0.00;0.00;0.00;0.46;0.11
46.00;-14.15;-4.23;0.00;0.00;23.20;0.00;2.49;0.00;0.00;0.00;0.34;0.18
47.00;-10.04;-4.72;0.00;0.00;16.46;0.00;0.06;0.00;0.00;0.00;0.28;0.24
48.00;-9.74;-5.71;0.00;2.27;19.68;0.00;0.00;0.00;0.00;0.00;0.34;0.30
49.00;-8.15;-6.50;0.00;5.53;22.42;0.00;0.00;0.00;0.00;0.51;0.38;0.30
50.00;-7.94;-7.62;0.00;8.09;26.28;0.00;0.00;0.00;0.00;1.75;0.45;0.30
51.00;-8.67;-8.86;0.00;9.96;30.54;0.00;0.00;0.00;0.00;3.58;0.52;0.30
52.00;-9.23;-8.71;0.00;9.09;30.03;0.00;0.00;0.00;0.00;5.82;0.51;0.30
53.00;-9.14;-6.60;0.00;4.75;22.77;0.00;0.00;0.00;0.00;7.86;0.39;0.30
54.00;-9.54;-5.13;0.00;1.25;17.69;0.00;0.00;0.00;0.00;8.93;0.30;0.30
55.00;-8.97;-4.75;0.00;1.15;16.60;0.00;0.06;0.00;0.00;9.21;0.28;0.30
56.00;-19.39;-4.07;0.00;0.26;32.21;0.00;5.27;0.00;0.00;9.47;0.35;0.30
57.00;-29.85;-3.89;0.00;0.69;50.06;0.00;10.63;0.00;0.00;9.53;0.46;0.30
58.00;-22.19;-4.64;0.00;0.98;37.98;0.00;6.38;0.00;0.00;9.68;0.41;0.30
59.00;-17.53;-5.23;0.00;1.49;31.19;0.00;3.81;0.00;0.00;9.90;0.39;0.30
60.00;-16.40;-4.54;0.00;1.64;29.58;0.00;4.03;0.00;0.00;10.24;0.36;0.30
61.00;-12.60;-3.30;0.00;2.17;24.22;0.00;3.72;0.00;0.00;10.61;0.28;0.30
62.00;-18.98;-3.53;0.00;2.59;35.36;0.00;6.73;0.00;0.00;11.10;0.35;0.30
63.00;-18.17;-3.51;0.00;3.29;35.18;0.00;6.69;0.00;0.00;11.68;0.35;0.30
64.00;-11.88;-4.42;0.00;5.61;28.66;0.00;3.90;0.00;0.00;12.42;0.34;0.30
65.00;-16.50;-5.97;0.00;6.05;36.97;0.00;4.75;0.00;0.00;13.68;0.46;0.30
66.00;-18.87;-6.41;0.00;6.84;42.15;0.00;5.81;0.00;0.00;15.04;0.50;0.30
67.00;-11.38;-7.83;0.00;12.69;39.45;0.00;3.61;0.00;0.00;16.58;0.54;0.30
68.00;-16.94;-10.40;0.00;12.36;48.03;0.00;3.53;0.00;0.00;19.44;0.69;0.30
69.00;-22.45;-11.28;0.00;9.62;52.56;0.00;3.97;0.00;0.00;22.22;0.75;0.30
70.00;-15.54;-9.30;0.00;12.68;46.27;0.00;4.12;0.00;0.00;24.38;0.64;0.30
71.00;-8.43;-7.31;0.00;15.78;39.69;0.00;4.20;0.00;0.00;27.23;0.52;0.30
72.00;-9.77;-7.90;0.00;15.36;41.20;0.00;4.05;0.00;0.00;30.79;0.55;0.30
73.00;-14.81;-8.20;0.00;12.13;44.18;0.00;4.61;0.00;0.00;34.24;0.58;0.30
74.00;-17.64;-6.75;0.00;9.35;44.25;0.00;6.08;0.00;0.00;36.97;0.53;0.30
75.00;-16.91;-5.70;0.00;9.13;42.69;0.00;6.68;0.00;0.00;39.08;0.48;0.30
76.00;-12.28;-5.30;0.00;11.30;38.66;0.00;5.91;0.00;0.00;41.13;0.44;0.30
77.00;-11.07;-6.92;0.00;13.46;40.20;0.00;4.74;0.00;0.00;43.67;0.51;0.30
78.00;-9.25;-7.41;0.00;15.36;40.34;0.00;4.29;0.00;0.00;46.70;0.53;0.30
79.00;-17.60;-8.53;0.00;10.63;46.28;0.00;4.89;0.00;0.00;50.15;0.61;0.30
80.00;-25.83;-10.03;0.00;6.87;53.60;0.00;5.52;0.00;0.00;52.55;0.71;0.30
81.00;-18.72;-8.59;0.00;10.07;47.20;0.00;5.10;0.00;0.00;54.09;0.62;0.30
82.00;-12.00;-6.95;0.00;13.39;41.61;0.00;5.12;0.00;0.00;56.36;0.52;0.30
83.00;-9.03;-7.12;0.00;15.93;40.93;0.00;4.75;0.00;0.00;59.37;0.52;0.30
84.00;-7.51;-7.37;0.00;17.49;40.98;0.00;4.52;0.00;0.00;62.96;0.53;0.30
85.00;-7.79;-6.93;0.00;17.03;40.68;0.00;4.87;0.00;0.00;66.89;0.51;0.30
86.00;-8.39;-7.43;0.00;17.43;42.33;0.00;4.85;0.00;0.00;70.72;0.54;0.30
87.00;-8.64;-7.06;0.00;16.95;41.95;0.00;5.10;0.00;0.00;74.64;0.53;0.30
88.00;-7.77;-5.36;0.00;16.80;40.28;0.00;6.32;0.00;0.00;78.46;0.45;0.30
89.00;-7.77;-4.88;0.00;17.58;41.56;0.00;7.17;0.00;0.00;82.24;0.44;0.30
90.00;-8.23;-5.38;0.00;18.68;44.11;0.00;7.42;0.00;0.00;86.19;0.48;0.30
91.00;-8.57;-5.39;0.00;18.67;44.66;0.00;7.56;0.00;0.00;90.39;0.48;0.30
92.00;-10.04;-5.08;0.00;19.85;49.01;0.00;9.13;0.00;0.00;94.59;0.50;0.30
93.00;-8.12;-5.15;0.00;2.70;17.75;0.00;0.00;0.00;0.00;99.06;0.30;0.24
94.00;-8.62;-4.79;0.00;1.47;16.53;0.00;0.00;0.00;0.00;99.67;0.28;0.18
95.00;-8.47;-3.99;0.00;0.00;13.89;0.00;0.04;0.00;0.00;100.00;0.24;0.11
96.00;-9.48;-2.93;6.83;0.00;4.35;1.67;0.00;0.00;0.00;100.00;0.10;0.05
97.00;-8.02;-2.88;6.92;0.00;1.81;2.36;0.00;0.00;0.00;98.10;0.06;0.05
98.00;-5.46;-2.88;3.47;0.00;3.26;1.94;0.00;0.00;0.00;96.18;0.08;0.05
99.00;-4.29;-3.51;2.84;0.00;2.38;2.82;0.00;0.00;0.00;95.22;0.08;0.05
100.00;-9.31;-4.10;7.38;0.00;3.16;3.19;0.00;0.00;0.00;94.43;0.09;0.05
101.00;-7.34;-3.91;5.14;0.00;3.60;2.86;0.00;0.00;0.00;92.38;0.10;0.05
102.00;-3.26;-3.46;2.19;0.00;1.74;2.95;0.00;0.00;0.00;90.95;0.07;0.05
103.00;-1.75;-3.10;0.54;0.00;1.98;2.52;0.00;0.00;0.00;90.34;0.07;0.05
104.00;-3.25;-3.12;1.16;0.00;3.42;2.12;0.00;0.00;0.00;90.19;0.09;0.05
105.00;-3.70;-3.06;1.46;0.00;3.66;1.99;0.00;0.00;0.00;89.87;0.09;0.05
106.00;-3.24;-2.55;1.34;0.00;3.12;1.64;0.00;0.00;0.00;89.46;0.07;0.05
107.00;-4.83;-2.25;3.06;0.00;2.90;1.41;0.00;0.00;0.00;89.09;0.07;0.05
108.00;-6.86;-2.30;4.97;0.00;3.09;1.40;0.00;0.00;0.00;88.24;0.07;0.05
109.00;-6.99;-2.34;5.13;0.00;3.05;1.46;0.00;0.00;0.00;86.86;0.07;0.05
110.00;-5.01;-2.34;3.09;0.00;3.15;1.43;0.00;0.00;0.00;85.43;0.07;0.05
111.00;-3.59;-2.44;1.92;0.00;2.73;1.65;0.00;0.00;0.00;84.58;0.07;0.05
112.00;-5.51;-2.47;3.54;0.00;3.24;1.54;0.00;0.00;0.00;84.04;0.07;0.05
113.00;-6.95;-2.43;4.77;0.00;3.56;1.40;0.00;0.00;0.00;83.06;0.08;0.05
114.00;-7.10;-2.53;5.05;0.00;3.36;1.55;0.00;0.00;0.00;81.73;0.08;0.05
115.00;-8.80;-2.61;6.62;0.00;3.56;1.58;0.00;0.00;0.00;80.33;0.08;0.05
116.00;-12.73;-2.51;10.47;0.00;3.70;1.44;0.00;0.00;0.00;78.49;0.08;0.05
117.00;-12.78;-2.48;10.42;0.00;3.88;1.36;0.00;0.00;0.00;75.58;0.08;0.05
118.00;-6.53;-2.72;4.42;0.00;3.46;1.71;0.00;0.00;0.00;72.69;0.08;0.05
119.00;-3.75;-3.03;2.18;0.00;2.57;2.28;0.00;0.00;0.00;71.46;0.07;0.05
120.00;-10.45;-3.34;7.68;0.00;4.56;2.02;0.00;0.00;0.00;70.85;0.10;0.05
121.00;-24.44;-3.80;20.74;0.00;6.07;2.04;0.00;0.00;0.00;68.72;0.13;0.05
122.00;-19.56;-4.30;15.68;0.00;6.36;2.45;0.00;0.00;0.00;62.96;0.14;0.05
123.00;-8.34;-5.23;5.34;0.00;4.92;3.80;0.00;0.00;0.00;58.61;0.13;0.05
124.00;-28.38;-6.72;22.87;0.00;9.03;4.10;0.00;0.00;0.00;57.12;0.21;0.05
125.00;-38.03;-6.75;32.20;0.00;9.56;3.98;0.00;0.00;0.00;50.77;0.21;0.05
126.00;-17.71;-5.74;13.37;0.00;7.10;3.68;0.00;0.00;0.00;41.82;0.17;0.05
127.00;-17.99;-5.21;13.92;0.00;6.68;3.28;0.00;0.00;0.00;38.11;0.16;0.05
128.00;-24.68;-5.09;20.37;0.00;7.06;3.05;0.00;0.00;0.00;34.24;0.16;0.05
129.00;-15.47;-5.62;11.55;0.00;6.43;3.75;0.00;0.00;0.00;28.58;0.16;0.05
130.00;-11.97;-6.66;8.30;0.00;6.01;4.91;0.00;0.00;0.00;25.38;0.16;0.05
131.00;-11.52;-6.73;7.97;0.00;5.81;5.05;0.00;0.00;0.00;23.07;0.16;0.05
132.00;-8.39;-7.27;5.41;0.00;4.87;5.86;0.00;0.00;0.00;20.85;0.16;0.05
133.00;-8.52;-7.12;5.59;0.00;4.81;5.73;0.00;0.00;0.00;19.35;0.15;0.05
134.00;-11.80;-6.36;8.50;0.00;5.41;4.79;0.00;0.00;0.00;17.80;0.15;0.05
135.00;-12.39;-7.50;8.96;0.00;5.63;5.87;0.00;0.00;0.00;15.44;0.17;0.05
136.00;-13.79;-6.71;10.42;0.00;5.53;5.11;0.00;0.00;0.00;12.95;0.16;0.05
137.00;-12.20;-6.90;9.14;0.00;5.02;5.44;0.00;0.00;0.00;10.05;0.15;0.05
138.00;-9.15;-6.08;6.61;0.00;4.16;4.88;0.00;0.00;0.00;7.52;0.13;0.05
139.00;-10.73;-3.90;8.52;0.00;3.63;2.85;0.00;0.00;0.00;5.68;0.10;0.05
140.00;-14.01;-3.98;11.93;0.00;3.42;2.99;0.00;0.00;0.00;3.31;0.10;0.05
