demandHeat;demandElectricity;GasBoiler1;GasBoiler2;PV2;Battery2Discharge;Battery2Charge;PV3;ThermalStorage3Discharge;ThermalStorage3Charge;HeatPump3;ThermalStorage4Discharge;ThermalStorage4Charge;CHP4;SolarThermic5;ThermalStorage5Discharge;ThermalStorage5Charge;CHP5;ElecBuy;ElecSell;HeatBuy;HeatSell;Battery2SOC;ThermalStorage3SOC;ThermalStorage4SOC;ThermalStorage5SOC;Cost;
-10.10;-2.76;0.00;0.00;0.00;9.00;0.00;0.00;3.37;0.00;0.00;3.37;0.00;0.00;0.00;3.37;0.00;0.00;0.00;6.24;0.00;0.00;2.40;20.00;20.00;20.00;-0.15
-10.60;-2.73;0.00;0.00;0.00;0.12;0.00;0.00;3.54;0.00;0.00;3.54;0.00;0.00;0.00;3.54;0.00;0.00;2.61;0.00;0.00;0.00;0.03;19.06;19.06;19.06;0.13
-7.48;-2.89;0.00;0.00;0.00;0.00;0.00;0.00;2.49;0.00;0.00;2.49;0.00;0.00;0.00;2.49;0.00;0.00;2.89;0.00;0.00;0.00;0.00;18.08;18.08;18.08;0.15
-7.37;-3.24;0.00;0.00;0.00;0.00;0.00;0.00;2.46;0.00;0.00;2.46;0.00;0.00;0.00;2.46;0.00;0.00;3.24;0.00;0.00;0.00;0.00;17.39;17.39;17.39;0.16
-11.13;-3.40;0.00;0.00;0.00;0.00;0.00;0.00;3.71;0.00;0.00;3.71;0.00;0.00;0.00;3.71;0.00;0.00;3.40;0.00;0.00;0.00;0.00;16.71;16.71;16.71;0.17
-12.40;-3.30;0.00;0.00;0.00;0.00;0.00;0.00;4.13;0.00;0.00;4.13;0.00;0.00;0.00;4.13;0.00;0.00;3.30;0.00;0.00;0.00;0.00;15.68;15.68;15.68;0.17
-9.01;-3.04;0.00;0.00;0.00;0.00;0.00;0.00;3.00;0.00;0.00;3.00;0.00;0.00;0.00;3.00;0.00;0.00;3.04;0.00;0.00;0.00;0.00;14.53;14.53;14.53;0.15
-6.91;-2.90;0.00;0.00;0.00;0.00;0.00;0.00;2.30;0.00;0.00;2.30;0.00;0.00;0.00;2.30;0.00;0.00;2.90;0.00;0.00;0.00;0.00;13.70;13.70;13.70;0.15
-8.44;-2.85;0.00;0.00;0.00;0.00;0.00;0.00;2.81;0.00;0.00;2.81;0.00;0.00;0.00;2.81;0.00;0.00;2.85;0.00;0.00;0.00;0.00;13.06;13.06;13.06;0.14
-11.09;-2.92;0.00;0.00;0.00;0.00;0.00;0.00;3.70;0.00;0.00;3.70;0.00;0.00;0.00;3.70;0.00;0.00;2.92;0.00;0.00;0.00;0.00;12.27;12.27;12.27;0.15
-9.19;-2.75;0.00;0.00;0.00;0.00;0.00;0.00;3.06;0.00;0.00;3.06;0.00;0.00;0.00;3.06;0.00;0.00;2.75;0.00;0.00;0.00;0.00;11.25;11.25;11.25;0.14
-7.68;-2.55;0.00;0.00;0.00;0.00;0.00;0.00;2.56;0.00;0.00;2.56;0.00;0.00;0.00;2.56;0.00;0.00;2.55;0.00;0.00;0.00;0.00;10.40;10.40;10.40;0.13
-8.90;-2.51;0.00;0.00;0.00;0.00;0.00;0.00;2.97;0.00;0.00;2.97;0.00;0.00;0.00;2.97;0.00;0.00;2.51;0.00;0.00;0.00;0.00;9.69;9.69;9.69;0.13
-13.04;-2.71;0.00;0.00;0.00;0.00;0.00;0.00;4.35;0.00;0.00;4.35;0.00;0.00;0.00;4.35;0.00;0.00;2.71;0.00;0.00;0.00;0.00;8.86;8.86;8.86;0.14
-11.01;-2.72;0.00;0.00;0.00;0.00;0.00;0.00;3.67;0.00;0.00;3.67;0.00;0.00;0.00;3.67;0.00;0.00;2.72;0.00;0.00;0.00;0.00;7.65;7.65;7.65;0.14
-8.91;-2.61;0.00;0.00;0.00;0.00;0.00;0.00;2.97;0.00;0.00;2.97;0.00;0.00;0.00;2.97;0.00;0.00;2.61;0.00;0.00;0.00;0.00;6.64;6.64;6.64;0.13
-8.88;-2.55;0.00;0.00;0.00;0.00;0.00;0.00;2.96;0.00;0.00;2.96;0.00;0.00;0.00;2.96;0.00;0.00;2.55;0.00;0.00;0.00;0.00;5.81;5.81;5.81;0.13
-9.63;-2.59;0.00;0.00;0.00;0.00;0.00;0.00;3.21;0.00;0.00;3.21;0.00;0.00;0.00;3.21;0.00;0.00;2.59;0.00;0.00;0.00;0.00;4.99;4.99;4.99;0.13
-8.47;-2.60;0.00;0.00;0.00;0.00;0.00;0.00;2.82;0.00;0.00;2.82;0.00;0.00;0.00;2.82;0.00;0.00;2.60;0.00;0.00;0.00;0.00;4.10;4.10;4.10;0.13
-10.58;-2.64;0.00;0.00;0.00;0.00;0.00;0.00;3.53;0.00;0.00;3.53;0.00;0.00;0.00;3.53;0.00;0.00;2.64;0.00;0.00;0.00;0.00;3.31;3.31;3.31;0.13
-14.49;-2.63;0.00;0.00;0.00;0.00;0.00;0.00;4.83;0.00;0.00;4.83;0.00;0.00;0.00;4.83;0.00;0.00;2.63;0.00;0.00;0.00;0.00;2.33;2.33;2.33;0.13
-13.43;-3.23;0.00;0.00;0.00;0.00;0.00;0.00;3.56;0.00;1.10;3.56;0.00;0.00;0.00;3.56;0.00;0.00;4.33;0.00;0.00;0.00;0.00;0.99;0.99;0.99;0.22
-10.82;-3.23;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4.33;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7.56;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.38
