timestamp; value
2014-05-24 00:00:11; 0
2014-05-24 00:00:21; 0
2014-05-24 00:00:31; 0
2014-05-24 00:00:41; 0
2014-05-24 00:00:51; 0
2014-05-24 00:01:01; 0
2014-05-24 00:01:11; 0
2014-05-24 00:01:21; 0
2014-05-24 00:01:31; 0
2014-05-24 00:01:41; 0
2014-05-24 00:01:51; 0
2014-05-24 00:02:01; 0
2014-05-24 00:02:11; 0
2014-05-24 00:02:21; 0
2014-05-24 00:02:31; 0
2014-05-24 00:02:41; 0
2014-05-24 00:02:52; 0
2014-05-24 00:03:02; 0
2014-05-24 00:03:12; 0
2014-05-24 00:03:22; 0
2014-05-24 00:03:32; 0
2014-05-24 00:03:42; 0
2014-05-24 00:03:52; 0
2014-05-24 00:04:02; 0
2014-05-24 00:04:12; 0
2014-05-24 00:04:22; 0
2014-05-24 00:04:32; 0
2014-05-24 00:04:42; 0
2014-05-24 00:04:52; 0
2014-05-24 00:05:02; 0
2014-05-24 00:05:12; 0
2014-05-24 00:05:22; 0
2014-05-24 00:05:32; 0
2014-05-24 00:05:42; 0
2014-05-24 00:05:52; 0
2014-05-24 00:06:02; 0
2014-05-24 00:06:12; 0
2014-05-24 00:06:22; 0
2014-05-24 00:06:32; 0
2014-05-24 00:06:42; 0
2014-05-24 00:06:52; 0
2014-05-24 00:07:02; 0
2014-05-24 00:07:12; 0
2014-05-24 00:07:22; 0
2014-05-24 00:07:32; 0
2014-05-24 00:07:42; 0
2014-05-24 00:07:52; 0
2014-05-24 00:08:02; 0
2014-05-24 00:08:12; 0
2014-05-24 00:08:22; 0
2014-05-24 00:08:33; 0
2014-05-24 00:08:43; 0
2014-05-24 00:08:53; 0
2014-05-24 00:09:03; 0
2014-05-24 00:09:13; 0
2014-05-24 00:09:23; 0
2014-05-24 00:09:33; 0
2014-05-24 00:09:43; 0
2014-05-24 00:09:53; 0
2014-05-24 00:10:03; 0
2014-05-24 00:10:13; 0
2014-05-24 00:10:23; 0
2014-05-24 00:10:33; 0
2014-05-24 00:10:43; 0
2014-05-24 00:10:53; 0
2014-05-24 00:11:03; 0
2014-05-24 00:11:13; 0
2014-05-24 00:11:23; 0
2014-05-24 00:11:33; 0
2014-05-24 00:11:43; 0
2014-05-24 00:11:53; 0
2014-05-24 00:12:03; 0
2014-05-24 00:12:13; 0
2014-05-24 00:12:23; 0
2014-05-24 00:12:33; 0
2014-05-24 00:12:43; 0
2014-05-24 00:12:53; 0
2014-05-24 00:13:03; 0
2014-05-24 00:13:13; 0
2014-05-24 00:13:24; 0
2014-05-24 00:13:34; 0
2014-05-24 00:13:44; 0
2014-05-24 00:13:54; 0
2014-05-24 00:14:04; 0
2014-05-24 00:14:14; 0
2014-05-24 00:14:24; 0
2014-05-24 00:14:34; 0
2014-05-24 00:14:44; 0
2014-05-24 00:14:54; 0
2014-05-24 00:15:04; 0
2014-05-24 00:15:14; 0
2014-05-24 00:15:24; 0
2014-05-24 00:15:34; 0
2014-05-24 00:15:44; 0
2014-05-24 00:15:54; 0
2014-05-24 00:16:04; 0
2014-05-24 00:16:14; 0
2014-05-24 00:16:24; 0
2014-05-24 00:16:34; 0
2014-05-24 00:16:44; 0
2014-05-24 00:16:54; 0
2014-05-24 00:17:04; 0
2014-05-24 00:17:14; 0
2014-05-24 00:17:24; 0
2014-05-24 00:17:34; 0
2014-05-24 00:17:44; 0
2014-05-24 00:17:54; 0
2014-05-24 00:18:04; 0
2014-05-24 00:18:14; 0
2014-05-24 00:18:24; 0
2014-05-24 00:18:34; 0
2014-05-24 00:18:44; 0
2014-05-24 00:18:54; 0
2014-05-24 00:19:04; 0
2014-05-24 00:19:15; 0
2014-05-24 00:19:25; 0
2014-05-24 00:19:35; 0
2014-05-24 00:19:45; 0
2014-05-24 00:19:55; 0
2014-05-24 00:20:05; 0
2014-05-24 00:20:15; 0
2014-05-24 00:20:25; 0
2014-05-24 00:20:35; 0
2014-05-24 00:20:45; 0
2014-05-24 00:20:55; 0
2014-05-24 00:21:05; 0
2014-05-24 00:21:15; 0
2014-05-24 00:21:25; 0
2014-05-24 00:21:35; 0
2014-05-24 00:21:45; 0
2014-05-24 00:21:55; 0
2014-05-24 00:22:05; 0
2014-05-24 00:22:15; 0
2014-05-24 00:22:25; 0
2014-05-24 00:22:35; 0
2014-05-24 00:22:45; 0
2014-05-24 00:22:55; 0
2014-05-24 00:23:05; 0
2014-05-24 00:23:15; 0
2014-05-24 00:23:25; 0
2014-05-24 00:23:35; 0
2014-05-24 00:23:45; 0
2014-05-24 00:23:55; 0
2014-05-24 00:24:05; 0
2014-05-24 00:24:15; 0
2014-05-24 00:24:25; 0
2014-05-24 00:24:35; 0
2014-05-24 00:24:45; 0
2014-05-24 00:24:56; 0
2014-05-24 00:25:06; 0
2014-05-24 00:25:16; 0
2014-05-24 00:25:26; 0
2014-05-24 00:25:36; 0
2014-05-24 00:25:46; 0
2014-05-24 00:25:56; 0
2014-05-24 00:26:06; 0
2014-05-24 00:26:16; 0
2014-05-24 00:26:26; 0
2014-05-24 00:26:36; 0
2014-05-24 00:26:46; 0
2014-05-24 00:26:56; 0
2014-05-24 00:27:06; 0
2014-05-24 00:27:16; 0
2014-05-24 00:27:26; 0
2014-05-24 00:27:36; 0
2014-05-24 00:27:46; 0
2014-05-24 00:27:58; 0
2014-05-24 00:28:08; 0
2014-05-24 00:28:18; 0
2014-05-24 00:28:28; 0
2014-05-24 00:28:38; 0
2014-05-24 00:28:48; 0
2014-05-24 00:28:58; 0
2014-05-24 00:29:08; 0
2014-05-24 00:29:18; 0
2014-05-24 00:29:28; 0
2014-05-24 00:29:38; 0
2014-05-24 00:29:48; 0
