timeStep;demandHeat;demandElectricity;SolarThermic5;ThermalStorage5Discharge;ThermalStorage5Charge;CHP5;ElecBuy;ElecSell;ThermalStorage5SOC;Cost;Price;positiveDemandHeat;positiveDemandHeatTotal;positiveDemandElectricity;plusSolarThermic5;plusThermalStorage5Discharge;plusThermalStorage5Charge;plusCHP5;plusElecBuy;plusElecSell
152.00;-21.35;-4.34;5.44;4.90;0.00;18.35;0.00;0.79;2.45;0.29;0.25;21.35;21.35;4.34;5.44;4.41;0.00;11.01;0.00;-0.79
153.00;-18.48;-3.56;5.71;3.91;0.00;14.77;0.00;0.58;1.09;0.24;0.25;18.48;18.48;3.56;5.71;3.52;0.00;8.86;0.00;-0.58
154.00;-13.57;-3.60;6.37;0.00;0.52;12.86;0.00;0.00;0.00;0.22;0.25;13.57;13.57;3.60;6.37;0.00;0.47;7.72;0.00;-0.00
155.00;-11.31;-3.70;7.03;0.00;3.65;13.22;0.00;0.00;0.12;0.23;0.25;11.31;11.31;3.70;7.03;0.00;3.28;7.93;0.00;-0.00
156.00;-9.97;-2.94;7.90;0.00;4.23;10.51;0.00;0.00;0.94;0.18;0.25;9.97;9.97;2.94;7.90;0.00;3.81;6.30;0.00;-0.00
157.00;-9.37;-2.77;8.23;0.00;4.80;9.89;0.00;0.00;1.89;0.17;0.25;9.37;9.37;2.77;8.23;0.00;4.32;5.94;0.00;-0.00
158.00;-17.57;-3.72;8.06;1.54;0.00;13.28;0.00;0.00;2.97;0.23;0.25;17.57;17.57;3.72;8.06;1.39;0.00;7.97;0.00;-0.00
159.00;-19.14;-3.65;13.22;0.00;1.90;13.05;0.00;0.00;2.54;0.22;0.25;19.14;19.14;3.65;13.22;0.00;1.71;7.83;0.00;-0.00
160.00;-12.27;-3.12;10.68;0.00;5.09;11.13;0.00;0.00;2.97;0.19;0.25;12.27;12.27;3.12;10.68;0.00;4.58;6.68;0.00;-0.00
161.00;-10.71;-3.88;6.44;0.00;4.04;13.85;0.00;0.00;4.12;0.24;0.25;10.71;10.71;3.88;6.44;0.00;3.64;8.31;0.00;-0.00
162.00;-11.60;-4.03;3.89;0.00;0.94;14.41;0.00;0.00;5.02;0.25;0.25;11.60;11.60;4.03;3.89;0.00;0.84;8.64;0.00;-0.00
163.00;-9.72;-3.72;2.99;0.00;1.24;13.29;0.00;0.00;5.24;0.23;0.25;9.72;9.72;3.72;2.99;0.00;1.12;7.97;0.00;-0.00
164.00;-10.26;-4.27;2.11;0.00;1.02;15.26;0.00;0.00;5.51;0.26;0.25;10.26;10.26;4.27;2.11;0.00;0.91;9.16;0.00;-0.00
165.00;-15.64;-4.57;1.36;1.00;0.00;22.13;0.00;1.63;5.74;0.33;0.25;15.64;15.64;4.57;1.36;0.90;0.00;13.28;0.00;-1.63
166.00;-18.50;-4.21;0.42;1.21;0.00;28.12;0.00;3.66;5.46;0.37;0.25;18.50;18.50;4.21;0.42;1.09;0.00;16.87;0.00;-3.66
167.00;-12.83;-3.85;0.95;0.62;0.00;18.76;0.00;1.41;5.13;0.28;0.25;12.83;12.83;3.85;0.95;0.56;0.00;11.26;0.00;-1.41
168.00;-10.58;-4.23;0.96;0.13;0.00;15.81;0.00;0.20;4.96;0.26;0.25;10.58;10.58;4.23;0.96;0.12;0.00;9.49;0.00;-0.20
169.00;-11.37;-4.00;1.10;0.37;0.00;16.50;0.00;0.63;4.92;0.26;0.25;11.37;11.37;4.00;1.10;0.33;0.00;9.90;0.00;-0.63
170.00;-14.82;-3.74;1.39;0.80;0.00;21.05;0.00;2.16;4.82;0.29;0.25;14.82;14.82;3.74;1.39;0.72;0.00;12.63;0.00;-2.16
171.00;-20.31;-4.34;1.36;0.86;0.00;30.15;0.00;4.10;4.60;0.39;0.25;20.31;20.31;4.34;1.36;0.77;0.00;18.09;0.00;-4.10
172.00;-16.32;-4.66;0.83;0.61;0.00;24.79;0.00;2.29;4.36;0.35;0.25;16.32;16.32;4.66;0.83;0.55;0.00;14.88;0.00;-2.29
173.00;-15.03;-5.48;0.69;0.38;0.00;23.26;0.00;1.03;4.19;0.37;0.25;15.03;15.03;5.48;0.69;0.34;0.00;13.95;0.00;-1.03
174.00;-13.14;-5.07;0.75;0.32;0.00;20.11;0.00;0.56;4.08;0.33;0.25;13.14;13.14;5.07;0.75;0.29;0.00;12.06;0.00;-0.56
175.00;-11.92;-4.60;0.61;0.29;0.00;18.36;0.00;0.54;3.99;0.30;0.25;11.92;11.92;4.60;0.61;0.26;0.00;11.02;0.00;-0.54
176.00;-19.74;-4.99;0.46;0.60;0.00;31.14;0.00;3.73;3.91;0.42;0.25;19.74;19.74;4.99;0.46;0.54;0.00;18.68;0.00;-3.73
177.00;-19.91;-4.95;0.36;0.60;0.00;31.57;0.00;3.89;3.75;0.42;0.25;19.91;19.91;4.95;0.36;0.54;0.00;18.94;0.00;-3.89
178.00;-14.12;-4.32;0.23;0.47;0.00;22.36;0.00;1.94;3.58;0.32;0.25;14.12;14.12;4.32;0.23;0.42;0.00;13.42;0.00;-1.94
179.00;-16.41;-4.46;0.10;0.47;0.00;26.39;0.00;2.93;3.45;0.36;0.25;16.41;16.41;4.46;0.10;0.42;0.00;15.84;0.00;-2.93
180.00;-14.48;-4.44;0.00;0.43;0.00;23.40;0.00;2.11;3.32;0.33;0.25;14.48;14.48;4.44;0.00;0.39;0.00;14.04;0.00;-2.11
181.00;-9.50;-3.65;0.00;0.29;0.00;15.36;0.00;0.65;3.20;0.24;0.25;9.50;9.50;3.65;0.00;0.26;0.00;9.21;0.00;-0.65
182.00;-15.41;-3.53;0.00;0.45;0.00;24.94;0.00;3.45;3.11;0.32;0.25;15.41;15.41;3.53;0.00;0.41;0.00;14.96;0.00;-3.45
183.00;-16.84;-3.46;0.00;0.46;0.00;27.30;0.00;4.18;2.99;0.34;0.25;16.84;16.84;3.46;0.00;0.42;0.00;16.38;0.00;-4.18
184.00;-10.75;-3.01;0.00;0.41;0.00;17.23;0.00;1.82;2.86;0.24;0.25;10.75;10.75;3.01;0.00;0.37;0.00;10.34;0.00;-1.82
185.00;-11.80;-2.94;0.00;0.38;0.00;19.04;0.00;2.39;2.75;0.25;0.25;11.80;11.80;2.94;0.00;0.34;0.00;11.42;0.00;-2.39
186.00;-17.13;-3.15;0.00;0.39;0.00;27.91;0.00;4.67;2.64;0.33;0.25;17.13;17.13;3.15;0.00;0.35;0.00;16.74;0.00;-4.67
187.00;-13.39;-3.09;0.00;0.35;0.00;21.73;0.00;3.00;2.53;0.28;0.25;13.39;13.39;3.09;0.00;0.32;0.00;13.04;0.00;-3.00
188.00;-8.54;-2.98;0.00;0.25;0.00;13.81;0.00;0.89;2.44;0.21;0.25;8.54;8.54;2.98;0.00;0.23;0.00;8.29;0.00;-0.89
189.00;-14.00;-3.00;0.00;0.34;0.00;22.77;0.00;3.38;2.36;0.28;0.25;14.00;14.00;3.00;0.00;0.31;0.00;13.66;0.00;-3.38
190.00;-16.02;-2.92;0.00;0.33;0.00;26.15;0.00;4.40;2.27;0.31;0.25;16.02;16.02;2.92;0.00;0.30;0.00;15.69;0.00;-4.40
191.00;-10.38;-2.61;0.00;0.26;0.00;16.87;0.00;2.11;2.18;0.22;0.25;10.38;10.38;2.61;0.00;0.24;0.00;10.12;0.00;-2.11
192.00;-11.21;-2.20;0.00;0.28;0.00;18.21;0.00;2.90;2.11;0.22;0.25;11.21;11.21;2.20;0.00;0.26;0.00;10.92;0.00;-2.90
193.00;-12.19;-2.22;0.00;0.29;0.00;19.84;0.00;3.33;2.03;0.24;0.25;12.19;12.19;2.22;0.00;0.26;0.00;11.90;0.00;-3.33
194.00;-8.89;-2.38;0.00;0.23;0.00;14.44;0.00;1.67;1.95;0.20;0.25;8.89;8.89;2.38;0.00;0.21;0.00;8.66;0.00;-1.67
195.00;-8.07;-2.67;0.00;0.21;0.00;13.11;0.00;1.00;1.88;0.19;0.25;8.07;8.07;2.67;0.00;0.19;0.00;7.87;0.00;-1.00
196.00;-12.35;-2.82;0.00;0.25;0.00;20.18;0.00;2.83;1.83;0.26;0.25;12.35;12.35;2.82;0.00;0.22;0.00;12.11;0.00;-2.83
197.00;-14.92;-2.76;0.00;0.25;0.00;24.45;0.00;4.09;1.76;0.29;0.25;14.92;14.92;2.76;0.00;0.23;0.00;14.67;0.00;-4.09
198.00;-11.45;-2.54;0.00;0.22;0.00;18.71;0.00;2.70;1.69;0.24;0.25;11.45;11.45;2.54;0.00;0.20;0.00;11.23;0.00;-2.70
199.00;-7.82;-2.40;0.00;0.18;0.00;12.73;0.00;1.16;1.63;0.18;0.25;7.82;7.82;2.40;0.00;0.16;0.00;7.64;0.00;-1.16
200.00;-9.78;-2.37;0.00;0.20;0.00;15.97;0.00;2.10;1.58;0.21;0.25;9.78;9.78;2.37;0.00;0.18;0.00;9.58;0.00;-2.10
201.00;-13.53;-2.39;0.00;0.20;0.00;22.21;0.00;3.83;1.52;0.26;0.25;13.53;13.53;2.39;0.00;0.18;0.00;13.33;0.00;-3.83
202.00;-11.61;-2.25;0.00;0.19;0.00;19.03;0.00;3.08;1.47;0.23;0.25;11.61;11.61;2.25;0.00;0.18;0.00;11.42;0.00;-3.08
203.00;-8.36;-2.07;0.00;0.18;0.00;13.64;0.00;1.75;1.41;0.18;0.25;8.36;8.36;2.07;0.00;0.16;0.00;8.18;0.00;-1.75
204.00;-9.78;-2.07;0.00;0.17;0.00;16.01;0.00;2.42;1.36;0.20;0.25;9.78;9.78;2.07;0.00;0.16;0.00;9.60;0.00;-2.42
205.00;-15.46;-2.23;0.00;0.18;0.00;25.47;0.00;4.90;1.31;0.28;0.25;15.46;15.46;2.23;0.00;0.16;0.00;15.28;0.00;-4.90
206.00;-13.84;-2.28;0.00;0.16;0.00;22.80;0.00;4.10;1.26;0.26;0.25;13.84;13.84;2.28;0.00;0.14;0.00;13.68;0.00;-4.10
207.00;-10.09;-2.16;0.00;0.14;0.00;16.58;0.00;2.48;1.22;0.21;0.25;10.09;10.09;2.16;0.00;0.13;0.00;9.95;0.00;-2.48
208.00;-10.05;-2.10;0.00;0.15;0.00;16.51;0.00;2.52;1.18;0.20;0.25;10.05;10.05;2.10;0.00;0.13;0.00;9.90;0.00;-2.52
209.00;-10.52;-2.09;0.00;0.14;0.00;17.30;0.00;2.76;1.14;0.21;0.25;10.52;10.52;2.09;0.00;0.13;0.00;10.38;0.00;-2.76
210.00;-9.70;-2.11;0.00;0.14;0.00;15.94;0.00;2.36;1.10;0.20;0.25;9.70;9.70;2.11;0.00;0.12;0.00;9.57;0.00;-2.36
211.00;-11.82;-2.13;0.00;0.14;0.00;19.47;0.00;3.32;1.06;0.23;0.25;11.82;11.82;2.13;0.00;0.13;0.00;11.68;0.00;-3.32
212.00;-15.52;-2.10;0.00;0.15;0.00;25.63;0.00;5.07;1.02;0.28;0.25;15.52;15.52;2.10;0.00;0.13;0.00;15.38;0.00;-5.07
213.00;-13.98;-2.14;0.00;0.13;0.00;23.09;0.00;4.32;0.98;0.26;0.25;13.98;13.98;2.14;0.00;0.12;0.00;13.85;0.00;-4.32
214.00;-13.56;-2.22;0.00;0.13;0.00;22.37;0.00;4.04;0.95;0.26;0.25;13.56;13.56;2.22;0.00;0.12;0.00;13.42;0.00;-4.04
215.00;-10.40;-2.25;0.00;0.11;0.00;17.15;0.00;2.55;0.91;0.21;0.25;10.40;10.40;2.25;0.00;0.10;0.00;10.29;0.00;-2.55
216.00;-8.66;-2.37;0.02;0.09;0.00;14.24;0.00;1.62;0.88;0.19;0.25;8.66;8.66;2.37;0.02;0.09;0.00;8.54;0.00;-1.62
217.00;-12.41;-2.73;0.11;0.10;0.00;20.34;0.00;2.96;0.85;0.26;0.25;12.41;12.41;2.73;0.11;0.09;0.00;12.20;0.00;-2.96
218.00;-16.10;-2.99;0.24;0.13;0.00;26.23;0.00;4.35;0.82;0.31;0.25;16.10;16.10;2.99;0.24;0.12;0.00;15.74;0.00;-4.35
219.00;-16.15;-3.21;0.37;0.12;0.00;26.10;0.00;4.10;0.79;0.32;0.25;16.15;16.15;3.21;0.37;0.11;0.00;15.66;0.00;-4.10
220.00;-19.64;-3.63;0.51;0.11;0.00;31.70;0.00;5.25;0.75;0.38;0.25;19.64;19.64;3.63;0.51;0.10;0.00;19.02;0.00;-5.25
221.00;-19.02;-3.56;0.69;0.11;0.00;30.36;0.00;4.94;0.72;0.37;0.25;19.02;19.02;3.56;0.69;0.10;0.00;18.21;0.00;-4.94
222.00;-9.98;-3.19;1.09;0.10;0.00;14.64;0.00;0.91;0.69;0.22;0.25;9.98;9.98;3.19;1.09;0.09;0.00;8.79;0.00;-0.91
223.00;-15.33;-2.91;1.18;0.12;0.00;23.38;0.00;3.63;0.66;0.29;0.25;15.33;15.33;2.91;1.18;0.10;0.00;14.03;0.00;-3.63
224.00;-18.71;-2.81;1.21;0.11;0.00;28.97;0.00;5.30;0.63;0.33;0.25;18.71;18.71;2.81;1.21;0.10;0.00;17.38;0.00;-5.30
225.00;-14.28;-3.08;1.01;0.10;0.00;21.95;0.00;3.07;0.60;0.28;0.25;14.28;14.28;3.08;1.01;0.09;0.00;13.17;0.00;-3.07
226.00;-15.28;-3.49;0.90;0.12;0.00;23.76;0.00;3.16;0.57;0.31;0.25;15.28;15.28;3.49;0.90;0.11;0.00;14.26;0.00;-3.16
227.00;-15.05;-3.66;0.73;0.12;0.00;23.66;0.00;2.97;0.54;0.31;0.25;15.05;15.05;3.66;0.73;0.11;0.00;14.20;0.00;-2.97
228.00;-11.13;-3.78;0.78;0.10;0.00;17.08;0.00;1.01;0.50;0.26;0.25;11.13;11.13;3.78;0.78;0.09;0.00;10.25;0.00;-1.01
229.00;-7.89;-3.67;1.00;0.00;0.98;13.12;0.00;0.00;0.48;0.22;0.25;7.89;7.89;3.67;1.00;0.00;0.88;7.87;0.00;-0.00
230.00;-12.49;-3.47;1.27;0.10;0.00;18.54;0.00;1.73;0.70;0.26;0.25;12.49;12.49;3.47;1.27;0.09;0.00;11.12;0.00;-1.73
231.00;-14.59;-3.67;1.40;0.11;0.00;21.81;0.00;2.44;0.67;0.30;0.25;14.59;14.59;3.67;1.40;0.10;0.00;13.08;0.00;-2.44
232.00;-8.66;-3.55;1.37;0.00;0.32;12.68;0.00;0.00;0.64;0.22;0.25;8.66;8.66;3.55;1.37;0.00;0.29;7.61;0.00;-0.00
233.00;-12.06;-3.64;1.44;0.11;0.00;17.50;0.00;1.26;0.71;0.26;0.25;12.06;12.06;3.64;1.44;0.10;0.00;10.50;0.00;-1.26
234.00;-15.83;-3.17;1.18;0.14;0.00;24.18;0.00;3.60;0.68;0.30;0.25;15.83;15.83;3.17;1.18;0.13;0.00;14.51;0.00;-3.60
235.00;-14.42;-2.72;1.23;0.15;0.00;21.72;0.00;3.37;0.64;0.27;0.25;14.42;14.42;2.72;1.23;0.14;0.00;13.03;0.00;-3.37
236.00;-10.75;-3.25;1.16;0.15;0.00;15.73;0.00;1.16;0.60;0.23;0.25;10.75;10.75;3.25;1.16;0.13;0.00;9.44;0.00;-1.16
237.00;-9.69;-3.93;1.50;0.00;0.23;14.05;0.00;0.00;0.56;0.24;0.25;9.69;9.69;3.93;1.50;0.00;0.21;8.43;0.00;-0.00
238.00;-13.92;-4.58;2.23;0.12;0.00;19.28;0.00;0.82;0.61;0.30;0.25;13.92;13.92;4.58;2.23;0.11;0.00;11.57;0.00;-0.82
239.00;-13.20;-4.00;2.17;0.16;0.00;18.10;0.00;1.07;0.57;0.28;0.25;13.20;13.20;4.00;2.17;0.14;0.00;10.86;0.00;-1.07
240.00;-11.26;-3.31;2.71;0.17;0.00;13.97;0.00;0.60;0.53;0.22;0.25;11.26;11.26;3.31;2.71;0.15;0.00;8.38;0.00;-0.60
241.00;-17.59;-3.28;2.25;0.29;0.00;25.08;0.00;3.75;0.48;0.31;0.25;17.59;17.59;3.28;2.25;0.26;0.00;15.05;0.00;-3.75
242.00;-20.91;-3.71;2.05;0.41;0.00;30.75;0.00;4.90;0.40;0.37;0.25;20.91;20.91;3.71;2.05;0.37;0.00;18.45;0.00;-4.90
243.00;-12.51;-4.29;2.04;0.29;0.00;16.96;0.00;0.46;0.29;0.28;0.25;12.51;12.51;4.29;2.04;0.26;0.00;10.18;0.00;-0.46
244.00;-8.00;-4.51;2.92;0.00;4.58;16.10;0.00;0.00;0.21;0.28;0.25;8.00;8.00;4.51;2.92;0.00;4.12;9.66;0.00;-0.00
245.00;-8.60;-4.19;2.93;0.00;3.32;14.98;0.00;0.00;1.24;0.26;0.25;8.60;8.60;4.19;2.93;0.00;2.99;8.99;0.00;-0.00
246.00;-8.77;-4.25;2.81;0.00;3.16;15.19;0.00;0.00;1.99;0.26;0.25;8.77;8.77;4.25;2.81;0.00;2.84;9.11;0.00;-0.00
247.00;-15.55;-4.73;3.65;0.90;0.00;18.33;0.00;0.40;2.70;0.30;0.25;15.55;15.55;4.73;3.65;0.81;0.00;11.00;0.00;-0.40
248.00;-21.35;-4.34;5.44;4.90;0.00;18.35;0.00;0.79;2.45;0.29;0.25;21.35;21.35;4.34;5.44;4.41;0.00;11.01;0.00;-0.79
249.00;-18.48;-3.56;5.71;3.91;0.00;14.77;0.00;0.58;1.09;0.24;0.25;18.48;18.48;3.56;5.71;3.52;0.00;8.86;0.00;-0.58
250.00;-13.57;-3.60;6.37;0.00;0.52;12.86;0.00;0.00;0.00;0.22;0.25;13.57;13.57;3.60;6.37;0.00;0.47;7.72;0.00;-0.00
251.00;-11.31;-3.70;7.03;0.00;3.65;13.22;0.00;0.00;0.12;0.23;0.25;11.31;11.31;3.70;7.03;0.00;3.28;7.93;0.00;-0.00
252.00;-9.97;-2.94;7.90;0.00;4.23;10.51;0.00;0.00;0.94;0.18;0.25;9.97;9.97;2.94;7.90;0.00;3.81;6.30;0.00;-0.00
253.00;-9.37;-2.77;8.23;0.00;4.80;9.89;0.00;0.00;1.89;0.17;0.25;9.37;9.37;2.77;8.23;0.00;4.32;5.94;0.00;-0.00
254.00;-17.57;-3.72;8.06;1.54;0.00;13.28;0.00;0.00;2.97;0.23;0.25;17.57;17.57;3.72;8.06;1.39;0.00;7.97;0.00;-0.00
255.00;-19.14;-3.65;13.22;0.00;1.90;13.05;0.00;0.00;2.54;0.22;0.25;19.14;19.14;3.65;13.22;0.00;1.71;7.83;0.00;-0.00
256.00;-12.27;-3.12;10.68;0.00;5.09;11.13;0.00;0.00;2.97;0.19;0.25;12.27;12.27;3.12;10.68;0.00;4.58;6.68;0.00;-0.00
257.00;-10.71;-3.88;6.44;0.00;4.04;13.85;0.00;0.00;4.12;0.24;0.25;10.71;10.71;3.88;6.44;0.00;3.64;8.31;0.00;-0.00
258.00;-11.60;-4.03;3.89;0.00;0.94;14.41;0.00;0.00;5.02;0.25;0.25;11.60;11.60;4.03;3.89;0.00;0.84;8.64;0.00;-0.00
259.00;-9.72;-3.72;2.99;0.00;1.24;13.29;0.00;0.00;5.24;0.23;0.25;9.72;9.72;3.72;2.99;0.00;1.12;7.97;0.00;-0.00
260.00;-10.26;-4.27;2.11;0.00;1.02;15.26;0.00;0.00;5.51;0.26;0.25;10.26;10.26;4.27;2.11;0.00;0.91;9.16;0.00;-0.00
261.00;-15.64;-4.57;1.36;1.00;0.00;22.13;0.00;1.63;5.74;0.33;0.25;15.64;15.64;4.57;1.36;0.90;0.00;13.28;0.00;-1.63
262.00;-18.50;-4.21;0.42;1.21;0.00;28.12;0.00;3.66;5.46;0.37;0.25;18.50;18.50;4.21;0.42;1.09;0.00;16.87;0.00;-3.66
263.00;-12.83;-3.85;0.95;0.62;0.00;18.76;0.00;1.41;5.13;0.28;0.25;12.83;12.83;3.85;0.95;0.56;0.00;11.26;0.00;-1.41
264.00;-10.58;-4.23;0.96;0.13;0.00;15.81;0.00;0.20;4.96;0.26;0.25;10.58;10.58;4.23;0.96;0.12;0.00;9.49;0.00;-0.20
265.00;-11.37;-4.00;1.10;0.37;0.00;16.50;0.00;0.63;4.92;0.26;0.25;11.37;11.37;4.00;1.10;0.33;0.00;9.90;0.00;-0.63
266.00;-14.82;-3.74;1.39;0.80;0.00;21.05;0.00;2.16;4.82;0.29;0.25;14.82;14.82;3.74;1.39;0.72;0.00;12.63;0.00;-2.16
267.00;-20.31;-4.34;1.36;0.86;0.00;30.15;0.00;4.10;4.60;0.39;0.25;20.31;20.31;4.34;1.36;0.77;0.00;18.09;0.00;-4.10
268.00;-16.32;-4.66;0.83;0.61;0.00;24.79;0.00;2.29;4.36;0.35;0.25;16.32;16.32;4.66;0.83;0.55;0.00;14.88;0.00;-2.29
269.00;-15.03;-5.48;0.69;0.38;0.00;23.26;0.00;1.03;4.19;0.37;0.25;15.03;15.03;5.48;0.69;0.34;0.00;13.95;0.00;-1.03
270.00;-13.14;-5.07;0.75;0.32;0.00;20.11;0.00;0.56;4.08;0.33;0.25;13.14;13.14;5.07;0.75;0.29;0.00;12.06;0.00;-0.56
271.00;-11.92;-4.60;0.61;0.29;0.00;18.36;0.00;0.54;3.99;0.30;0.25;11.92;11.92;4.60;0.61;0.26;0.00;11.02;0.00;-0.54
272.00;-19.74;-4.99;0.46;0.60;0.00;31.14;0.00;3.73;3.91;0.42;0.25;19.74;19.74;4.99;0.46;0.54;0.00;18.68;0.00;-3.73
273.00;-19.91;-4.95;0.36;0.60;0.00;31.57;0.00;3.89;3.75;0.42;0.25;19.91;19.91;4.95;0.36;0.54;0.00;18.94;0.00;-3.89
274.00;-14.12;-4.32;0.23;0.47;0.00;22.36;0.00;1.94;3.58;0.32;0.25;14.12;14.12;4.32;0.23;0.42;0.00;13.42;0.00;-1.94
275.00;-16.41;-4.46;0.10;0.47;0.00;26.39;0.00;2.93;3.45;0.36;0.25;16.41;16.41;4.46;0.10;0.42;0.00;15.84;0.00;-2.93
276.00;-14.48;-4.44;0.00;0.43;0.00;23.40;0.00;2.11;3.32;0.33;0.25;14.48;14.48;4.44;0.00;0.39;0.00;14.04;0.00;-2.11
277.00;-9.50;-3.65;0.00;0.29;0.00;15.36;0.00;0.65;3.20;0.24;0.25;9.50;9.50;3.65;0.00;0.26;0.00;9.21;0.00;-0.65
278.00;-15.41;-3.53;0.00;0.45;0.00;24.94;0.00;3.45;3.11;0.32;0.25;15.41;15.41;3.53;0.00;0.41;0.00;14.96;0.00;-3.45
279.00;-16.84;-3.46;0.00;0.46;0.00;27.30;0.00;4.18;2.99;0.34;0.25;16.84;16.84;3.46;0.00;0.42;0.00;16.38;0.00;-4.18
280.00;-10.75;-3.01;0.00;0.41;0.00;17.23;0.00;1.82;2.86;0.24;0.25;10.75;10.75;3.01;0.00;0.37;0.00;10.34;0.00;-1.82
281.00;-11.80;-2.94;0.00;0.38;0.00;19.04;0.00;2.39;2.75;0.25;0.25;11.80;11.80;2.94;0.00;0.34;0.00;11.42;0.00;-2.39
282.00;-17.13;-3.15;0.00;0.39;0.00;27.91;0.00;4.67;2.64;0.33;0.25;17.13;17.13;3.15;0.00;0.35;0.00;16.74;0.00;-4.67
283.00;-13.39;-3.09;0.00;0.35;0.00;21.73;0.00;3.00;2.53;0.28;0.25;13.39;13.39;3.09;0.00;0.32;0.00;13.04;0.00;-3.00
284.00;-8.54;-2.98;0.00;0.25;0.00;13.81;0.00;0.89;2.44;0.21;0.25;8.54;8.54;2.98;0.00;0.23;0.00;8.29;0.00;-0.89
285.00;-14.00;-3.00;0.00;0.34;0.00;22.77;0.00;3.38;2.36;0.28;0.25;14.00;14.00;3.00;0.00;0.31;0.00;13.66;0.00;-3.38
286.00;-16.02;-2.92;0.00;0.33;0.00;26.15;0.00;4.40;2.27;0.31;0.25;16.02;16.02;2.92;0.00;0.30;0.00;15.69;0.00;-4.40
287.00;-10.38;-2.61;0.00;0.26;0.00;16.87;0.00;2.11;2.18;0.22;0.25;10.38;10.38;2.61;0.00;0.24;0.00;10.12;0.00;-2.11
288.00;-11.21;-2.20;0.00;0.28;0.00;18.21;0.00;2.90;2.11;0.22;0.25;11.21;11.21;2.20;0.00;0.26;0.00;10.92;0.00;-2.90
289.00;-12.19;-2.22;0.00;0.29;0.00;19.84;0.00;3.33;2.03;0.24;0.25;12.19;12.19;2.22;0.00;0.26;0.00;11.90;0.00;-3.33
290.00;-8.89;-2.38;0.00;0.23;0.00;14.44;0.00;1.67;1.95;0.20;0.25;8.89;8.89;2.38;0.00;0.21;0.00;8.66;0.00;-1.67
291.00;-8.07;-2.67;0.00;0.21;0.00;13.11;0.00;1.00;1.88;0.19;0.25;8.07;8.07;2.67;0.00;0.19;0.00;7.87;0.00;-1.00
292.00;-12.35;-2.82;0.00;0.25;0.00;20.18;0.00;2.83;1.83;0.26;0.25;12.35;12.35;2.82;0.00;0.22;0.00;12.11;0.00;-2.83
293.00;-14.92;-2.76;0.00;0.25;0.00;24.45;0.00;4.09;1.76;0.29;0.25;14.92;14.92;2.76;0.00;0.23;0.00;14.67;0.00;-4.09
294.00;-11.45;-2.54;0.00;0.22;0.00;18.71;0.00;2.70;1.69;0.24;0.25;11.45;11.45;2.54;0.00;0.20;0.00;11.23;0.00;-2.70
295.00;-7.82;-2.40;0.00;0.18;0.00;12.73;0.00;1.16;1.63;0.18;0.25;7.82;7.82;2.40;0.00;0.16;0.00;7.64;0.00;-1.16
296.00;-9.78;-2.37;0.00;0.20;0.00;15.97;0.00;2.10;1.58;0.21;0.25;9.78;9.78;2.37;0.00;0.18;0.00;9.58;0.00;-2.10
297.00;-13.53;-2.39;0.00;0.20;0.00;22.21;0.00;3.83;1.52;0.26;0.25;13.53;13.53;2.39;0.00;0.18;0.00;13.33;0.00;-3.83
298.00;-11.61;-2.25;0.00;0.19;0.00;19.03;0.00;3.08;1.47;0.23;0.25;11.61;11.61;2.25;0.00;0.18;0.00;11.42;0.00;-3.08
299.00;-8.36;-2.07;0.00;0.18;0.00;13.64;0.00;1.75;1.41;0.18;0.25;8.36;8.36;2.07;0.00;0.16;0.00;8.18;0.00;-1.75
300.00;-9.78;-2.07;0.00;0.17;0.00;16.01;0.00;2.42;1.36;0.20;0.25;9.78;9.78;2.07;0.00;0.16;0.00;9.60;0.00;-2.42
301.00;-15.46;-2.23;0.00;0.18;0.00;25.47;0.00;4.90;1.31;0.28;0.25;15.46;15.46;2.23;0.00;0.16;0.00;15.28;0.00;-4.90
302.00;-13.84;-2.28;0.00;0.16;0.00;22.80;0.00;4.10;1.26;0.26;0.25;13.84;13.84;2.28;0.00;0.14;0.00;13.68;0.00;-4.10
303.00;-10.09;-2.16;0.00;0.14;0.00;16.58;0.00;2.48;1.22;0.21;0.25;10.09;10.09;2.16;0.00;0.13;0.00;9.95;0.00;-2.48
304.00;-10.05;-2.10;0.00;0.15;0.00;16.51;0.00;2.52;1.18;0.20;0.25;10.05;10.05;2.10;0.00;0.13;0.00;9.90;0.00;-2.52
305.00;-10.52;-2.09;0.00;0.14;0.00;17.30;0.00;2.76;1.14;0.21;0.25;10.52;10.52;2.09;0.00;0.13;0.00;10.38;0.00;-2.76
306.00;-9.70;-2.11;0.00;0.14;0.00;15.94;0.00;2.36;1.10;0.20;0.25;9.70;9.70;2.11;0.00;0.12;0.00;9.57;0.00;-2.36
307.00;-11.82;-2.13;0.00;0.14;0.00;19.47;0.00;3.32;1.06;0.23;0.25;11.82;11.82;2.13;0.00;0.13;0.00;11.68;0.00;-3.32
308.00;-15.52;-2.10;0.00;0.15;0.00;25.63;0.00;5.07;1.02;0.28;0.25;15.52;15.52;2.10;0.00;0.13;0.00;15.38;0.00;-5.07
309.00;-13.98;-2.14;0.00;0.13;0.00;23.09;0.00;4.32;0.98;0.26;0.25;13.98;13.98;2.14;0.00;0.12;0.00;13.85;0.00;-4.32
