timeStep;demandHeat;demandElectricity;PV2;GasBoiler2;Battery2Discharge;Battery2Charge;ElecBuy;ElecSell;Battery2SOC;Cost;Price;positiveDemandHeat;positiveDemandHeatTotal;positiveDemandElectricity;plusPV2;plusGasBoiler2;plusBattery2Discharge;plusBattery2Charge;plusElecBuy;plusElecSell
17.00;-1.55;-0.40;0.00;1.58;0.10;0.00;0.29;0.00;0.86;0.04;0.25;1.55;1.55;0.40;0.00;1.55;0.10;0.00;0.29;-0.00
18.00;-1.55;-0.38;0.00;1.58;0.10;0.00;0.28;0.00;0.83;0.04;0.25;1.55;1.55;0.38;0.00;1.55;0.10;0.00;0.28;-0.00
19.00;-1.03;-0.38;0.00;1.05;0.10;0.00;0.28;0.00;0.81;0.03;0.25;1.03;1.03;0.38;0.00;1.03;0.10;0.00;0.28;-0.00
20.00;-3.61;-0.50;0.00;3.68;0.18;0.00;0.32;0.00;0.78;0.07;0.25;3.61;3.61;0.50;0.00;3.61;0.18;0.00;0.32;-0.00
21.00;-4.12;-1.67;0.00;4.21;0.77;0.00;0.91;0.00;0.74;0.12;0.25;4.12;4.12;1.67;0.00;4.12;0.75;0.00;0.91;-0.00
22.00;-0.26;-0.73;0.00;0.26;0.33;0.00;0.40;0.00;0.54;0.03;0.25;0.26;0.26;0.73;0.00;0.26;0.32;0.00;0.40;-0.00
23.00;-2.32;-0.73;0.00;2.37;0.32;0.00;0.41;0.00;0.46;0.06;0.25;2.32;2.32;0.73;0.00;2.32;0.31;0.00;0.41;-0.00
24.00;-1.80;-0.82;0.01;1.84;0.27;0.00;0.54;0.00;0.37;0.06;0.25;1.80;1.80;0.82;0.01;1.80;0.26;0.00;0.54;-0.00
25.00;-0.52;-0.39;0.03;0.53;0.14;0.00;0.22;0.00;0.31;0.02;0.25;0.52;0.52;0.39;0.03;0.52;0.14;0.00;0.22;-0.00
26.00;-1.03;-0.38;0.06;1.05;0.05;0.00;0.27;0.00;0.27;0.03;0.25;1.03;1.03;0.38;0.06;1.03;0.05;0.00;0.27;-0.00
27.00;-1.81;-0.21;0.09;1.84;0.02;0.00;0.10;0.00;0.26;0.03;0.25;1.81;1.81;0.21;0.09;1.81;0.02;0.00;0.10;-0.00
28.00;-1.29;-0.28;0.13;1.32;0.02;0.00;0.13;0.00;0.25;0.03;0.25;1.29;1.29;0.28;0.13;1.29;0.02;0.00;0.13;-0.00
29.00;-0.52;-0.54;0.17;0.53;0.03;0.00;0.34;0.00;0.25;0.03;0.25;0.52;0.52;0.54;0.17;0.52;0.03;0.00;0.34;-0.00
30.00;-1.29;-0.35;0.27;1.32;0.02;0.00;0.06;0.00;0.24;0.02;0.25;1.29;1.29;0.35;0.27;1.29;0.02;0.00;0.06;-0.00
31.00;-1.03;-0.32;0.30;1.05;0.01;0.00;0.02;0.00;0.23;0.02;0.25;1.03;1.03;0.32;0.30;1.03;0.01;0.00;0.02;-0.00
32.00;-1.03;-0.32;0.30;1.05;0.01;0.00;0.01;0.00;0.23;0.02;0.25;1.03;1.03;0.32;0.30;1.03;0.01;0.00;0.01;-0.00
33.00;-0.52;-0.32;0.25;0.53;0.02;0.00;0.05;0.00;0.23;0.01;0.25;0.52;0.52;0.32;0.25;0.52;0.02;0.00;0.05;-0.00
34.00;-1.03;-0.44;0.22;1.05;0.02;0.00;0.19;0.00;0.22;0.03;0.25;1.03;1.03;0.44;0.22;1.03;0.02;0.00;0.19;-0.00
35.00;-1.03;-0.57;0.18;1.05;0.03;0.00;0.36;0.00;0.22;0.04;0.25;1.03;1.03;0.57;0.18;1.03;0.03;0.00;0.36;-0.00
36.00;-0.52;-0.18;0.20;0.53;0.00;0.01;0.00;0.00;0.21;0.01;0.25;0.52;0.52;0.18;0.20;0.52;0.00;0.01;0.00;-0.00
37.00;-1.29;-0.90;0.25;1.32;0.04;0.00;0.61;0.00;0.21;0.06;0.25;1.29;1.29;0.90;0.25;1.29;0.04;0.00;0.61;-0.00
38.00;-1.03;-1.84;0.32;1.05;0.05;0.00;1.47;0.00;0.20;0.11;0.25;1.03;1.03;1.84;0.32;1.03;0.05;0.00;1.47;-0.00
39.00;-1.03;-1.74;0.35;1.05;0.04;0.00;1.35;0.00;0.19;0.10;0.25;1.03;1.03;1.74;0.35;1.03;0.04;0.00;1.35;-0.00
40.00;-0.77;-0.96;0.34;0.79;0.04;0.00;0.57;0.00;0.18;0.05;0.25;0.77;0.77;0.96;0.34;0.77;0.04;0.00;0.57;-0.00
41.00;-1.03;-0.83;0.36;1.05;0.04;0.00;0.43;0.00;0.17;0.04;0.25;1.03;1.03;0.83;0.36;1.03;0.04;0.00;0.43;-0.00
42.00;-2.06;-1.81;0.30;2.10;0.05;0.00;1.46;0.00;0.16;0.12;0.25;2.06;2.06;1.81;0.30;2.06;0.05;0.00;1.46;-0.00
43.00;0.00;-1.40;0.31;0.00;0.06;0.00;1.04;0.00;0.15;0.06;0.25;-0.00;0.00;1.40;0.31;0.00;0.06;0.00;1.04;-0.00
44.00;-1.29;-0.78;0.29;1.32;0.06;0.00;0.43;0.00;0.13;0.05;0.25;1.29;1.29;0.78;0.29;1.29;0.06;0.00;0.43;-0.00
45.00;-0.77;-0.91;0.37;0.79;0.08;0.00;0.46;0.00;0.12;0.04;0.25;0.77;0.77;0.91;0.37;0.77;0.08;0.00;0.46;-0.00
46.00;-0.26;-0.24;0.56;0.26;0.00;0.32;0.00;0.00;0.10;0.00;0.25;0.26;0.26;0.24;0.56;0.26;0.00;0.31;0.00;-0.00
47.00;-1.29;-0.30;0.54;1.32;0.00;0.25;0.00;0.00;0.18;0.02;0.25;1.29;1.29;0.30;0.54;1.29;0.00;0.24;0.00;-0.00
48.00;-2.06;-0.40;0.68;2.10;0.00;0.28;0.00;0.00;0.24;0.03;0.25;2.06;2.06;0.40;0.68;2.06;0.00;0.27;0.00;-0.00
49.00;-0.52;-0.57;0.56;0.53;0.00;0.00;0.00;0.00;0.31;0.01;0.25;0.52;0.52;0.57;0.56;0.52;0.00;0.00;0.00;-0.00
50.00;-2.32;-2.08;0.51;2.37;0.72;0.00;0.85;0.00;0.31;0.09;0.25;2.32;2.32;2.08;0.51;2.32;0.71;0.00;0.85;-0.00
51.00;0.00;-0.54;0.51;0.00;0.01;0.00;0.02;0.00;0.12;0.00;0.25;-0.00;0.00;0.54;0.51;0.00;0.01;0.00;0.02;-0.00
52.00;0.00;-1.38;0.73;0.00;0.47;0.00;0.18;0.00;0.12;0.01;0.25;-0.00;0.00;1.38;0.73;0.00;0.46;0.00;0.18;-0.00
53.00;-2.58;-0.50;0.73;2.63;0.00;0.00;0.00;0.23;0.00;0.03;0.25;2.58;2.58;0.50;0.73;2.58;0.00;0.00;0.00;-0.23
54.00;-1.29;-0.42;0.70;1.32;0.00;0.00;0.00;0.29;0.00;0.01;0.25;1.29;1.29;0.42;0.70;1.29;0.00;0.00;0.00;-0.29
55.00;-1.03;-0.41;0.91;1.05;0.00;0.00;0.00;0.50;0.00;-0.00;0.25;1.03;1.03;0.41;0.91;1.03;0.00;0.00;0.00;-0.50
56.00;-0.77;-0.30;1.36;0.79;0.00;0.00;0.00;1.06;0.00;-0.02;0.25;0.77;0.77;0.30;1.36;0.77;0.00;0.00;0.00;-1.06
57.00;-1.03;-0.40;1.43;1.05;0.00;0.00;0.00;1.03;0.00;-0.02;0.25;1.03;1.03;0.40;1.43;1.03;0.00;0.00;0.00;-1.03
58.00;0.00;-0.34;1.66;0.00;0.00;0.00;0.00;1.32;0.00;-0.04;0.25;-0.00;0.00;0.34;1.66;0.00;0.00;0.00;0.00;-1.32
59.00;-1.29;-0.45;1.99;1.32;0.00;0.10;0.00;1.45;0.00;-0.03;0.25;1.29;1.29;0.45;1.99;1.29;0.00;0.09;0.00;-1.45
60.00;-1.03;-0.40;2.16;1.05;0.00;0.10;0.00;1.66;0.02;-0.04;0.25;1.03;1.03;0.40;2.16;1.03;0.00;0.10;0.00;-1.66
61.00;-1.03;-0.65;2.26;1.05;0.00;0.15;0.00;1.46;0.05;-0.03;0.25;1.03;1.03;0.65;2.26;1.03;0.00;0.15;0.00;-1.46
62.00;-0.52;-0.72;2.01;0.53;0.00;0.32;0.00;0.97;0.09;-0.02;0.25;0.52;0.52;0.72;2.01;0.52;0.00;0.31;0.00;-0.97
63.00;-1.03;-0.34;3.30;1.05;0.00;0.23;0.00;2.74;0.16;-0.07;0.25;1.03;1.03;0.34;3.30;1.03;0.00;0.22;0.00;-2.74
64.00;-1.03;-0.34;2.67;1.05;0.00;0.21;0.00;2.12;0.22;-0.05;0.25;1.03;1.03;0.34;2.67;1.03;0.00;0.21;0.00;-2.12
65.00;-0.26;-0.32;1.61;0.26;0.00;0.47;0.00;0.82;0.27;-0.02;0.25;0.26;0.26;0.32;1.61;0.26;0.00;0.46;0.00;-0.82
66.00;-1.29;-0.26;0.97;1.32;0.00;0.71;0.00;0.00;0.39;0.02;0.25;1.29;1.29;0.26;0.97;1.29;0.00;0.70;0.00;-0.00
67.00;-1.03;-0.22;0.75;1.05;0.00;0.53;0.00;0.00;0.56;0.02;0.25;1.03;1.03;0.22;0.75;1.03;0.00;0.52;0.00;-0.00
68.00;-0.52;-0.34;0.53;0.53;0.00;0.18;0.00;0.00;0.69;0.01;0.25;0.52;0.52;0.34;0.53;0.52;0.00;0.18;0.00;-0.00
69.00;-0.77;-0.36;0.34;0.79;0.00;0.00;0.01;0.00;0.74;0.01;0.25;0.77;0.77;0.36;0.34;0.77;0.00;0.00;0.01;-0.00
70.00;-1.03;-0.42;0.10;1.05;0.06;0.00;0.26;0.00;0.73;0.03;0.25;1.03;1.03;0.42;0.10;1.03;0.06;0.00;0.26;-0.00
71.00;-0.77;-0.43;0.24;0.79;0.03;0.00;0.16;0.00;0.72;0.02;0.25;0.77;0.77;0.43;0.24;0.77;0.03;0.00;0.16;-0.00
72.00;-0.52;-0.58;0.24;0.53;0.05;0.00;0.29;0.00;0.71;0.03;0.25;0.52;0.52;0.58;0.24;0.52;0.05;0.00;0.29;-0.00
73.00;-1.81;-0.79;0.27;1.84;0.07;0.00;0.45;0.00;0.70;0.06;0.25;1.81;1.81;0.79;0.27;1.81;0.06;0.00;0.45;-0.00
74.00;-1.29;-0.76;0.35;1.32;0.06;0.00;0.36;0.00;0.68;0.04;0.25;1.29;1.29;0.76;0.35;1.29;0.05;0.00;0.36;-0.00
75.00;-1.29;-0.38;0.34;1.32;0.01;0.00;0.03;0.00;0.67;0.02;0.25;1.29;1.29;0.38;0.34;1.29;0.01;0.00;0.03;-0.00
76.00;-0.77;-0.67;0.21;0.79;0.06;0.00;0.41;0.00;0.66;0.04;0.25;0.77;0.77;0.67;0.21;0.77;0.06;0.00;0.41;-0.00
77.00;-1.29;-0.83;0.17;1.32;0.06;0.00;0.59;0.00;0.65;0.06;0.25;1.29;1.29;0.83;0.17;1.29;0.06;0.00;0.59;-0.00
78.00;-1.29;-1.04;0.19;1.32;0.08;0.00;0.77;0.00;0.63;0.07;0.25;1.29;1.29;1.04;0.19;1.29;0.08;0.00;0.77;-0.00
79.00;-0.52;-1.13;0.15;0.53;0.08;0.00;0.90;0.00;0.61;0.06;0.25;0.52;0.52;1.13;0.15;0.52;0.08;0.00;0.90;-0.00
80.00;-1.03;-1.32;0.11;1.05;0.08;0.00;1.13;0.00;0.59;0.09;0.25;1.03;1.03;1.32;0.11;1.03;0.08;0.00;1.13;-0.00
81.00;-1.81;-1.21;0.09;1.84;0.08;0.00;1.04;0.00;0.57;0.09;0.25;1.81;1.81;1.21;0.09;1.81;0.08;0.00;1.04;-0.00
82.00;-1.29;-1.14;0.06;1.32;0.08;0.00;1.00;0.00;0.55;0.08;0.25;1.29;1.29;1.14;0.06;1.29;0.08;0.00;1.00;-0.00
83.00;-0.52;-1.15;0.02;0.53;0.08;0.00;1.04;0.00;0.53;0.07;0.25;0.52;0.52;1.15;0.02;0.52;0.08;0.00;1.04;-0.00
84.00;-1.03;-1.17;0.00;1.05;0.08;0.00;1.09;0.00;0.51;0.08;0.25;1.03;1.03;1.17;0.00;1.03;0.08;0.00;1.09;-0.00
85.00;-0.77;-1.30;0.00;0.79;0.08;0.00;1.22;0.00;0.49;0.09;0.25;0.77;0.77;1.30;0.00;0.77;0.08;0.00;1.22;-0.00
86.00;-0.26;-1.28;0.00;0.26;0.08;0.00;1.21;0.00;0.47;0.08;0.25;0.26;0.26;1.28;0.00;0.26;0.07;0.00;1.21;-0.00
87.00;-1.29;-1.22;0.00;1.32;0.08;0.00;1.14;0.00;0.45;0.09;0.25;1.29;1.29;1.22;0.00;1.29;0.08;0.00;1.14;-0.00
88.00;-1.03;-3.06;0.00;1.05;0.08;0.00;2.98;0.00;0.43;0.20;0.25;1.03;1.03;3.06;0.00;1.03;0.08;0.00;2.98;-0.00
89.00;-1.29;-1.59;0.00;1.32;0.07;0.00;1.51;0.00;0.41;0.11;0.25;1.29;1.29;1.59;0.00;1.29;0.07;0.00;1.51;-0.00
90.00;-0.77;-1.88;0.00;0.79;0.07;0.00;1.81;0.00;0.39;0.12;0.25;0.77;0.77;1.88;0.00;0.77;0.07;0.00;1.81;-0.00
91.00;-3.09;-1.32;0.00;3.16;0.06;0.00;1.26;0.00;0.37;0.13;0.25;3.09;3.09;1.32;0.00;3.09;0.06;0.00;1.26;-0.00
92.00;0.00;-0.57;0.00;0.00;0.04;0.00;0.53;0.00;0.36;0.03;0.25;-0.00;0.00;0.57;0.00;0.00;0.04;0.00;0.53;-0.00
93.00;0.00;-0.42;0.00;0.00;0.03;0.00;0.39;0.00;0.35;0.02;0.25;-0.00;0.00;0.42;0.00;0.00;0.03;0.00;0.39;-0.00
94.00;0.00;-0.41;0.00;0.00;0.03;0.00;0.38;0.00;0.34;0.02;0.25;-0.00;0.00;0.41;0.00;0.00;0.03;0.00;0.38;-0.00
95.00;-0.26;-0.68;0.00;0.26;0.04;0.00;0.64;0.00;0.33;0.04;0.25;0.26;0.26;0.68;0.00;0.26;0.04;0.00;0.64;-0.00
96.00;-0.52;-0.56;0.00;0.53;0.04;0.00;0.52;0.00;0.32;0.04;0.25;0.52;0.52;0.56;0.00;0.52;0.04;0.00;0.52;-0.00
97.00;-1.29;-0.38;0.00;1.32;0.03;0.00;0.35;0.00;0.31;0.04;0.25;1.29;1.29;0.38;0.00;1.29;0.03;0.00;0.35;-0.00
98.00;-0.77;-0.37;0.00;0.79;0.03;0.00;0.34;0.00;0.30;0.03;0.25;0.77;0.77;0.37;0.00;0.77;0.03;0.00;0.34;-0.00
99.00;-0.52;-0.38;0.00;0.53;0.03;0.00;0.35;0.00;0.29;0.03;0.25;0.52;0.52;0.38;0.00;0.52;0.03;0.00;0.35;-0.00
100.00;-1.03;-0.39;0.00;1.05;0.03;0.00;0.36;0.00;0.28;0.04;0.25;1.03;1.03;0.39;0.00;1.03;0.03;0.00;0.36;-0.00
101.00;-1.03;-0.41;0.00;1.05;0.03;0.00;0.37;0.00;0.28;0.04;0.25;1.03;1.03;0.41;0.00;1.03;0.03;0.00;0.37;-0.00
102.00;-0.77;-0.38;0.00;0.79;0.03;0.00;0.35;0.00;0.27;0.03;0.25;0.77;0.77;0.38;0.00;0.77;0.03;0.00;0.35;-0.00
103.00;-0.77;-0.40;0.00;0.79;0.03;0.00;0.37;0.00;0.26;0.04;0.25;0.77;0.77;0.40;0.00;0.77;0.02;0.00;0.37;-0.00
104.00;-1.29;-0.37;0.00;1.32;0.03;0.00;0.34;0.00;0.26;0.04;0.25;1.29;1.29;0.37;0.00;1.29;0.03;0.00;0.34;-0.00
105.00;-0.52;-0.37;0.00;0.53;0.03;0.00;0.34;0.00;0.25;0.03;0.25;0.52;0.52;0.37;0.00;0.52;0.03;0.00;0.34;-0.00
106.00;-1.03;-0.40;0.00;1.05;0.02;0.00;0.38;0.00;0.24;0.04;0.25;1.03;1.03;0.40;0.00;1.03;0.02;0.00;0.38;-0.00
107.00;-1.03;-0.37;0.00;1.05;0.02;0.00;0.35;0.00;0.24;0.04;0.25;1.03;1.03;0.37;0.00;1.03;0.02;0.00;0.35;-0.00
108.00;-0.77;-0.37;0.00;0.79;0.02;0.00;0.35;0.00;0.23;0.03;0.25;0.77;0.77;0.37;0.00;0.77;0.02;0.00;0.35;-0.00
109.00;-1.03;-0.39;0.00;1.05;0.02;0.00;0.37;0.00;0.22;0.04;0.25;1.03;1.03;0.39;0.00;1.03;0.02;0.00;0.37;-0.00
110.00;-1.03;-0.38;0.00;1.05;0.02;0.00;0.35;0.00;0.22;0.04;0.25;1.03;1.03;0.38;0.00;1.03;0.02;0.00;0.35;-0.00
111.00;-1.29;-0.38;0.00;1.32;0.02;0.00;0.35;0.00;0.21;0.04;0.25;1.29;1.29;0.38;0.00;1.29;0.02;0.00;0.35;-0.00
112.00;-0.26;-0.38;0.00;0.26;0.02;0.00;0.35;0.00;0.21;0.03;0.25;0.26;0.26;0.38;0.00;0.26;0.02;0.00;0.35;-0.00
113.00;-1.55;-0.40;0.00;1.58;0.03;0.00;0.37;0.00;0.20;0.05;0.25;1.55;1.55;0.40;0.00;1.55;0.03;0.00;0.37;-0.00
114.00;-1.55;-0.38;0.00;1.58;0.02;0.00;0.36;0.00;0.19;0.05;0.25;1.55;1.55;0.38;0.00;1.55;0.02;0.00;0.36;-0.00
115.00;-1.03;-0.38;0.00;1.05;0.02;0.00;0.35;0.00;0.19;0.04;0.25;1.03;1.03;0.38;0.00;1.03;0.02;0.00;0.35;-0.00
116.00;-3.61;-0.50;0.00;3.68;0.03;0.00;0.48;0.00;0.18;0.08;0.25;3.61;3.61;0.50;0.00;3.61;0.03;0.00;0.48;-0.00
117.00;-4.12;-1.67;0.00;4.21;0.04;0.00;1.63;0.00;0.17;0.16;0.25;4.12;4.12;1.67;0.00;4.12;0.04;0.00;1.63;-0.00
118.00;-0.26;-0.73;0.00;0.26;0.04;0.00;0.69;0.00;0.16;0.05;0.25;0.26;0.26;0.73;0.00;0.26;0.04;0.00;0.69;-0.00
119.00;-2.32;-0.73;0.00;2.37;0.04;0.00;0.69;0.00;0.15;0.08;0.25;2.32;2.32;0.73;0.00;2.32;0.03;0.00;0.69;-0.00
120.00;-1.80;-0.82;0.01;1.84;0.02;0.00;0.79;0.00;0.14;0.08;0.25;1.80;1.80;0.82;0.01;1.80;0.02;0.00;0.79;-0.00
121.00;-0.52;-0.39;0.03;0.53;0.02;0.00;0.34;0.00;0.14;0.03;0.25;0.52;0.52;0.39;0.03;0.52;0.02;0.00;0.34;-0.00
122.00;-1.03;-0.38;0.06;1.05;0.02;0.00;0.30;0.00;0.13;0.03;0.25;1.03;1.03;0.38;0.06;1.03;0.02;0.00;0.30;-0.00
123.00;-1.81;-0.21;0.09;1.84;0.01;0.00;0.11;0.00;0.13;0.03;0.25;1.81;1.81;0.21;0.09;1.81;0.01;0.00;0.11;-0.00
124.00;-1.29;-0.28;0.13;1.32;0.01;0.00;0.14;0.00;0.12;0.03;0.25;1.29;1.29;0.28;0.13;1.29;0.01;0.00;0.14;-0.00
125.00;-0.52;-0.54;0.17;0.53;0.02;0.00;0.35;0.00;0.12;0.03;0.25;0.52;0.52;0.54;0.17;0.52;0.02;0.00;0.35;-0.00
126.00;-1.29;-0.35;0.27;1.32;0.01;0.00;0.07;0.00;0.12;0.02;0.25;1.29;1.29;0.35;0.27;1.29;0.01;0.00;0.07;-0.00
127.00;-1.03;-0.32;0.30;1.05;0.01;0.00;0.02;0.00;0.11;0.02;0.25;1.03;1.03;0.32;0.30;1.03;0.01;0.00;0.02;-0.00
128.00;-1.03;-0.32;0.30;1.05;0.00;0.00;0.02;0.00;0.11;0.02;0.25;1.03;1.03;0.32;0.30;1.03;0.00;0.00;0.02;-0.00
129.00;-0.52;-0.32;0.25;0.53;0.01;0.00;0.06;0.00;0.11;0.01;0.25;0.52;0.52;0.32;0.25;0.52;0.01;0.00;0.06;-0.00
130.00;-1.03;-0.44;0.22;1.05;0.01;0.00;0.20;0.00;0.11;0.03;0.25;1.03;1.03;0.44;0.22;1.03;0.01;0.00;0.20;-0.00
131.00;-1.03;-0.57;0.18;1.05;0.02;0.00;0.38;0.00;0.11;0.04;0.25;1.03;1.03;0.57;0.18;1.03;0.01;0.00;0.38;-0.00
132.00;-0.52;-0.18;0.20;0.53;0.00;0.01;0.00;0.00;0.10;0.01;0.25;0.52;0.52;0.18;0.20;0.52;0.00;0.01;0.00;-0.00
133.00;-1.29;-0.90;0.25;1.32;0.02;0.00;0.63;0.00;0.10;0.06;0.25;1.29;1.29;0.90;0.25;1.29;0.02;0.00;0.63;-0.00
134.00;-1.03;-1.84;0.32;1.05;0.02;0.00;1.50;0.00;0.10;0.11;0.25;1.03;1.03;1.84;0.32;1.03;0.02;0.00;1.50;-0.00
135.00;-1.03;-1.74;0.35;1.05;0.02;0.00;1.37;0.00;0.09;0.10;0.25;1.03;1.03;1.74;0.35;1.03;0.02;0.00;1.37;-0.00
136.00;-0.77;-0.96;0.34;0.79;0.02;0.00;0.60;0.00;0.09;0.05;0.25;0.77;0.77;0.96;0.34;0.77;0.02;0.00;0.60;-0.00
137.00;-1.03;-0.83;0.36;1.05;0.02;0.00;0.45;0.00;0.09;0.04;0.25;1.03;1.03;0.83;0.36;1.03;0.02;0.00;0.45;-0.00
138.00;-2.06;-1.81;0.30;2.10;0.03;0.00;1.49;0.00;0.08;0.12;0.25;2.06;2.06;1.81;0.30;2.06;0.03;0.00;1.49;-0.00
139.00;0.00;-1.40;0.31;0.00;0.03;0.00;1.07;0.00;0.07;0.07;0.25;-0.00;0.00;1.40;0.31;0.00;0.03;0.00;1.07;-0.00
140.00;-1.29;-0.78;0.29;1.32;0.03;0.00;0.46;0.00;0.06;0.05;0.25;1.29;1.29;0.78;0.29;1.29;0.03;0.00;0.46;-0.00
141.00;-0.77;-0.91;0.37;0.79;0.05;0.00;0.49;0.00;0.06;0.04;0.25;0.77;0.77;0.91;0.37;0.77;0.05;0.00;0.49;-0.00
142.00;-0.26;-0.24;0.56;0.26;0.00;0.32;0.00;0.00;0.04;0.00;0.25;0.26;0.26;0.24;0.56;0.26;0.00;0.31;0.00;-0.00
143.00;-1.29;-0.30;0.54;1.32;0.00;0.25;0.00;0.00;0.12;0.02;0.25;1.29;1.29;0.30;0.54;1.29;0.00;0.24;0.00;-0.00
144.00;-2.06;-0.40;0.68;2.10;0.00;0.28;0.00;0.00;0.18;0.03;0.25;2.06;2.06;0.40;0.68;2.06;0.00;0.27;0.00;-0.00
145.00;-0.52;-0.57;0.56;0.53;0.00;0.00;0.00;0.00;0.25;0.01;0.25;0.52;0.52;0.57;0.56;0.52;0.00;0.00;0.00;-0.00
146.00;-2.32;-2.08;0.51;2.37;0.53;0.00;1.04;0.00;0.25;0.10;0.25;2.32;2.32;2.08;0.51;2.32;0.52;0.00;1.04;-0.00
147.00;0.00;-0.54;0.51;0.00;0.01;0.00;0.02;0.00;0.12;0.00;0.25;-0.00;0.00;0.54;0.51;0.00;0.01;0.00;0.02;-0.00
148.00;0.00;-1.38;0.73;0.00;0.45;0.00;0.20;0.00;0.11;0.01;0.25;-0.00;0.00;1.38;0.73;0.00;0.44;0.00;0.20;-0.00
149.00;-2.58;-0.50;0.73;2.63;0.00;0.00;0.00;0.23;0.00;0.03;0.25;2.58;2.58;0.50;0.73;2.58;0.00;0.00;0.00;-0.23
150.00;-1.29;-0.42;0.70;1.32;0.00;0.00;0.00;0.29;0.00;0.01;0.25;1.29;1.29;0.42;0.70;1.29;0.00;0.00;0.00;-0.29
151.00;-1.03;-0.41;0.91;1.05;0.00;0.00;0.00;0.50;0.00;-0.00;0.25;1.03;1.03;0.41;0.91;1.03;0.00;0.00;0.00;-0.50
152.00;-0.77;-0.30;1.36;0.79;0.00;0.00;0.00;1.06;0.00;-0.02;0.25;0.77;0.77;0.30;1.36;0.77;0.00;0.00;0.00;-1.06
153.00;-1.03;-0.40;1.43;1.05;0.00;0.00;0.00;1.03;0.00;-0.02;0.25;1.03;1.03;0.40;1.43;1.03;0.00;0.00;0.00;-1.03
154.00;0.00;-0.34;1.66;0.00;0.00;0.00;0.00;1.32;0.00;-0.04;0.25;-0.00;0.00;0.34;1.66;0.00;0.00;0.00;0.00;-1.32
155.00;-1.29;-0.45;1.99;1.32;0.00;0.10;0.00;1.45;0.00;-0.03;0.25;1.29;1.29;0.45;1.99;1.29;0.00;0.09;0.00;-1.45
156.00;-1.03;-0.40;2.16;1.05;0.00;0.10;0.00;1.66;0.02;-0.04;0.25;1.03;1.03;0.40;2.16;1.03;0.00;0.10;0.00;-1.66
157.00;-1.03;-0.65;2.26;1.05;0.00;0.15;0.00;1.46;0.05;-0.03;0.25;1.03;1.03;0.65;2.26;1.03;0.00;0.15;0.00;-1.46
158.00;-0.52;-0.72;2.01;0.53;0.00;0.32;0.00;0.97;0.09;-0.02;0.25;0.52;0.52;0.72;2.01;0.52;0.00;0.31;0.00;-0.97
159.00;-1.03;-0.34;3.30;1.05;0.00;0.23;0.00;2.74;0.16;-0.07;0.25;1.03;1.03;0.34;3.30;1.03;0.00;0.22;0.00;-2.74
160.00;-1.03;-0.34;2.67;1.05;0.00;0.21;0.00;2.12;0.22;-0.05;0.25;1.03;1.03;0.34;2.67;1.03;0.00;0.21;0.00;-2.12
161.00;-0.26;-0.32;1.61;0.26;0.00;0.47;0.00;0.82;0.27;-0.02;0.25;0.26;0.26;0.32;1.61;0.26;0.00;0.46;0.00;-0.82
162.00;-1.29;-0.26;0.97;1.32;0.00;0.71;0.00;0.00;0.39;0.02;0.25;1.29;1.29;0.26;0.97;1.29;0.00;0.70;0.00;-0.00
163.00;-1.03;-0.22;0.75;1.05;0.00;0.53;0.00;0.00;0.56;0.02;0.25;1.03;1.03;0.22;0.75;1.03;0.00;0.52;0.00;-0.00
164.00;-0.52;-0.34;0.53;0.53;0.00;0.18;0.00;0.00;0.69;0.01;0.25;0.52;0.52;0.34;0.53;0.52;0.00;0.18;0.00;-0.00
165.00;-0.77;-0.36;0.34;0.79;0.00;0.00;0.01;0.00;0.74;0.01;0.25;0.77;0.77;0.36;0.34;0.77;0.00;0.00;0.01;-0.00
166.00;-1.03;-0.42;0.10;1.05;0.06;0.00;0.26;0.00;0.73;0.03;0.25;1.03;1.03;0.42;0.10;1.03;0.06;0.00;0.26;-0.00
167.00;-0.77;-0.43;0.24;0.79;0.03;0.00;0.16;0.00;0.72;0.02;0.25;0.77;0.77;0.43;0.24;0.77;0.03;0.00;0.16;-0.00
168.00;-0.52;-0.58;0.24;0.53;0.05;0.00;0.29;0.00;0.71;0.03;0.25;0.52;0.52;0.58;0.24;0.52;0.05;0.00;0.29;-0.00
169.00;-1.81;-0.79;0.27;1.84;0.07;0.00;0.45;0.00;0.70;0.06;0.25;1.81;1.81;0.79;0.27;1.81;0.06;0.00;0.45;-0.00
170.00;-1.29;-0.76;0.35;1.32;0.06;0.00;0.36;0.00;0.68;0.04;0.25;1.29;1.29;0.76;0.35;1.29;0.05;0.00;0.36;-0.00
171.00;-1.29;-0.38;0.34;1.32;0.01;0.00;0.03;0.00;0.67;0.02;0.25;1.29;1.29;0.38;0.34;1.29;0.01;0.00;0.03;-0.00
172.00;-0.77;-0.67;0.21;0.79;0.06;0.00;0.41;0.00;0.66;0.04;0.25;0.77;0.77;0.67;0.21;0.77;0.06;0.00;0.41;-0.00
173.00;-1.29;-0.83;0.17;1.32;0.06;0.00;0.59;0.00;0.65;0.06;0.25;1.29;1.29;0.83;0.17;1.29;0.06;0.00;0.59;-0.00
174.00;-1.29;-1.04;0.19;1.32;0.08;0.00;0.77;0.00;0.63;0.07;0.25;1.29;1.29;1.04;0.19;1.29;0.08;0.00;0.77;-0.00
