timeStep;demandHeat;demandElectricity;ThermalStorage4Discharge;ThermalStorage4Charge;CHP4;ElecBuy;ElecSell;ThermalStorage4SOC;Cost;CO2;Price;positiveDemandHeat;positiveDemandHeatTotal;positiveDemandElectricity;plusThermalStorage4Discharge;plusThermalStorage4Charge;plusCHP4;plusElecBuy;plusElecSell
656.00;-25.83;-10.03;4.74;0.00;34.57;0.00;0.00;6.76;0.59;1.75;0.30;25.83;25.83;10.03;4.26;0.00;21.09;0.00;-0.00
657.00;-18.72;-8.59;0.65;0.00;29.62;0.00;0.00;5.44;0.51;1.50;0.30;18.72;18.72;8.59;0.59;0.00;18.07;0.00;-0.00
658.00;-12.00;-6.95;0.00;2.62;23.96;0.00;0.00;5.26;0.41;1.21;0.30;12.00;12.00;6.95;0.00;2.36;14.62;0.00;-0.00
659.00;-9.03;-7.12;0.00;5.94;24.54;0.00;0.00;5.85;0.42;1.24;0.30;9.03;9.03;7.12;0.00;5.34;14.97;0.00;-0.00
660.00;-7.51;-7.37;0.00;7.98;25.40;0.00;0.00;7.19;0.44;1.28;0.30;7.51;7.51;7.37;0.00;7.18;15.49;0.00;-0.00
661.00;-7.79;-6.93;0.00;6.78;23.88;0.00;0.00;8.98;0.41;1.21;0.30;7.79;7.79;6.93;0.00;6.10;14.57;0.00;-0.00
662.00;-8.39;-7.43;0.00;7.24;25.62;0.00;0.00;10.51;0.44;1.29;0.30;8.39;8.39;7.43;0.00;6.51;15.63;0.00;-0.00
663.00;-8.64;-7.06;0.00;6.21;24.35;0.00;0.00;12.14;0.42;1.23;0.30;8.64;8.64;7.06;0.00;5.59;14.86;0.00;-0.00
664.00;-7.77;-5.36;0.00;3.49;18.47;0.00;0.00;13.53;0.32;0.93;0.30;7.77;7.77;5.36;0.00;3.15;11.27;0.00;-0.00
665.00;-7.77;-4.88;0.00;2.50;16.84;0.00;0.00;14.32;0.29;0.85;0.30;7.77;7.77;4.88;0.00;2.25;10.27;0.00;-0.00
666.00;-8.23;-5.38;0.00;3.08;18.54;0.00;0.00;14.88;0.32;0.94;0.30;8.23;8.23;5.38;0.00;2.77;11.31;0.00;-0.00
667.00;-8.57;-5.39;0.00;2.78;18.60;0.00;0.00;15.58;0.32;0.94;0.30;8.57;8.57;5.39;0.00;2.50;11.35;0.00;-0.00
668.00;-10.04;-5.08;0.00;0.64;17.52;0.00;0.00;16.20;0.30;0.88;0.30;10.04;10.04;5.08;0.00;0.58;10.68;0.00;-0.00
669.00;-8.12;-5.15;0.00;2.71;17.75;0.00;0.00;16.34;0.30;0.90;0.24;8.12;8.12;5.15;0.00;2.43;10.82;0.00;-0.00
670.00;-8.62;-4.79;8.62;0.00;0.00;4.79;0.00;16.95;0.21;0.57;0.18;8.62;8.62;4.79;7.76;0.00;0.00;4.79;-0.00
671.00;-8.47;-3.99;8.48;0.00;0.00;3.99;0.00;14.56;0.11;0.47;0.11;8.47;8.47;3.99;7.63;0.00;0.00;3.99;-0.00
